slot_v1,slot_v1_abs_log1p,slot_v1_is_even,slot_v1_mod3,slot_v1_mod5,slot_v1_mod7,slot_v1_mod10,slot_t1,slot_t1_abs_log1p,slot_t1_is_even,slot_t1_mod3,slot_t1_mod5,slot_t1_mod7,slot_t1_mod10,slot_v2,slot_v2_abs_log1p,slot_v2_is_even,slot_v2_mod3,slot_v2_mod5,slot_v2_mod7,slot_v2_mod10,slot_t2,slot_t2_abs_log1p,slot_t2_is_even,slot_t2_mod3,slot_t2_mod5,slot_t2_mod7,slot_t2_mod10,slot_speed_unit,slot_distance_unit,slot_time_unit,slot_mover1,slot_mover2,gcd_all,n_multiple_pairs,y
30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,58,4.07753744390572,1,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,1,1,1,3,4,1,3,6.0
29,3.4011973816621555,0,2,4,1,9,5,1.791759469228055,0,2,0,5,5,75,4.330733340286331,0,0,0,5,5,1,0.6931471805599453,0,1,1,1,1,0,0,1,6,1,1,4,70.0
45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,0,0,0,3,0,1,3,34.0
42,3.7612001156935624,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,57,4.060443010546419,0,0,2,1,7,2,1.0986122886681098,1,2,2,2,2,1,1,0,0,3,1,3,138.0
30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,31,3.4657359027997265,0,1,1,3,1,2,1.0986122886681098,1,2,2,2,2,1,1,2,4,1,1,2,88.0
26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,1,1,2,4,1,1,5,2.0
75,4.330733340286331,0,0,0,5,5,2,1.0986122886681098,1,2,2,2,2,37,3.6375861597263857,0,1,2,2,7,4,1.6094379124341003,1,1,4,4,4,1,1,1,6,1,1,1,2.0
31,3.4657359027997265,0,1,1,3,1,9,2.302585092994046,0,0,4,2,9,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,1,1,1,4,1,1,1,180.0
78,4.3694478524670215,1,0,3,1,8,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,0,0,1,6,1,1,1,369.0
84,4.442651256490317,1,0,4,0,4,7,2.0794415416798357,0,1,2,0,7,62,4.143134726391533,1,2,2,6,2,6,1.9459101490553132,1,0,1,6,6,1,1,2,3,1,1,2,216.0
66,4.204692619390966,1,0,1,3,6,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,0,0,2,5,2,1,3,246.0
22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,47,3.871201010907891,0,2,2,5,7,1,0.6931471805599453,0,1,1,1,1,0,0,1,4,1,1,3,85.0
40,3.713572066704308,1,1,0,5,0,8,2.1972245773362196,1,2,3,1,8,40,3.713572066704308,1,1,0,5,0,2,1.0986122886681098,1,2,2,2,2,1,1,2,4,1,2,6,240.0
52,3.970291913552122,1,1,2,3,2,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,0,0,1,2,6,1,2,14.0
20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,31,3.4657359027997265,0,1,1,3,1,1,0.6931471805599453,0,1,1,1,1,0,0,2,5,1,1,3,89.0
54,4.007333185232471,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,43,3.784189633918261,0,1,3,1,3,4,1.6094379124341003,1,1,4,4,4,1,1,0,1,4,1,0,98.0
74,4.31748811353631,1,2,4,4,4,9,2.302585092994046,0,0,4,2,9,54,4.007333185232471,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,1,1,1,2,6,1,1,234.0
91,4.5217885770490405,0,1,1,0,1,6,1.9459101490553132,1,0,1,6,6,38,3.6635616461296463,1,2,3,3,8,3,1.3862943611198906,0,0,3,3,3,0,0,1,2,0,1,1,432.0
95,4.564348191467836,0,2,0,4,5,4,1.6094379124341003,1,1,4,4,4,44,3.8066624897703196,1,2,4,2,4,5,1.791759469228055,0,2,0,5,5,1,1,1,0,1,1,2,160.0
75,4.330733340286331,0,0,0,5,5,2,1.0986122886681098,1,2,2,2,2,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,0,0,1,5,4,1,1,58.0
52,3.970291913552122,1,1,2,3,2,3,1.3862943611198906,0,0,3,3,3,31,3.4657359027997265,0,1,1,3,1,2,1.0986122886681098,1,2,2,2,2,0,0,1,2,2,1,1,94.0
40,3.713572066704308,1,1,0,5,0,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,0,0,0,4,1,1,1,62.0
50,3.9318256327243257,1,2,0,1,0,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,0,0,2,3,5,1,1,198.0
95,4.564348191467836,0,2,0,4,5,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,0,0,1,4,0,1,2,313.0
58,4.07753744390572,1,1,3,2,8,5,1.791759469228055,0,2,0,5,5,98,4.59511985013459,1,2,3,0,8,1,0.6931471805599453,0,1,1,1,1,1,1,1,5,6,1,3,192.0
69,4.248495242049359,0,0,4,6,9,7,2.0794415416798357,0,1,2,0,7,76,4.343805421853684,1,1,1,6,6,2,1.0986122886681098,1,2,2,2,2,0,0,2,0,5,1,1,331.0
21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,0,1,2,0,7,36,3.6109179126442243,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,0,0,0,4,2,1,2,75.0
20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,0,0,1,1,0,1,2,80.0
45,3.828641396489095,0,0,0,3,5,8,2.1972245773362196,1,2,3,1,8,28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,1,1,2,6,3,1,2,248.0
52,3.970291913552122,1,1,2,3,2,6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,5,1.791759469228055,0,2,0,5,5,1,1,0,3,6,1,0,197.0
44,3.8066624897703196,1,2,4,2,4,4,1.6094379124341003,1,1,4,4,4,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,0,0,2,3,5,1,2,1.0
44,3.8066624897703196,1,2,4,2,4,9,2.302585092994046,0,0,4,2,9,48,3.8918202981106265,1,0,3,6,8,1,0.6931471805599453,0,1,1,1,1,0,0,0,6,3,1,3,348.0
59,4.0943445622221,0,2,4,3,9,6,1.9459101490553132,1,0,1,6,6,19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,0,0,1,6,6,1,0,221.0
99,4.605170185988092,0,0,4,1,9,8,2.1972245773362196,1,2,3,1,8,63,4.1588830833596715,0,0,3,0,3,9,2.302585092994046,0,0,4,2,9,1,1,0,1,4,1,2,225.0
35,3.58351893845611,0,2,0,0,5,6,1.9459101490553132,1,0,1,6,6,46,3.8501476017100584,1,1,1,4,6,1,0.6931471805599453,0,1,1,1,1,1,1,2,3,2,1,3,164.0
24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,1,1,2,3,6,1,3,44.0
30,3.4339872044851463,1,0,0,2,0,7,2.0794415416798357,0,1,2,0,7,83,4.430816798843313,0,2,3,6,3,2,1.0986122886681098,1,2,2,2,2,0,0,0,6,5,1,1,44.0
60,4.110873864173311,1,0,0,4,0,7,2.0794415416798357,0,1,2,0,7,69,4.248495242049359,0,0,4,6,9,3,1.3862943611198906,0,0,3,3,3,1,1,2,3,1,1,2,213.0
48,3.8918202981106265,1,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,1,1,1,6,1,1,2,260.0
92,4.532599493153256,1,2,2,1,2,5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,1,1,0,1,4,1,0,403.0
23,3.1780538303479458,0,2,3,2,3,8,2.1972245773362196,1,2,3,1,8,84,4.442651256490317,1,0,4,0,4,2,1.0986122886681098,1,2,2,2,2,0,0,1,2,4,1,2,16.0
98,4.59511985013459,1,2,3,0,8,4,1.6094379124341003,1,1,4,4,4,28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,0,0,1,5,4,1,1,308.0
21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,0,1,2,0,7,69,4.248495242049359,0,0,4,6,9,2,1.0986122886681098,1,2,2,2,2,1,1,1,1,0,1,1,9.0
59,4.0943445622221,0,2,4,3,9,4,1.6094379124341003,1,1,4,4,4,61,4.127134385045092,0,1,1,5,1,3,1.3862943611198906,0,0,3,3,3,0,0,2,0,6,1,0,53.0
84,4.442651256490317,1,0,4,0,4,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,0,0,1,3,2,1,2,266.0
61,4.127134385045092,0,1,1,5,1,8,2.1972245773362196,1,2,3,1,8,33,3.5263605246161616,0,0,3,5,3,8,2.1972245773362196,1,2,3,1,8,0,0,0,0,0,1,1,224.0
40,3.713572066704308,1,1,0,5,0,7,2.0794415416798357,0,1,2,0,7,54,4.007333185232471,1,0,4,5,4,1,0.6931471805599453,0,1,1,1,1,1,1,2,5,4,1,3,226.0
87,4.477336814478207,0,0,2,3,7,4,1.6094379124341003,1,1,4,4,4,88,4.48863636973214,1,1,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,1,2,6,6,1,2,84.0
96,4.574710978503383,1,0,1,5,6,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,1,1,0,3,6,1,4,173.0
39,3.6888794541139363,0,0,4,4,9,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,0,0,1,6,0,1,2,57.0
47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,53,3.9889840465642745,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,1,1,1,6,6,1,3,135.0
66,4.204692619390966,1,0,1,3,6,8,2.1972245773362196,1,2,3,1,8,61,4.127134385045092,0,1,1,5,1,2,1.0986122886681098,1,2,2,2,2,1,1,1,4,2,1,2,406.0
71,4.276666119016055,0,2,1,1,1,9,2.302585092994046,0,0,4,2,9,47,3.871201010907891,0,2,2,5,7,6,1.9459101490553132,1,0,1,6,6,1,1,2,2,4,1,0,357.0
90,4.51085950651685,1,0,0,6,0,4,1.6094379124341003,1,1,4,4,4,98,4.59511985013459,1,2,3,0,8,3,1.3862943611198906,0,0,3,3,3,0,0,0,0,3,1,1,66.0
62,4.143134726391533,1,2,2,6,2,8,2.1972245773362196,1,2,3,1,8,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,1,1,1,3,5,1,1,196.0
80,4.394449154672439,1,2,0,3,0,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,1,1,1,1,3,1,3,226.0
99,4.605170185988092,0,0,4,1,9,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,1,1,1,5,5,1,2,308.0
70,4.2626798770413155,1,1,0,0,0,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,0,0,2,1,2,1,3,102.0
25,3.258096538021482,0,1,0,4,5,7,2.0794415416798357,0,1,2,0,7,17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,1,1,0,4,1,1,0,73.0
77,4.356708826689592,0,2,2,0,7,3,1.3862943611198906,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,1,1,2,2,3,1,1,75.0
61,4.127134385045092,0,1,1,5,1,5,1.791759469228055,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,0,0,1,1,3,1,0,123.0
63,4.1588830833596715,0,0,3,0,3,5,1.791759469228055,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,7,2.0794415416798357,0,1,2,0,7,0,0,1,5,5,1,1,133.0
45,3.828641396489095,0,0,0,3,5,2,1.0986122886681098,1,2,2,2,2,56,4.04305126783455,1,2,1,0,6,1,0.6931471805599453,0,1,1,1,1,0,0,0,1,0,1,4,34.0
24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,1,1,0,5,5,2,5,8.0
78,4.3694478524670215,1,0,3,1,8,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,1,1,0,6,1,1,2,318.0
77,4.356708826689592,0,2,2,0,7,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,0,0,2,2,3,1,1,544.0
70,4.2626798770413155,1,1,0,0,0,7,2.0794415416798357,0,1,2,0,7,45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,0,0,1,5,6,1,2,85.0
34,3.5553480614894135,1,1,4,6,4,5,1.791759469228055,0,2,0,5,5,58,4.07753744390572,1,1,3,2,8,1,0.6931471805599453,0,1,1,1,1,0,0,0,1,2,1,3,112.0
83,4.430816798843313,0,2,3,6,3,6,1.9459101490553132,1,0,1,6,6,49,3.912023005428146,0,1,4,0,9,4,1.6094379124341003,1,1,4,4,4,1,1,1,1,6,1,0,302.0
42,3.7612001156935624,1,0,2,0,2,8,2.1972245773362196,1,2,3,1,8,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,0,0,1,6,0,1,1,246.0
66,4.204692619390966,1,0,1,3,6,4,1.6094379124341003,1,1,4,4,4,41,3.7376696182833684,0,2,1,6,1,6,1.9459101490553132,1,0,1,6,6,1,1,1,1,1,1,1,18.0
41,3.7376696182833684,0,2,1,6,1,6,1.9459101490553132,1,0,1,6,6,84,4.442651256490317,1,0,4,0,4,1,0.6931471805599453,0,1,1,1,1,1,1,1,6,6,1,4,162.0
36,3.6109179126442243,1,0,1,1,6,9,2.302585092994046,0,0,4,2,9,43,3.784189633918261,0,1,3,1,3,2,1.0986122886681098,1,2,2,2,2,0,0,2,6,1,1,2,238.0
64,4.174387269895637,1,1,4,1,4,5,1.791759469228055,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,1,1,1,2,4,1,1,152.0
35,3.58351893845611,0,2,0,0,5,4,1.6094379124341003,1,1,4,4,4,49,3.912023005428146,0,1,4,0,9,2,1.0986122886681098,1,2,2,2,2,1,1,1,1,4,1,1,42.0
39,3.6888794541139363,0,0,4,4,9,8,2.1972245773362196,1,2,3,1,8,22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,0,0,0,1,0,1,1,136.0
56,4.04305126783455,1,2,1,0,6,6,1.9459101490553132,1,0,1,6,6,43,3.784189633918261,0,1,3,1,3,1,0.6931471805599453,0,1,1,1,1,1,1,1,3,2,1,3,293.0
47,3.871201010907891,0,2,2,5,7,3,1.3862943611198906,0,0,3,3,3,37,3.6375861597263857,0,1,2,2,7,2,1.0986122886681098,1,2,2,2,2,0,0,1,3,6,1,0,67.0
96,4.574710978503383,1,0,1,5,6,8,2.1972245773362196,1,2,3,1,8,54,4.007333185232471,1,0,4,5,4,5,1.791759469228055,0,2,0,5,5,0,0,2,2,5,1,1,498.0
42,3.7612001156935624,1,0,2,0,2,5,1.791759469228055,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,7,2.0794415416798357,0,1,2,0,7,0,0,2,1,6,1,3,63.0
31,3.4657359027997265,0,1,1,3,1,7,2.0794415416798357,0,1,2,0,7,67,4.219507705176107,0,1,2,4,7,1,0.6931471805599453,0,1,1,1,1,1,1,2,1,4,1,3,150.0
47,3.871201010907891,0,2,2,5,7,6,1.9459101490553132,1,0,1,6,6,47,3.871201010907891,0,2,2,5,7,5,1.791759469228055,0,2,0,5,5,0,0,2,0,2,1,1,47.0
58,4.07753744390572,1,1,3,2,8,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,0,0,0,2,3,1,2,134.0
34,3.5553480614894135,1,1,4,6,4,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,0,0,0,4,0,1,1,52.0
32,3.4965075614664802,1,2,2,4,2,8,2.1972245773362196,1,2,3,1,8,17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,1,1,2,3,5,1,4,239.0
82,4.418840607796598,1,1,2,5,2,4,1.6094379124341003,1,1,4,4,4,99,4.605170185988092,0,0,4,1,9,3,1.3862943611198906,0,0,3,3,3,0,0,0,3,1,1,1,31.0
50,3.9318256327243257,1,2,0,1,0,6,1.9459101490553132,1,0,1,6,6,63,4.1588830833596715,0,0,3,0,3,2,1.0986122886681098,1,2,2,2,2,1,1,0,0,0,1,2,174.0
27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,42,3.7612001156935624,1,0,2,0,2,1,0.6931471805599453,0,1,1,1,1,0,0,2,4,5,1,5,39.0
47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,68,4.23410650459726,1,2,3,5,8,2,1.0986122886681098,1,2,2,2,2,0,0,1,0,5,1,3,52.0
78,4.3694478524670215,1,0,3,1,8,4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,9,2.302585092994046,0,0,4,2,9,1,1,1,4,3,1,0,105.0
39,3.6888794541139363,0,0,4,4,9,7,2.0794415416798357,0,1,2,0,7,74,4.31748811353631,1,2,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,1,1,3,0,1,1,51.0
47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,52,3.970291913552122,1,1,2,3,2,2,1.0986122886681098,1,2,2,2,2,1,1,1,2,0,1,3,84.0
88,4.48863636973214,1,1,3,4,8,5,1.791759469228055,0,2,0,5,5,95,4.564348191467836,0,2,0,4,5,3,1.3862943611198906,0,0,3,3,3,1,1,0,2,3,1,1,155.0
81,4.406719247264253,0,0,1,4,1,7,2.0794415416798357,0,1,2,0,7,73,4.30406509320417,0,1,3,3,3,3,1.3862943611198906,0,0,3,3,3,0,0,1,0,6,1,1,348.0
31,3.4657359027997265,0,1,1,3,1,9,2.302585092994046,0,0,4,2,9,91,4.5217885770490405,0,1,1,0,1,1,0.6931471805599453,0,1,1,1,1,1,1,1,4,0,1,3,188.0
83,4.430816798843313,0,2,3,6,3,8,2.1972245773362196,1,2,3,1,8,88,4.48863636973214,1,1,3,4,8,2,1.0986122886681098,1,2,2,2,2,0,0,1,3,4,1,3,488.0
61,4.127134385045092,0,1,1,5,1,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,0,0,2,2,3,1,1,63.0
99,4.605170185988092,0,0,4,1,9,7,2.0794415416798357,0,1,2,0,7,83,4.430816798843313,0,2,3,6,3,3,1.3862943611198906,0,0,3,3,3,0,0,1,1,1,1,1,444.0
28,3.367295829986474,1,1,3,0,8,6,1.9459101490553132,1,0,1,6,6,31,3.4657359027997265,0,1,1,3,1,4,1.6094379124341003,1,1,4,4,4,1,1,0,0,6,1,1,44.0
65,4.189654742026425,0,2,0,2,5,5,1.791759469228055,0,2,0,5,5,71,4.276666119016055,0,2,1,1,1,1,0.6931471805599453,0,1,1,1,1,0,0,2,5,3,1,4,254.0
60,4.110873864173311,1,0,0,4,0,8,2.1972245773362196,1,2,3,1,8,50,3.9318256327243257,1,2,0,1,0,2,1.0986122886681098,1,2,2,2,2,0,0,2,2,6,2,3,380.0
43,3.784189633918261,0,1,3,1,3,9,2.302585092994046,0,0,4,2,9,48,3.8918202981106265,1,0,3,6,8,3,1.3862943611198906,0,0,3,3,3,1,1,2,1,0,1,2,243.0
61,4.127134385045092,0,1,1,5,1,9,2.302585092994046,0,0,4,2,9,52,3.970291913552122,1,1,2,3,2,7,2.0794415416798357,0,1,2,0,7,0,0,2,6,1,1,0,185.0
95,4.564348191467836,0,2,0,4,5,4,1.6094379124341003,1,1,4,4,4,68,4.23410650459726,1,2,3,5,8,5,1.791759469228055,0,2,0,5,5,1,1,0,2,2,1,2,40.0
48,3.8918202981106265,1,0,3,6,8,9,2.302585092994046,0,0,4,2,9,59,4.0943445622221,0,2,4,3,9,4,1.6094379124341003,1,1,4,4,4,0,0,1,4,1,1,1,196.0
38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,1,1,1,2,5,2,1,164.0
78,4.3694478524670215,1,0,3,1,8,5,1.791759469228055,0,2,0,5,5,58,4.07753744390572,1,1,3,2,8,1,0.6931471805599453,0,1,1,1,1,0,0,2,3,4,1,3,332.0
22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,0,0,1,4,2,1,1,76.0
44,3.8066624897703196,1,2,4,2,4,2,1.0986122886681098,1,2,2,2,2,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,1,1,1,3,5,2,5,32.0
23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,45,3.828641396489095,0,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,1,1,0,0,2,1,3,47.0
36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,0,0,1,4,1,1,1,111.0
33,3.5263605246161616,0,0,3,5,3,9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,1,1,1,0,5,1,0,185.0
99,4.605170185988092,0,0,4,1,9,9,2.302585092994046,0,0,4,2,9,38,3.6635616461296463,1,2,3,3,8,6,1.9459101490553132,1,0,1,6,6,0,0,1,0,2,1,1,663.0
47,3.871201010907891,0,2,2,5,7,7,2.0794415416798357,0,1,2,0,7,83,4.430816798843313,0,2,3,6,3,3,1.3862943611198906,0,0,3,3,3,0,0,1,2,0,1,0,80.0
80,4.394449154672439,1,2,0,3,0,6,1.9459101490553132,1,0,1,6,6,35,3.58351893845611,0,2,0,0,5,1,0.6931471805599453,0,1,1,1,1,0,0,2,3,4,1,3,445.0
57,4.060443010546419,0,0,2,1,7,4,1.6094379124341003,1,1,4,4,4,73,4.30406509320417,0,1,3,3,3,2,1.0986122886681098,1,2,2,2,2,0,0,1,4,4,1,1,82.0
26,3.295836866004329,1,2,1,5,6,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,1,1,2,1,4,1,0,82.0
59,4.0943445622221,0,2,4,3,9,4,1.6094379124341003,1,1,4,4,4,27,3.332204510175204,0,0,2,6,7,2,1.0986122886681098,1,2,2,2,2,0,0,1,4,1,1,1,182.0
77,4.356708826689592,0,2,2,0,7,4,1.6094379124341003,1,1,4,4,4,35,3.58351893845611,0,2,0,0,5,5,1.791759469228055,0,2,0,5,5,0,0,0,2,0,1,1,133.0
48,3.8918202981106265,1,0,3,6,8,7,2.0794415416798357,0,1,2,0,7,21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,0,0,2,0,6,1,3,273.0
95,4.564348191467836,0,2,0,4,5,2,1.0986122886681098,1,2,2,2,2,59,4.0943445622221,0,2,4,3,9,3,1.3862943611198906,0,0,3,3,3,0,0,1,2,3,1,0,13.0
38,3.6635616461296463,1,2,3,3,8,9,2.302585092994046,0,0,4,2,9,93,4.543294782270004,0,0,3,2,3,3,1.3862943611198906,0,0,3,3,3,1,1,1,4,2,1,2,63.0
33,3.5263605246161616,0,0,3,5,3,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,1,1,1,5,4,1,3,36.0
92,4.532599493153256,1,2,2,1,2,8,2.1972245773362196,1,2,3,1,8,51,3.9512437185814275,0,0,1,2,1,7,2.0794415416798357,0,1,2,0,7,0,0,2,2,4,1,0,379.0
89,4.499809670330265,0,2,4,5,9,9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,0,0,1,5,6,1,3,761.0
46,3.8501476017100584,1,1,1,4,6,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,0,0,1,6,1,1,0,104.0
73,4.30406509320417,0,1,3,3,3,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,0,0,0,2,3,1,0,394.0
46,3.8501476017100584,1,1,1,4,6,6,1.9459101490553132,1,0,1,6,6,74,4.31748811353631,1,2,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,1,2,0,3,2,3,128.0
90,4.51085950651685,1,0,0,6,0,4,1.6094379124341003,1,1,4,4,4,55,4.02535169073515,0,1,0,6,5,3,1.3862943611198906,0,0,3,3,3,1,1,1,4,1,1,1,195.0
68,4.23410650459726,1,2,3,5,8,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,1,1,1,5,4,1,2,304.0
59,4.0943445622221,0,2,4,3,9,8,2.1972245773362196,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,2,1.0986122886681098,1,2,2,2,2,1,1,1,1,1,1,2,396.0
24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,0,0,2,3,0,1,5,8.0
35,3.58351893845611,0,2,0,0,5,9,2.302585092994046,0,0,4,2,9,60,4.110873864173311,1,0,0,4,0,5,1.791759469228055,0,2,0,5,5,1,1,1,4,4,1,2,15.0
95,4.564348191467836,0,2,0,4,5,9,2.302585092994046,0,0,4,2,9,100,4.61512051684126,1,1,0,2,0,2,1.0986122886681098,1,2,2,2,2,0,0,0,1,1,1,1,655.0
47,3.871201010907891,0,2,2,5,7,8,2.1972245773362196,1,2,3,1,8,42,3.7612001156935624,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,0,0,1,5,3,1,1,82.0
100,4.61512051684126,1,1,0,2,0,8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,5,1.791759469228055,0,2,0,5,5,0,0,0,3,5,1,1,620.0
