slot_seller,slot_item_plural,slot_container_singular,slot_container_plural,slot_bag_size,slot_bag_size_abs_log1p,slot_bag_size_is_even,slot_bag_size_mod3,slot_bag_size_mod5,slot_bag_size_mod7,slot_bag_size_mod10,slot_total_items,slot_total_items_abs_log1p,slot_total_items_is_even,slot_total_items_mod3,slot_total_items_mod5,slot_total_items_mod7,slot_total_items_mod10,slot_price_per_container,slot_price_per_container_abs_log1p,slot_price_per_container_is_even,slot_price_per_container_mod3,slot_price_per_container_mod5,slot_price_per_container_mod7,slot_price_per_container_mod10,slot_currency_symbol,slot_timeframe,gcd_all,n_multiple_pairs,y
5,2,3,3,4,1.6094379124341003,1,1,4,4,4,1964,7.583247524303362,1,2,4,4,4,1,0.6931471805599453,0,1,1,1,1,0,5,1,3,491.0
1,5,2,2,10,2.3978952727983707,1,1,0,3,0,7420,8.912069097970134,1,1,0,0,0,1,0.6931471805599453,0,1,1,1,1,3,0,1,3,742.0
1,7,3,3,20,3.044522437723423,1,2,0,6,0,9420,9.150696519048667,1,0,0,5,0,8,2.1972245773362196,1,2,3,1,8,0,5,4,1,3768.0
5,8,2,2,9,2.302585092994046,0,0,4,2,9,4032,8.302265794873367,1,0,2,0,2,5,1.791759469228055,0,2,0,5,5,1,6,1,1,2240.0
3,8,0,0,20,3.044522437723423,1,2,0,6,0,8180,9.009569671513699,1,2,0,4,0,30,3.4339872044851463,1,0,0,2,0,2,2,10,1,12270.0
5,5,5,5,3,1.3862943611198906,0,0,3,3,3,1818,7.506042178518122,1,0,3,5,8,3,1.3862943611198906,0,0,3,3,3,3,3,3,3,1818.0
2,0,5,5,19,2.995732273553991,0,1,4,5,9,2109,7.6544432264701125,0,0,4,2,9,37,3.6375861597263857,0,1,2,2,7,3,3,1,2,4107.0
6,4,2,2,3,1.3862943611198906,0,0,3,3,3,1857,7.527255919373784,0,0,2,2,7,33,3.5263605246161616,0,0,3,5,3,2,5,3,2,20427.0
6,8,6,6,19,2.995732273553991,0,1,4,5,9,2736,7.914617709040679,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,3,4,1,1,3600.0
3,5,0,0,7,2.0794415416798357,0,1,2,0,7,2100,7.650168700845001,1,0,0,0,0,22,3.1354942159291497,1,1,2,1,2,3,5,1,1,6600.0
3,3,0,0,12,2.5649493574615367,1,0,2,5,2,2784,7.932003152361385,1,0,4,5,4,47,3.871201010907891,0,2,2,5,7,3,3,1,1,10904.0
4,7,6,6,26,3.295836866004329,1,2,1,5,6,6136,8.722091302389098,1,1,1,4,6,43,3.784189633918261,0,1,3,1,3,3,4,1,1,10148.0
1,1,5,5,22,3.1354942159291497,1,1,2,1,2,15928,9.675896626294639,1,1,3,3,8,19,2.995732273553991,0,1,4,5,9,0,2,1,1,13756.0
5,0,0,0,17,2.8903717578961645,0,2,2,3,7,11560,9.355392643675321,1,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,1,1,17,3,23120.0
1,2,1,1,29,3.4011973816621555,0,2,4,1,9,18473,9.824119617152556,0,2,3,0,3,7,2.0794415416798357,0,1,2,0,7,0,0,1,2,4459.0
2,3,0,0,21,3.091042453358316,0,0,1,0,1,6405,8.764990330169104,0,0,0,0,5,27,3.332204510175204,0,0,2,6,7,3,3,3,1,8235.0
0,5,4,4,13,2.6390573296152584,0,1,3,6,3,4407,8.391176350832751,0,0,2,4,7,11,2.4849066497880004,0,2,1,4,1,3,3,1,1,3729.0
3,8,6,6,17,2.8903717578961645,0,2,2,3,7,3213,8.075271546297458,0,0,3,0,3,25,3.258096538021482,0,1,0,4,5,2,6,1,1,4725.0
2,9,4,4,18,2.9444389791664403,1,0,3,4,8,10044,9.214830277249035,1,0,4,6,4,7,2.0794415416798357,0,1,2,0,7,0,3,1,1,3906.0
2,3,0,0,16,2.833213344056216,1,1,1,2,6,10176,9.227885551191932,1,0,1,5,6,47,3.871201010907891,0,2,2,5,7,3,2,1,1,29892.0
1,3,4,4,13,2.6390573296152584,0,1,3,6,3,2730,7.912423121473705,1,0,0,0,0,48,3.8918202981106265,1,0,3,6,8,1,0,1,1,10080.0
3,3,2,2,18,2.9444389791664403,1,0,3,4,8,10656,9.273972232220956,1,0,1,2,6,38,3.6635616461296463,1,2,3,3,8,3,6,2,1,22496.0
4,9,4,4,7,2.0794415416798357,0,1,2,0,7,3437,8.142645185942795,0,2,2,0,7,8,2.1972245773362196,1,2,3,1,8,1,0,1,1,3928.0
4,5,5,5,28,3.367295829986474,1,1,3,0,8,784,6.665683717782408,1,1,4,0,4,46,3.8501476017100584,1,1,1,4,6,0,0,2,1,1288.0
5,6,6,6,27,3.332204510175204,0,0,2,6,7,8370,9.032528630660057,1,0,0,5,0,46,3.8501476017100584,1,1,1,4,6,3,3,1,1,14260.0
6,0,2,2,22,3.1354942159291497,1,1,2,1,2,3036,8.01862546504575,1,0,1,5,6,37,3.6375861597263857,0,1,2,2,7,2,4,1,1,5106.0
1,7,2,2,8,2.1972245773362196,1,2,3,1,8,6136,8.722091302389098,1,1,1,4,6,14,2.70805020110221,1,2,4,0,4,2,2,2,1,10738.0
4,4,0,0,26,3.295836866004329,1,2,1,5,6,3692,8.214194414852564,1,2,2,3,2,21,3.091042453358316,0,0,1,0,1,0,3,1,1,2982.0
0,0,6,6,4,1.6094379124341003,1,1,4,4,4,2012,7.607381425639791,1,2,2,3,2,15,2.772588722239781,0,0,0,1,5,0,4,1,1,7545.0
5,7,2,2,28,3.367295829986474,1,1,3,0,8,2856,7.957527402230773,1,0,1,0,6,44,3.8066624897703196,1,2,4,2,4,3,6,4,1,4488.0
1,1,3,3,27,3.332204510175204,0,0,2,6,7,16524,9.712629664719888,1,0,4,4,4,36,3.6109179126442243,1,0,1,1,6,2,3,9,2,22032.0
3,0,3,3,10,2.3978952727983707,1,1,0,3,0,1670,7.421177528595393,1,2,0,4,0,33,3.5263605246161616,0,0,3,5,3,1,0,1,1,5511.0
4,3,2,2,10,2.3978952727983707,1,1,0,3,0,6950,8.846640813100485,1,2,0,6,0,18,2.9444389791664403,1,0,3,4,8,2,0,2,1,12510.0
5,1,2,2,27,3.332204510175204,0,0,2,6,7,14364,9.57254997141339,1,0,4,0,4,31,3.4657359027997265,0,1,1,3,1,3,4,1,1,16492.0
4,5,4,4,30,3.4339872044851463,1,0,0,2,0,2970,7.9966538754626075,1,0,0,2,0,23,3.1780538303479458,0,2,3,2,3,0,2,1,1,2277.0
0,3,3,3,20,3.044522437723423,1,2,0,6,0,3220,8.0774471493312,1,1,0,0,0,13,2.6390573296152584,0,1,3,6,3,3,2,1,1,2093.0
3,4,0,0,7,2.0794415416798357,0,1,2,0,7,560,6.329720905522696,1,2,0,0,0,26,3.295836866004329,1,2,1,5,6,3,6,1,1,2080.0
5,1,2,2,26,3.295836866004329,1,2,1,5,6,17082,9.745839095947058,1,0,2,2,2,41,3.7376696182833684,0,2,1,6,1,0,5,1,1,26937.0
6,4,3,3,20,3.044522437723423,1,2,0,6,0,5280,8.571870752706934,1,0,0,2,0,42,3.7612001156935624,1,0,2,0,2,0,1,2,1,11088.0
6,3,4,4,8,2.1972245773362196,1,2,3,1,8,1184,7.077498053569231,1,2,4,1,4,21,3.091042453358316,0,0,1,0,1,0,4,1,1,3108.0
6,6,5,5,8,2.1972245773362196,1,2,3,1,8,5864,8.676757761087575,1,2,4,5,4,33,3.5263605246161616,0,0,3,5,3,3,5,1,1,24189.0
5,7,1,1,12,2.5649493574615367,1,0,2,5,2,5772,8.660947155060933,1,0,2,4,2,9,2.302585092994046,0,0,4,2,9,3,0,3,1,4329.0
3,2,6,6,5,1.791759469228055,0,2,0,5,5,600,6.398594934535208,1,0,0,5,0,14,2.70805020110221,1,2,4,0,4,2,2,1,1,1680.0
2,3,1,1,23,3.1780538303479458,0,2,3,2,3,14812,9.603260452582052,1,1,2,0,2,30,3.4339872044851463,1,0,0,2,0,3,6,1,1,19320.0
2,0,3,3,21,3.091042453358316,0,0,1,0,1,2940,7.9865049385539955,1,0,0,0,0,10,2.3978952727983707,1,1,0,3,0,2,5,1,2,1400.0
1,0,0,0,5,1.791759469228055,0,2,0,5,5,1805,7.498869733976931,0,2,0,6,5,22,3.1354942159291497,1,1,2,1,2,0,4,1,1,7942.0
0,4,2,2,21,3.091042453358316,0,0,1,0,1,1596,7.3758821482150125,1,0,1,0,6,50,3.9318256327243257,1,2,0,1,0,1,2,1,1,3800.0
0,6,2,2,7,2.0794415416798357,0,1,2,0,7,3962,8.284756593190435,1,2,2,0,2,41,3.7376696182833684,0,2,1,6,1,3,3,1,1,23206.0
1,2,6,6,17,2.8903717578961645,0,2,2,3,7,833,6.726233402358747,0,2,3,0,3,27,3.332204510175204,0,0,2,6,7,3,5,1,1,1323.0
4,7,6,6,19,2.995732273553991,0,1,4,5,9,11989,9.39182824802156,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,1,1,1,3,631.0
2,3,4,4,29,3.4011973816621555,0,2,4,1,9,20532,9.9297886269555,1,0,2,1,2,24,3.2188758248682006,1,0,4,3,4,0,2,1,1,16992.0
5,3,4,4,4,1.6094379124341003,1,1,4,4,4,888,6.790097235513905,1,0,3,6,8,17,2.8903717578961645,0,2,2,3,7,1,2,1,1,3774.0
0,7,3,3,9,2.302585092994046,0,0,4,2,9,2232,7.711101251840158,1,0,2,6,2,26,3.295836866004329,1,2,1,5,6,2,2,1,1,6448.0
1,9,0,0,9,2.302585092994046,0,0,4,2,9,4806,8.47782846789396,1,0,1,4,6,30,3.4339872044851463,1,0,0,2,0,0,3,3,1,16020.0
1,3,0,0,29,3.4011973816621555,0,2,4,1,9,5568,8.624970783589669,1,0,3,3,8,3,1.3862943611198906,0,0,3,3,3,2,5,1,2,576.0
6,2,0,0,29,3.4011973816621555,0,2,4,1,9,1421,7.259819610363186,0,2,1,0,1,23,3.1780538303479458,0,2,3,2,3,3,4,1,1,1127.0
3,8,0,0,12,2.5649493574615367,1,0,2,5,2,6336,8.754160749323518,1,0,1,1,6,45,3.828641396489095,0,0,0,3,5,1,2,3,1,23760.0
3,4,5,5,27,3.332204510175204,0,0,2,6,7,12690,9.448648359810164,1,0,0,6,0,46,3.8501476017100584,1,1,1,4,6,2,5,1,1,21620.0
5,8,0,0,21,3.091042453358316,0,0,1,0,1,5460,8.605387202152153,1,0,0,0,0,8,2.1972245773362196,1,2,3,1,8,3,1,1,1,2080.0
4,4,6,6,26,3.295836866004329,1,2,1,5,6,13078,9.478763169489152,1,1,3,2,8,37,3.6375861597263857,0,1,2,2,7,2,5,1,1,18611.0
5,4,5,5,17,2.8903717578961645,0,2,2,3,7,7106,8.868835492826895,1,2,1,1,6,30,3.4339872044851463,1,0,0,2,0,3,2,1,1,12540.0
0,6,4,4,27,3.332204510175204,0,0,2,6,7,8667,9.067393362656249,0,0,2,1,7,8,2.1972245773362196,1,2,3,1,8,1,5,1,1,2568.0
1,0,5,5,21,3.091042453358316,0,0,1,0,1,13503,9.510741216835738,0,0,3,0,3,2,1.0986122886681098,1,2,2,2,2,1,5,1,1,1286.0
5,7,1,1,29,3.4011973816621555,0,2,4,1,9,18357,9.817820725779036,0,0,2,3,7,8,2.1972245773362196,1,2,3,1,8,2,0,1,1,5064.0
6,9,1,1,19,2.995732273553991,0,1,4,5,9,4978,8.512984346642183,1,1,3,1,8,45,3.828641396489095,0,0,0,3,5,1,4,1,1,11790.0
4,7,4,4,12,2.5649493574615367,1,0,2,5,2,4188,8.340217320947035,1,0,3,2,8,9,2.302585092994046,0,0,4,2,9,0,6,3,1,3141.0
3,1,2,2,11,2.4849066497880004,0,2,1,4,1,7040,8.859505484519133,1,2,0,5,0,50,3.9318256327243257,1,2,0,1,0,2,2,1,1,32000.0
3,0,5,5,3,1.3862943611198906,0,0,3,3,3,132,4.890349128221754,1,0,2,6,2,47,3.871201010907891,0,2,2,5,7,0,2,1,1,2068.0
4,9,5,5,10,2.3978952727983707,1,1,0,3,0,6460,8.773539383558166,1,1,0,6,0,42,3.7612001156935624,1,0,2,0,2,2,1,2,1,27132.0
2,2,3,3,11,2.4849066497880004,0,2,1,4,1,6578,8.791638037085997,1,2,3,5,8,18,2.9444389791664403,1,0,3,4,8,0,0,1,1,10764.0
6,2,2,2,5,1.791759469228055,0,2,0,5,5,2685,7.895808377083183,0,0,0,4,5,33,3.5263605246161616,0,0,3,5,3,2,0,1,1,17721.0
6,3,3,3,25,3.258096538021482,0,1,0,4,5,12650,9.44549154241467,1,2,0,1,0,36,3.6109179126442243,1,0,1,1,6,2,6,1,1,18216.0
6,0,2,2,17,2.8903717578961645,0,2,2,3,7,11747,9.37143829231851,0,2,2,1,7,38,3.6635616461296463,1,2,3,3,8,2,3,1,1,26258.0
2,1,4,4,30,3.4339872044851463,1,0,0,2,0,11220,9.325542301664866,1,0,0,6,0,21,3.091042453358316,0,0,1,0,1,2,3,3,1,7854.0
2,6,3,3,5,1.791759469228055,0,2,0,5,5,515,6.246106765481563,0,2,0,4,5,45,3.828641396489095,0,0,0,3,5,3,1,5,2,4635.0
6,6,0,0,7,2.0794415416798357,0,1,2,0,7,4984,8.514188682395938,1,1,4,0,4,18,2.9444389791664403,1,0,3,4,8,1,6,1,1,12816.0
6,0,6,6,15,2.772588722239781,0,0,0,1,5,6855,8.832879460277615,0,0,0,2,5,22,3.1354942159291497,1,1,2,1,2,1,1,1,1,10054.0
3,5,3,3,2,1.0986122886681098,1,2,2,2,2,1420,7.259116128097101,1,1,0,6,0,45,3.828641396489095,0,0,0,3,5,1,3,1,1,31950.0
6,0,2,2,30,3.4339872044851463,1,0,0,2,0,2670,7.890208213109961,1,0,0,3,0,23,3.1780538303479458,0,2,3,2,3,0,1,1,1,2047.0
5,5,6,6,5,1.791759469228055,0,2,0,5,5,710,6.566672429803241,1,2,0,3,0,7,2.0794415416798357,0,1,2,0,7,0,4,1,1,994.0
4,4,2,2,3,1.3862943611198906,0,0,3,3,3,438,6.0844994130751715,1,0,3,4,8,16,2.833213344056216,1,1,1,2,6,0,3,1,1,2336.0
2,5,0,0,21,3.091042453358316,0,0,1,0,1,11340,9.33617975681533,1,0,0,0,0,36,3.6109179126442243,1,0,1,1,6,2,6,3,2,19440.0
3,3,5,5,24,3.2188758248682006,1,0,4,3,4,1152,7.050122520269059,1,0,2,4,2,42,3.7612001156935624,1,0,2,0,2,2,4,6,1,2016.0
4,5,6,6,9,2.302585092994046,0,0,4,2,9,4140,8.328692583545568,1,0,0,3,0,45,3.828641396489095,0,0,0,3,5,2,6,9,3,20700.0
0,5,6,6,23,3.1780538303479458,0,2,3,2,3,667,6.504288173536645,0,1,2,2,7,45,3.828641396489095,0,0,0,3,5,3,4,1,1,1305.0
6,6,5,5,9,2.302585092994046,0,0,4,2,9,4041,8.304494897963567,0,0,1,2,1,40,3.713572066704308,1,1,0,5,0,0,1,1,1,17960.0
5,0,1,1,24,3.2188758248682006,1,0,4,3,4,14232,9.563318491070625,1,0,2,1,2,37,3.6375861597263857,0,1,2,2,7,3,3,1,1,21941.0
3,1,5,5,19,2.995732273553991,0,1,4,5,9,10317,9.241645221804594,0,0,2,6,7,41,3.7376696182833684,0,2,1,6,1,1,6,1,1,22263.0
4,4,0,0,26,3.295836866004329,1,2,1,5,6,8008,8.988321188323683,1,1,3,0,8,37,3.6375861597263857,0,1,2,2,7,1,2,1,1,11396.0
1,2,4,4,12,2.5649493574615367,1,0,2,5,2,1644,7.405495663199472,1,0,4,6,4,26,3.295836866004329,1,2,1,5,6,1,2,2,1,3562.0
0,4,4,4,25,3.258096538021482,0,1,0,4,5,2300,7.741099090035366,1,2,0,4,0,9,2.302585092994046,0,0,4,2,9,1,6,1,1,828.0
2,6,5,5,9,2.302585092994046,0,0,4,2,9,4977,8.512783482927537,0,0,2,0,7,6,1.9459101490553132,1,0,1,6,6,3,6,3,1,3318.0
2,1,2,2,3,1.3862943611198906,0,0,3,3,3,1449,7.27931883541462,0,0,4,0,9,43,3.784189633918261,0,1,3,1,3,1,6,1,1,20769.0
3,4,5,5,15,2.772588722239781,0,0,0,1,5,11910,9.385217621880901,1,0,0,3,0,12,2.5649493574615367,1,0,2,5,2,0,3,3,1,9528.0
6,5,2,2,18,2.9444389791664403,1,0,3,4,8,7812,8.963544291996744,1,0,2,0,2,7,2.0794415416798357,0,1,2,0,7,1,1,1,2,3038.0
3,9,6,6,22,3.1354942159291497,1,1,2,1,2,12056,9.397400683117311,1,2,1,2,6,31,3.4657359027997265,0,1,1,3,1,1,2,1,1,16988.0
4,5,1,1,2,1.0986122886681098,1,2,2,2,2,1520,7.327123292259293,1,2,0,1,0,27,3.332204510175204,0,0,2,6,7,0,0,1,1,20520.0
6,2,1,1,19,2.995732273553991,0,1,4,5,9,6251,8.740656691541368,0,2,1,0,1,43,3.784189633918261,0,1,3,1,3,0,6,1,1,14147.0
6,0,6,6,7,2.0794415416798357,0,1,2,0,7,1596,7.3758821482150125,1,0,1,0,6,24,3.2188758248682006,1,0,4,3,4,1,0,1,1,5472.0
1,7,1,1,16,2.833213344056216,1,1,1,2,6,3952,8.282230063296685,1,1,2,4,2,41,3.7376696182833684,0,2,1,6,1,0,1,1,1,10127.0
6,6,0,0,11,2.4849066497880004,0,2,1,4,1,4961,8.509564164251746,0,2,1,5,1,20,3.044522437723423,1,2,0,6,0,2,1,1,1,9020.0
5,9,5,5,12,2.5649493574615367,1,0,2,5,2,6828,8.82893352896109,1,0,3,3,8,15,2.772588722239781,0,0,0,1,5,1,1,3,1,8535.0
1,6,1,1,26,3.295836866004329,1,2,1,5,6,13286,9.494541392591309,1,2,1,0,6,34,3.5553480614894135,1,1,4,6,4,3,3,2,1,17374.0
1,8,5,5,29,3.4011973816621555,0,2,4,1,9,4727,8.461257559085935,0,2,2,2,7,37,3.6375861597263857,0,1,2,2,7,2,1,1,1,6031.0
5,4,2,2,30,3.4339872044851463,1,0,0,2,0,18870,9.845381631129095,1,0,0,5,0,15,2.772588722239781,0,0,0,1,5,0,0,15,3,9435.0
3,4,4,4,20,3.044522437723423,1,2,0,6,0,8280,9.0217190130337,1,0,0,6,0,12,2.5649493574615367,1,0,2,5,2,2,2,4,2,4968.0
6,8,5,5,4,1.6094379124341003,1,1,4,4,4,1200,7.0909098220799835,1,0,0,3,0,39,3.6888794541139363,0,0,4,4,9,1,0,1,1,11700.0
5,3,2,2,5,1.791759469228055,0,2,0,5,5,1065,6.97166860472579,0,0,0,1,5,41,3.7376696182833684,0,2,1,6,1,2,1,1,1,8733.0
6,8,0,0,29,3.4011973816621555,0,2,4,1,9,21228,9.963123450432002,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,1,6,1,1,7320.0
1,1,5,5,29,3.4011973816621555,0,2,4,1,9,10788,9.28628237555134,1,0,3,1,8,47,3.871201010907891,0,2,2,5,7,1,0,1,1,17484.0
3,3,5,5,5,1.791759469228055,0,2,0,5,5,3570,8.18060094759445,1,0,0,0,0,17,2.8903717578961645,0,2,2,3,7,0,0,1,2,12138.0
0,2,5,5,9,2.302585092994046,0,0,4,2,9,6192,8.731174900938061,1,0,2,4,2,6,1.9459101490553132,1,0,1,6,6,1,6,3,2,4128.0
2,6,2,2,28,3.367295829986474,1,1,3,0,8,17192,9.752257603219848,1,2,2,0,2,23,3.1780538303479458,0,2,3,2,3,1,1,1,1,14122.0
0,1,0,0,25,3.258096538021482,0,1,0,4,5,10650,9.273409063443166,1,0,0,3,0,6,1.9459101490553132,1,0,1,6,6,3,0,1,2,2556.0
3,6,1,1,17,2.8903717578961645,0,2,2,3,7,9826,9.192888978362427,1,1,1,5,6,17,2.8903717578961645,0,2,2,3,7,3,4,17,3,9826.0
4,3,3,3,12,2.5649493574615367,1,0,2,5,2,7548,8.929170383139624,1,0,3,2,8,20,3.044522437723423,1,2,0,6,0,0,2,4,1,12580.0
4,5,4,4,27,3.332204510175204,0,0,2,6,7,19764,9.891667975730785,1,0,4,3,4,32,3.4965075614664802,1,2,2,4,2,2,3,1,1,23424.0
4,6,1,1,9,2.302585092994046,0,0,4,2,9,2619,7.8709295967551425,0,0,4,1,9,40,3.713572066704308,1,1,0,5,0,1,3,1,1,11640.0
6,4,5,5,12,2.5649493574615367,1,0,2,5,2,5304,8.576405051048084,1,0,4,5,4,4,1.6094379124341003,1,1,4,4,4,1,0,4,3,1768.0
0,8,6,6,12,2.5649493574615367,1,0,2,5,2,6072,8.711607995897575,1,0,2,3,2,31,3.4657359027997265,0,1,1,3,1,1,1,1,1,15686.0
1,3,5,5,8,2.1972245773362196,1,2,3,1,8,2016,7.6093665379542115,1,0,1,0,6,17,2.8903717578961645,0,2,2,3,7,2,0,1,1,4284.0
4,0,5,5,6,1.9459101490553132,1,0,1,6,6,3954,8.282735880201754,1,0,4,6,4,11,2.4849066497880004,0,2,1,4,1,3,4,1,1,7249.0
0,8,5,5,12,2.5649493574615367,1,0,2,5,2,2556,7.846589975291186,1,0,1,1,6,2,1.0986122886681098,1,2,2,2,2,2,0,2,3,426.0
6,0,4,4,24,3.2188758248682006,1,0,4,3,4,17184,9.751792189283934,1,0,4,6,4,37,3.6375861597263857,0,1,2,2,7,1,3,1,1,26492.0
2,8,4,4,9,2.302585092994046,0,0,4,2,9,5121,8.541300266759471,0,0,1,4,1,45,3.828641396489095,0,0,0,3,5,0,4,9,2,25605.0
4,6,3,3,24,3.2188758248682006,1,0,4,3,4,17760,9.784760321267326,1,0,0,1,0,35,3.58351893845611,0,2,0,0,5,0,4,1,1,25900.0
1,8,6,6,2,1.0986122886681098,1,2,2,2,2,1156,7.053585727193677,1,1,1,1,6,26,3.295836866004329,1,2,1,5,6,0,0,2,2,15028.0
4,4,3,3,4,1.6094379124341003,1,1,4,4,4,2648,7.88193748927207,1,2,3,2,8,2,1.0986122886681098,1,2,2,2,2,2,0,2,3,1324.0
2,1,5,5,9,2.302585092994046,0,0,4,2,9,2970,7.9966538754626075,1,0,0,2,0,22,3.1354942159291497,1,1,2,1,2,2,5,1,2,7260.0
1,9,0,0,30,3.4339872044851463,1,0,0,2,0,660,6.493753839851686,1,0,0,2,0,8,2.1972245773362196,1,2,3,1,8,3,5,2,1,176.0
1,2,2,2,11,2.4849066497880004,0,2,1,4,1,5962,8.693328989123106,1,1,2,5,2,19,2.995732273553991,0,1,4,5,9,3,4,1,1,10298.0
3,8,0,0,17,2.8903717578961645,0,2,2,3,7,12716,9.450694960020746,1,2,1,4,6,20,3.044522437723423,1,2,0,6,0,1,2,1,1,14960.0
0,5,4,4,11,2.4849066497880004,0,2,1,4,1,3674,8.209308411646937,1,2,4,6,4,5,1.791759469228055,0,2,0,5,5,3,4,1,1,1670.0
4,9,5,5,7,2.0794415416798357,0,1,2,0,7,1743,7.463936604468925,0,0,3,0,3,25,3.258096538021482,0,1,0,4,5,3,0,1,1,6225.0
3,0,3,3,7,2.0794415416798357,0,1,2,0,7,4228,8.34972083747249,1,1,3,0,8,35,3.58351893845611,0,2,0,0,5,1,2,7,2,21140.0
5,9,0,0,22,3.1354942159291497,1,1,2,1,2,1760,7.473637108496206,1,2,0,3,0,15,2.772588722239781,0,0,0,1,5,1,1,1,1,1200.0
1,0,0,0,11,2.4849066497880004,0,2,1,4,1,8470,9.044403844431551,1,1,0,0,0,40,3.713572066704308,1,1,0,5,0,2,2,1,1,30800.0
4,3,5,5,7,2.0794415416798357,0,1,2,0,7,4718,8.459352191726387,1,2,3,0,8,45,3.828641396489095,0,0,0,3,5,3,0,1,1,30330.0
1,2,0,0,12,2.5649493574615367,1,0,2,5,2,6180,8.729235349659273,1,0,0,6,0,23,3.1780538303479458,0,2,3,2,3,3,1,1,1,11845.0
2,7,4,4,7,2.0794415416798357,0,1,2,0,7,4326,8.372629740224884,1,0,1,0,6,47,3.871201010907891,0,2,2,5,7,0,2,1,1,29046.0
3,2,6,6,12,2.5649493574615367,1,0,2,5,2,9060,9.11173476822206,1,0,0,2,0,27,3.332204510175204,0,0,2,6,7,3,3,3,1,20385.0
3,0,5,5,19,2.995732273553991,0,1,4,5,9,5168,8.550434525196039,1,2,3,2,8,23,3.1780538303479458,0,2,3,2,3,1,6,1,1,6256.0
0,9,5,5,5,1.791759469228055,0,2,0,5,5,3930,8.27664912542186,1,0,0,3,0,18,2.9444389791664403,1,0,3,4,8,0,1,1,1,14148.0
2,4,5,5,27,3.332204510175204,0,0,2,6,7,2079,7.640123172695364,0,0,4,0,9,9,2.302585092994046,0,0,4,2,9,3,3,9,3,693.0
2,2,4,4,15,2.772588722239781,0,0,0,1,5,11970,9.39024233725137,1,0,0,0,0,38,3.6635616461296463,1,2,3,3,8,3,1,1,2,30324.0
5,3,0,0,24,3.2188758248682006,1,0,4,3,4,3552,8.175547596021026,1,0,2,3,2,34,3.5553480614894135,1,1,4,6,4,2,5,2,1,5032.0
5,9,6,6,14,2.70805020110221,1,2,4,0,4,6090,8.714567550836485,1,0,0,0,0,22,3.1354942159291497,1,1,2,1,2,2,6,2,1,9570.0
0,1,5,5,11,2.4849066497880004,0,2,1,4,1,1386,7.234898420314831,1,0,1,0,6,2,1.0986122886681098,1,2,2,2,2,2,3,1,2,252.0
5,2,0,0,26,3.295836866004329,1,2,1,5,6,13676,9.523470868881551,1,2,1,5,6,18,2.9444389791664403,1,0,3,4,8,1,0,2,1,9468.0
5,4,1,1,18,2.9444389791664403,1,0,3,4,8,8748,9.076694687106265,1,0,3,5,8,49,3.912023005428146,0,1,4,0,9,2,0,1,1,23814.0
2,2,1,1,28,3.367295829986474,1,1,3,0,8,19880,9.897519780756337,1,2,0,0,0,44,3.8066624897703196,1,2,4,2,4,0,3,4,1,31240.0
2,6,1,1,24,3.2188758248682006,1,0,4,3,4,18360,9.817984128922188,1,0,0,6,0,41,3.7376696182833684,0,2,1,6,1,0,6,1,1,31365.0
1,9,5,5,4,1.6094379124341003,1,1,4,4,4,84,4.442651256490317,1,0,4,0,4,22,3.1354942159291497,1,1,2,1,2,3,1,2,1,462.0
5,7,5,5,17,2.8903717578961645,0,2,2,3,7,4114,8.32239411311117,1,1,4,5,4,14,2.70805020110221,1,2,4,0,4,2,6,1,1,3388.0
3,7,6,6,19,2.995732273553991,0,1,4,5,9,14763,9.59994706414989,0,0,3,0,3,48,3.8918202981106265,1,0,3,6,8,2,3,1,1,37296.0
3,9,1,1,24,3.2188758248682006,1,0,4,3,4,4872,8.491465042843506,1,0,2,0,2,9,2.302585092994046,0,0,4,2,9,1,4,3,1,1827.0
4,8,5,5,24,3.2188758248682006,1,0,4,3,4,1296,7.167809184316444,1,0,1,1,6,19,2.995732273553991,0,1,4,5,9,3,3,1,1,1026.0
6,9,1,1,20,3.044522437723423,1,2,0,6,0,5260,8.568076401730806,1,1,0,3,0,37,3.6375861597263857,0,1,2,2,7,2,5,1,1,9731.0
2,4,2,2,26,3.295836866004329,1,2,1,5,6,2002,7.602401335665818,1,1,2,0,2,10,2.3978952727983707,1,1,0,3,0,0,0,2,1,770.0
4,5,5,5,22,3.1354942159291497,1,1,2,1,2,7524,8.925986089617076,1,0,4,6,4,34,3.5553480614894135,1,1,4,6,4,3,6,2,1,11628.0
6,7,4,4,6,1.9459101490553132,1,0,1,6,6,3288,8.098338846189057,1,0,3,5,8,38,3.6635616461296463,1,2,3,3,8,1,4,2,1,20824.0
6,2,5,5,14,2.70805020110221,1,2,4,0,4,3570,8.18060094759445,1,0,0,0,0,40,3.713572066704308,1,1,0,5,0,1,2,2,1,10200.0
0,9,0,0,16,2.833213344056216,1,1,1,2,6,11008,9.306468399070404,1,1,3,4,8,42,3.7612001156935624,1,0,2,0,2,2,6,2,1,28896.0
5,4,0,0,10,2.3978952727983707,1,1,0,3,0,5090,8.535229553902337,1,2,0,1,0,28,3.367295829986474,1,1,3,0,8,1,6,2,1,14252.0
