slot_person_name,slot_activity,slot_venue,slot_distance_km,slot_distance_km_abs_log1p,slot_speed_offset_1,slot_speed_offset_1_abs_log1p,slot_total_time1_hours,slot_total_time1_hours_abs_log1p,slot_total_time1_hours_frac,slot_total_time1_hours_n_decimals,slot_total_time2_hours,slot_total_time2_hours_abs_log1p,slot_total_time2_hours_frac,slot_total_time2_hours_n_decimals,y
0,0,4,56.0,4.04305126783455,2.0,1.0986122886681098,8.715384615384615,2.2737106718949085,0.7153846153846146,15,6.688235294117646,2.03969127657396,0.6882352941176464,15,486.0
0,3,2,40.0,3.713572066704308,3.0,1.3862943611198906,8.988888888888889,2.3014733641413554,0.9888888888888889,15,5.433333333333333,1.8614928072427301,0.4333333333333327,15,486.0
1,1,0,24.0,3.2188758248682006,3.0,1.3862943611198906,9.7,2.3702437414678603,0.6999999999999993,1,4.463636363636363,1.6981145687427912,0.46363636363636296,15,486.0
5,1,4,18.0,2.9444389791664403,3.0,1.3862943611198906,3.872727272727273,1.5836537952783858,0.872727272727273,15,2.7176470588235295,1.3130909570965956,0.7176470588235295,16,216.0
2,0,2,21.0,3.091042453358316,3.0,1.3862943611198906,3.930769230769231,1.5954950064650877,0.930769230769231,15,2.9105263157894736,1.363671972557273,0.9105263157894736,16,222.0
2,1,3,14.0,2.70805020110221,3.0,1.3862943611198906,9.933333333333334,2.3918162267219882,0.9333333333333336,15,3.7111111111111112,1.5499237849016927,0.7111111111111112,16,456.0
7,1,4,12.0,2.5649493574615367,3.0,1.3862943611198906,5.0,1.791759469228055,0.0,1,2.381818181818182,1.2184134884807303,0.38181818181818183,15,252.0
0,0,3,24.0,3.2188758248682006,1.0,0.6931471805599453,4.863636363636363,1.768769951003356,0.8636363636363633,15,4.1923076923076925,1.6471782404169475,0.1923076923076925,16,270.0
3,0,0,30.0,3.4339872044851463,3.0,1.3862943611198906,5.554545454545454,1.8801587714925327,0.5545454545454538,15,3.6294117647058823,1.5324298113671415,0.6294117647058823,16,306.0
5,2,1,56.0,4.04305126783455,3.0,1.3862943611198906,9.115384615384615,2.3140574941562826,0.11538461538461497,15,6.394736842105263,2.0007685096073597,0.39473684210526283,15,510.0
1,1,0,15.0,2.772588722239781,2.0,1.0986122886681098,3.7333333333333334,1.5546296759391054,0.7333333333333334,16,2.7076923076923074,1.3104096635950178,0.7076923076923074,16,204.0
1,2,2,16.0,2.833213344056216,2.0,1.0986122886681098,5.271428571428571,1.8360041710258124,0.27142857142857135,15,3.6090909090909093,1.528030637798767,0.6090909090909093,16,282.0
3,1,4,42.0,3.7612001156935624,3.0,1.3862943611198906,6.861538461538462,2.0619823203080676,0.861538461538462,15,4.821052631578948,1.7614811099217942,0.8210526315789481,15,384.0
7,1,1,8.0,2.1972245773362196,2.0,1.0986122886681098,5.433333333333333,1.8614928072427301,0.4333333333333327,15,2.3857142857142857,1.2195648990857721,0.3857142857142857,16,246.0
6,1,3,56.0,4.04305126783455,3.0,1.3862943611198906,8.815384615384614,2.2839510134491525,0.8153846153846143,15,6.094736842105263,1.9593532193117662,0.09473684210526301,15,492.0
2,3,2,28.0,3.367295829986474,3.0,1.3862943611198906,8.6,2.2617630984737906,0.5999999999999996,1,4.907692307692307,1.7762552826920897,0.9076923076923071,15,456.0
7,0,4,9.0,2.302585092994046,1.0,0.6931471805599453,4.1,1.62924053973028,0.09999999999999964,1,3.0714285714285716,1.4039939382192916,0.07142857142857162,16,210.0
7,2,2,15.0,2.772588722239781,1.0,0.6931471805599453,3.5333333333333337,1.5114575040738967,0.5333333333333337,16,2.9272727272727272,1.3679452224516941,0.9272727272727272,16,192.0
1,0,4,48.0,3.8918202981106265,2.0,1.0986122886681098,9.327272727272726,2.3347882334886805,0.32727272727272627,15,7.0,2.0794415416798357,0.0,1,516.0
3,2,0,24.0,3.2188758248682006,1.0,0.6931471805599453,7.057142857142857,2.0865590094487,0.05714285714285694,15,5.533333333333333,1.8769172775683618,0.5333333333333332,15,372.0
2,3,3,12.0,2.5649493574615367,2.0,1.0986122886681098,8.3,2.2300144001592104,0.3000000000000007,1,3.728571428571428,1.5536231333277037,0.7285714285714282,15,378.0
6,3,4,12.0,2.5649493574615367,2.0,1.0986122886681098,5.0,1.791759469228055,0.0,1,2.8666666666666667,1.3523928094442093,0.8666666666666667,16,252.0
6,3,3,24.0,3.2188758248682006,3.0,1.3862943611198906,9.9,2.388762789235098,0.9000000000000004,1,4.663636363636363,1.7340661529950367,0.6636363636363631,15,498.0
0,3,2,12.0,2.5649493574615367,1.0,0.6931471805599453,5.5,1.8718021769015913,0.5,1,4.128571428571428,1.6348271464389197,0.12857142857142811,15,282.0
3,2,4,8.0,2.1972245773362196,1.0,0.6931471805599453,5.433333333333333,1.8614928072427301,0.4333333333333327,15,3.3000000000000003,1.4586150226995167,0.30000000000000027,16,246.0
7,0,1,49.0,3.912023005428146,2.0,1.0986122886681098,7.938461538461539,2.190363486956274,0.9384615384615387,15,6.1647058823529415,1.9691670112195807,0.16470588235294148,16,444.0
4,2,3,32.0,3.4965075614664802,3.0,1.3862943611198906,9.242857142857142,2.3265805985502612,0.242857142857142,15,5.023076923076923,1.7955982455352206,0.023076923076922995,15,486.0
2,2,3,6.0,1.9459101490553132,3.0,1.3862943611198906,4.6,1.7227665977411035,0.5999999999999996,1,1.9333333333333331,1.076139432816051,0.9333333333333331,16,216.0
0,3,2,18.0,2.9444389791664403,2.0,1.0986122886681098,3.372727272727273,1.475386904313345,0.372727272727273,15,2.5,1.252762968495368,0.5,1,186.0
7,0,3,42.0,3.7612001156935624,1.0,0.6931471805599453,8.136363636363637,2.21226245470076,0.1363636363636367,15,6.961538461538462,2.074622255243887,0.9615384615384617,15,450.0
2,3,0,35.0,3.58351893845611,3.0,1.3862943611198906,5.684615384615385,1.8998086748098097,0.6846153846153848,15,3.984210526315789,1.606275021025592,0.9842105263157892,15,318.0
4,3,3,40.0,3.713572066704308,1.0,0.6931471805599453,9.588888888888889,2.359805233323937,0.5888888888888886,15,7.972727272727273,2.1941896736410653,0.9727272727272727,15,522.0
5,0,4,40.0,3.713572066704308,1.0,0.6931471805599453,8.988888888888889,2.3014733641413554,0.9888888888888889,15,7.372727272727272,2.1249796704628907,0.37272727272727213,15,486.0
1,3,2,12.0,2.5649493574615367,1.0,0.6931471805599453,3.9285714285714284,1.5950491749820008,0.9285714285714284,16,3.1666666666666665,1.4271163556401456,0.16666666666666652,16,210.0
6,0,4,28.0,3.367295829986474,3.0,1.3862943611198906,8.6,2.2617630984737906,0.5999999999999996,1,4.907692307692307,1.7762552826920897,0.9076923076923071,15,456.0
4,0,3,9.0,2.302585092994046,2.0,1.0986122886681098,3.7,1.547562508716013,0.7000000000000002,1,2.1,1.1314021114911006,0.10000000000000009,1,186.0
7,0,2,21.0,3.091042453358316,1.0,0.6931471805599453,9.1,2.312535423847214,0.09999999999999964,1,6.7,2.0412203288596382,0.7000000000000002,1,462.0
0,2,0,15.0,2.772588722239781,1.0,0.6931471805599453,6.2,1.9740810260220096,0.20000000000000018,1,4.485714285714286,1.702147310538368,0.48571428571428577,15,312.0
5,2,1,14.0,2.70805020110221,3.0,1.3862943611198906,9.533333333333333,2.354544831924757,0.5333333333333332,15,3.3111111111111113,1.4611956692930084,0.31111111111111134,16,432.0
4,3,4,15.0,2.772588722239781,3.0,1.3862943611198906,6.6,2.028148247292285,0.5999999999999996,1,3.327272727272727,1.4649374884390038,0.32727272727272716,15,336.0
1,2,0,21.0,3.091042453358316,3.0,1.3862943611198906,3.5307692307692307,1.5108917331960043,0.5307692307692307,16,2.5105263157894737,1.2557659737551377,0.5105263157894737,16,198.0
2,1,2,24.0,3.2188758248682006,3.0,1.3862943611198906,7.257142857142857,2.1110786266230184,0.2571428571428571,15,4.092307692307693,1.6277311054814259,0.09230769230769287,15,384.0
7,1,2,12.0,2.5649493574615367,1.0,0.6931471805599453,8.1,2.2082744135228043,0.09999999999999964,1,4.8999999999999995,1.7749523509116736,0.8999999999999995,16,366.0
3,1,1,25.0,3.258096538021482,3.0,1.3862943611198906,5.955555555555556,1.9395407007698335,0.9555555555555557,15,3.7333333333333334,1.5546296759391054,0.7333333333333334,16,324.0
0,2,0,16.0,2.833213344056216,2.0,1.0986122886681098,5.171428571428571,1.8199303461947511,0.17142857142857082,15,3.5090909090909093,1.5060955609325113,0.5090909090909093,16,276.0
0,0,4,48.0,3.8918202981106265,1.0,0.6931471805599453,9.427272727272726,2.3444247513369545,0.4272727272727259,15,8.084615384615384,2.20658236574178,0.08461538461538431,15,522.0
4,0,2,30.0,3.4339872044851463,3.0,1.3862943611198906,6.866666666666667,2.0626344233634546,0.8666666666666671,15,4.2,1.6486586255873816,0.20000000000000018,1,372.0
0,0,1,9.0,2.302585092994046,1.0,0.6931471805599453,4.0,1.6094379124341003,0.0,1,2.9714285714285715,1.3791258716412782,0.9714285714285715,16,204.0
4,0,0,18.0,2.9444389791664403,3.0,1.3862943611198906,7.7,2.1633230256605382,0.7000000000000002,1,3.772727272727273,1.5629178967992075,0.7727272727272729,15,390.0
1,1,1,25.0,3.258096538021482,1.0,0.6931471805599453,5.855555555555555,1.9250593535751226,0.8555555555555552,15,4.845454545454546,1.7656643584452032,0.8454545454545457,15,318.0
0,1,1,24.0,3.2188758248682006,1.0,0.6931471805599453,7.157142857142857,2.098893967606651,0.15714285714285658,15,5.633333333333333,1.892107443062337,0.6333333333333329,15,378.0
4,1,0,30.0,3.4339872044851463,3.0,1.3862943611198906,7.166666666666667,2.1000608288825715,0.16666666666666696,15,4.5,1.7047480922384253,0.5,1,390.0
5,1,0,24.0,3.2188758248682006,3.0,1.3862943611198906,7.457142857142856,2.1350113928346466,0.4571428571428564,15,4.292307692307692,1.6662543874777611,0.29230769230769216,15,396.0
1,1,3,18.0,2.9444389791664403,1.0,0.6931471805599453,3.472727272727273,1.497998350699892,0.4727272727272731,15,2.9692307692307693,1.3785723150259803,0.9692307692307693,16,192.0
4,0,1,16.0,2.833213344056216,3.0,1.3862943611198906,4.9714285714285715,1.7869861904753974,0.9714285714285715,16,2.8615384615384616,1.3510656692361467,0.8615384615384616,16,264.0
0,1,0,32.0,3.4965075614664802,2.0,1.0986122886681098,9.842857142857142,2.383506535346271,0.8428571428571416,15,6.5181818181818185,2.017324329231275,0.5181818181818185,16,522.0
7,0,1,15.0,2.772588722239781,2.0,1.0986122886681098,6.7,2.0412203288596382,0.7000000000000002,1,4.033333333333333,1.6160824551527688,0.033333333333333215,15,342.0
5,3,3,35.0,3.58351893845611,3.0,1.3862943611198906,5.984615384615385,1.9437099281457109,0.9846153846153847,15,4.284210526315789,1.6647232280911883,0.284210526315789,15,336.0
7,2,1,8.0,2.1972245773362196,2.0,1.0986122886681098,5.533333333333333,1.8769172775683618,0.5333333333333332,15,2.4857142857142858,1.2486729832438428,0.48571428571428577,16,252.0
4,0,1,24.0,3.2188758248682006,1.0,0.6931471805599453,7.257142857142857,2.1110786266230184,0.2571428571428571,15,5.733333333333333,1.9070703157390494,0.7333333333333334,15,384.0
0,1,4,9.0,2.302585092994046,2.0,1.0986122886681098,4.0,1.6094379124341003,0.0,1,2.4,1.2237754316221157,0.3999999999999999,1,204.0
4,0,2,35.0,3.58351893845611,2.0,1.0986122886681098,7.977777777777778,2.1947523881908304,0.9777777777777779,15,5.584615384615385,1.8847359256861598,0.5846153846153852,15,432.0
3,2,3,20.0,3.044522437723423,1.0,0.6931471805599453,4.844444444444445,1.7654915424074449,0.844444444444445,15,4.036363636363636,1.6166843209548676,0.036363636363636154,15,264.0
4,3,2,12.0,2.5649493574615367,3.0,1.3862943611198906,8.7,2.272125885509337,0.6999999999999993,1,3.3666666666666663,1.4739999415389962,0.36666666666666625,16,402.0
4,3,0,12.0,2.5649493574615367,2.0,1.0986122886681098,8.1,2.2082744135228043,0.09999999999999964,1,3.5285714285714285,1.5104065318279216,0.5285714285714285,16,366.0
6,3,2,35.0,3.58351893845611,3.0,1.3862943611198906,8.077777777777778,2.2058294245297376,0.0777777777777775,15,4.966666666666667,1.7861884241785997,0.9666666666666668,15,438.0
1,3,3,35.0,3.58351893845611,3.0,1.3862943611198906,8.177777777777777,2.216785103190713,0.17777777777777715,15,5.066666666666667,1.8028093054146401,0.06666666666666732,15,444.0
0,3,1,35.0,3.58351893845611,2.0,1.0986122886681098,7.977777777777778,2.1947523881908304,0.9777777777777779,15,5.584615384615385,1.8847359256861598,0.5846153846153852,15,432.0
2,0,4,24.0,3.2188758248682006,2.0,1.0986122886681098,7.557142857142857,2.1467663560660903,0.5571428571428569,15,5.0636363636363635,1.8023096801232075,0.06363636363636349,16,402.0
0,2,1,32.0,3.4965075614664802,3.0,1.3862943611198906,9.642857142857142,2.3648889763302003,0.6428571428571423,15,5.423076923076923,1.859897274395273,0.42307692307692335,15,510.0
5,1,3,18.0,2.9444389791664403,2.0,1.0986122886681098,3.472727272727273,1.497998350699892,0.4727272727272731,15,2.6,1.2809338454620642,0.6000000000000001,1,192.0
0,3,0,20.0,3.044522437723423,2.0,1.0986122886681098,4.544444444444444,1.7127964254212535,0.5444444444444443,15,3.176923076923077,1.429574869478353,0.17692307692307718,15,246.0
3,1,4,25.0,3.258096538021482,1.0,0.6931471805599453,6.2555555555555555,1.981767458946166,0.25555555555555554,16,5.245454545454546,1.8318539264299332,0.24545454545454604,15,342.0
2,0,3,24.0,3.2188758248682006,1.0,0.6931471805599453,10.2,2.4159137783010487,0.1999999999999993,1,7.457142857142856,2.1350113928346466,0.4571428571428564,15,516.0
1,2,3,14.0,2.70805020110221,1.0,0.6931471805599453,9.633333333333335,2.3639937211226894,0.6333333333333346,15,5.8999999999999995,1.9315214116032136,0.8999999999999995,16,438.0
5,1,1,16.0,2.833213344056216,2.0,1.0986122886681098,11.366666666666665,2.5150046809452795,0.36666666666666536,15,5.271428571428571,1.8360041710258124,0.27142857142857135,15,522.0
0,3,4,35.0,3.58351893845611,1.0,0.6931471805599453,6.084615384615385,1.9579255857997244,0.0846153846153852,15,5.366666666666667,1.8510760463844746,0.36666666666666714,15,342.0
1,1,0,40.0,3.713572066704308,1.0,0.6931471805599453,9.28888888888889,2.3310645643159145,0.28888888888888964,14,7.672727272727273,2.1601833056558704,0.6727272727272728,15,504.0
0,1,2,24.0,3.2188758248682006,2.0,1.0986122886681098,4.5636363636363635,1.7162519167199097,0.5636363636363635,16,3.4000000000000004,1.4816045409242156,0.40000000000000036,16,252.0
5,1,2,28.0,3.367295829986474,3.0,1.3862943611198906,5.007692307692308,1.7930406993841035,0.007692307692307665,15,3.647368421052631,1.5363011284434738,0.6473684210526311,15,282.0
2,3,0,15.0,2.772588722239781,2.0,1.0986122886681098,3.7333333333333334,1.5546296759391054,0.7333333333333334,16,2.7076923076923074,1.3104096635950178,0.7076923076923074,16,204.0
2,0,3,18.0,2.9444389791664403,2.0,1.0986122886681098,7.9,2.186051276738094,0.9000000000000004,1,4.7,1.7404661748405046,0.7000000000000002,1,402.0
0,1,1,18.0,2.9444389791664403,1.0,0.6931471805599453,7.4,2.128231705849268,0.40000000000000036,1,5.342857142857143,1.8473293203828658,0.3428571428571434,15,372.0
3,1,0,56.0,4.04305126783455,1.0,0.6931471805599453,9.015384615384615,2.304122372312932,0.01538461538461533,15,7.866666666666667,2.1822989271195437,0.8666666666666671,15,504.0
5,2,3,8.0,2.1972245773362196,1.0,0.6931471805599453,5.433333333333333,1.8614928072427301,0.4333333333333327,15,3.3000000000000003,1.4586150226995167,0.30000000000000027,16,246.0
2,1,3,48.0,3.8918202981106265,1.0,0.6931471805599453,9.127272727272727,2.315232054694813,0.12727272727272698,15,7.784615384615385,2.1730019397603733,0.7846153846153854,15,504.0
6,1,1,42.0,3.7612001156935624,1.0,0.6931471805599453,8.136363636363637,2.21226245470076,0.1363636363636367,15,6.961538461538462,2.074622255243887,0.9615384615384617,15,450.0
5,1,2,30.0,3.4339872044851463,3.0,1.3862943611198906,6.054545454545454,1.9536721543908024,0.054545454545453786,15,4.129411764705882,1.6349909868587178,0.1294117647058819,15,336.0
0,1,3,42.0,3.7612001156935624,3.0,1.3862943611198906,7.061538461538461,2.087104414425405,0.06153846153846132,15,5.021052631578947,1.795262099779257,0.021052631578947434,15,396.0
6,2,0,35.0,3.58351893845611,1.0,0.6931471805599453,5.684615384615385,1.8998086748098097,0.6846153846153848,15,4.966666666666667,1.7861884241785997,0.9666666666666668,15,318.0
0,1,0,30.0,3.4339872044851463,1.0,0.6931471805599453,6.154545454545454,1.967747882624987,0.15454545454545432,15,5.315384615384615,1.8429886589968458,0.31538461538461515,15,342.0
3,1,1,24.0,3.2188758248682006,1.0,0.6931471805599453,9.799999999999999,2.379546134130174,0.7999999999999989,15,7.057142857142857,2.0865590094487,0.05714285714285694,15,492.0
0,0,0,8.0,2.1972245773362196,2.0,1.0986122886681098,5.433333333333333,1.8614928072427301,0.4333333333333327,15,2.3857142857142857,1.2195648990857721,0.3857142857142857,16,246.0
6,0,0,12.0,2.5649493574615367,3.0,1.3862943611198906,8.2,2.2192034840549946,0.1999999999999993,1,2.8666666666666667,1.3523928094442093,0.8666666666666667,16,372.0
3,1,4,30.0,3.4339872044851463,1.0,0.6931471805599453,5.654545454545454,1.8953001481688954,0.6545454545454543,15,4.815384615384615,1.7605069257239505,0.8153846153846152,15,312.0
4,1,3,6.0,1.9459101490553132,3.0,1.3862943611198906,4.4,1.6863989535702288,0.40000000000000036,1,1.7333333333333334,1.0055218656020977,0.7333333333333334,16,204.0
7,1,1,9.0,2.302585092994046,2.0,1.0986122886681098,4.2,1.6486586255873816,0.20000000000000018,1,2.6,1.2809338454620642,0.6000000000000001,1,216.0
3,0,2,18.0,2.9444389791664403,1.0,0.6931471805599453,7.3,2.1162555148025524,0.2999999999999998,1,5.242857142857143,1.8314379530462312,0.24285714285714288,15,366.0
2,3,3,8.0,2.1972245773362196,2.0,1.0986122886681098,5.833333333333333,1.9218125974762528,0.833333333333333,15,2.7857142857142856,1.3312345839368631,0.7857142857142856,16,270.0
5,3,2,40.0,3.713572066704308,3.0,1.3862943611198906,9.28888888888889,2.3310645643159145,0.28888888888888964,14,5.733333333333333,1.9070703157390494,0.7333333333333334,15,504.0
3,2,3,28.0,3.367295829986474,2.0,1.0986122886681098,5.007692307692308,1.7930406993841035,0.007692307692307665,15,3.9941176470588236,1.6082607492610856,0.9941176470588236,16,282.0
1,1,2,42.0,3.7612001156935624,3.0,1.3862943611198906,8.136363636363637,2.21226245470076,0.1363636363636367,15,5.4411764705882355,1.8627112052003394,0.4411764705882355,16,450.0
4,2,2,35.0,3.58351893845611,1.0,0.6931471805599453,7.877777777777777,2.1835512754360096,0.8777777777777773,15,6.463636363636363,2.010042743660012,0.46363636363636296,15,426.0
1,0,0,18.0,2.9444389791664403,2.0,1.0986122886681098,7.3,2.1162555148025524,0.2999999999999998,1,4.1,1.62924053973028,0.09999999999999964,1,366.0
1,0,0,30.0,3.4339872044851463,2.0,1.0986122886681098,6.866666666666667,2.0626344233634546,0.8666666666666671,15,4.815384615384615,1.7605069257239505,0.8153846153846152,15,372.0
7,3,0,42.0,3.7612001156935624,1.0,0.6931471805599453,6.7615384615384615,2.0491805698980263,0.7615384615384615,16,5.8999999999999995,1.9315214116032136,0.8999999999999995,16,378.0
4,2,0,42.0,3.7612001156935624,3.0,1.3862943611198906,6.961538461538462,2.074622255243887,0.9615384615384617,15,4.921052631578948,1.7785142424780345,0.9210526315789478,15,390.0
6,2,0,15.0,2.772588722239781,2.0,1.0986122886681098,3.6333333333333333,1.5332765514685365,0.6333333333333333,16,2.6076923076923073,1.2830683179906968,0.6076923076923073,16,198.0
7,0,3,12.0,2.5649493574615367,1.0,0.6931471805599453,5.5,1.8718021769015913,0.5,1,4.128571428571428,1.6348271464389197,0.12857142857142811,15,282.0
3,0,1,21.0,3.091042453358316,2.0,1.0986122886681098,3.330769230769231,1.465745177684108,0.3307692307692309,15,2.570588235294118,1.2727303540092365,0.5705882352941178,15,186.0
6,3,0,12.0,2.5649493574615367,1.0,0.6931471805599453,8.1,2.2082744135228043,0.09999999999999964,1,4.8999999999999995,1.7749523509116736,0.8999999999999995,16,366.0
7,3,3,15.0,2.772588722239781,2.0,1.0986122886681098,4.033333333333333,1.6160824551527688,0.033333333333333215,15,3.0076923076923077,1.3882155912977845,0.007692307692307665,16,222.0
5,0,0,9.0,2.302585092994046,2.0,1.0986122886681098,4.3,1.667706820558076,0.2999999999999998,1,2.7,1.308332819650179,0.7000000000000002,1,222.0
4,1,1,24.0,3.2188758248682006,2.0,1.0986122886681098,10.299999999999999,2.424802725718295,0.29999999999999893,15,6.033333333333333,1.9506607518139112,0.033333333333333215,15,522.0
5,3,1,15.0,2.772588722239781,2.0,1.0986122886681098,3.6333333333333333,1.5332765514685365,0.6333333333333333,16,2.6076923076923073,1.2830683179906968,0.6076923076923073,16,198.0
7,0,2,35.0,3.58351893845611,3.0,1.3862943611198906,7.877777777777777,2.1835512754360096,0.8777777777777773,15,4.766666666666667,1.7520942128356236,0.7666666666666666,15,426.0
1,0,4,20.0,3.044522437723423,2.0,1.0986122886681098,5.814285714285714,1.9190212488389822,0.8142857142857141,15,3.7363636363636363,1.5552696759609508,0.7363636363636363,16,306.0
0,2,3,18.0,2.9444389791664403,3.0,1.3862943611198906,7.4,2.128231705849268,0.40000000000000036,1,3.472727272727273,1.497998350699892,0.4727272727272731,15,372.0
6,2,0,49.0,3.912023005428146,3.0,1.3862943611198906,8.138461538461538,2.212492049467008,0.13846153846153797,15,5.757894736842105,1.9107114120894202,0.757894736842105,15,456.0
0,3,1,16.0,2.833213344056216,3.0,1.3862943611198906,10.866666666666665,2.473733349189875,0.8666666666666654,15,3.7555555555555555,1.5593135252515318,0.7555555555555555,16,492.0
1,0,3,24.0,3.2188758248682006,3.0,1.3862943611198906,4.663636363636363,1.7340661529950367,0.6636363636363631,15,3.123529411764706,1.4167094499843282,0.12352941176470589,15,258.0
4,1,0,18.0,2.9444389791664403,3.0,1.3862943611198906,7.7,2.1633230256605382,0.7000000000000002,1,3.772727272727273,1.5629178967992075,0.7727272727272729,15,390.0
3,3,0,18.0,2.9444389791664403,1.0,0.6931471805599453,3.372727272727273,1.475386904313345,0.372727272727273,15,2.8692307692307693,1.3530557196441568,0.8692307692307693,16,186.0
6,2,1,12.0,2.5649493574615367,1.0,0.6931471805599453,3.5285714285714285,1.5104065318279216,0.5285714285714285,16,2.7666666666666666,1.3261904370501851,0.7666666666666666,16,186.0
1,3,3,12.0,2.5649493574615367,2.0,1.0986122886681098,5.5,1.8718021769015913,0.5,1,3.3666666666666663,1.4739999415389962,0.36666666666666625,16,282.0
6,2,3,24.0,3.2188758248682006,2.0,1.0986122886681098,4.963636363636363,1.7856804231516727,0.963636363636363,15,3.8000000000000003,1.5686159179138452,0.8000000000000003,16,276.0
3,3,2,21.0,3.091042453358316,1.0,0.6931471805599453,3.730769230769231,1.5540878173509354,0.7307692307692308,15,3.3,1.4586150226995167,0.2999999999999998,1,210.0
1,3,0,42.0,3.7612001156935624,1.0,0.6931471805599453,7.9363636363636365,2.1901287543547503,0.9363636363636365,16,6.7615384615384615,2.0491805698980263,0.7615384615384615,16,438.0
1,3,1,20.0,3.044522437723423,2.0,1.0986122886681098,4.644444444444445,1.730671777248217,0.6444444444444448,15,3.2769230769230773,1.453233843795,0.27692307692307727,16,252.0
0,0,1,56.0,4.04305126783455,2.0,1.0986122886681098,8.815384615384614,2.2839510134491525,0.8153846153846143,15,6.788235294117647,2.0526142994466916,0.7882352941176469,15,492.0
7,3,3,18.0,2.9444389791664403,1.0,0.6931471805599453,7.9,2.186051276738094,0.9000000000000004,1,5.842857142857143,1.9232053553615562,0.8428571428571434,15,402.0
2,1,0,24.0,3.2188758248682006,3.0,1.3862943611198906,10.299999999999999,2.424802725718295,0.29999999999999893,15,5.0636363636363635,1.8023096801232075,0.06363636363636349,16,522.0
3,2,4,16.0,2.833213344056216,3.0,1.3862943611198906,10.766666666666666,2.4652706752711415,0.7666666666666657,15,3.6555555555555554,1.5380612495918726,0.6555555555555554,16,486.0
1,3,4,18.0,2.9444389791664403,1.0,0.6931471805599453,7.8,2.174751721484161,0.7999999999999998,1,5.742857142857143,1.9084837435361963,0.7428571428571429,15,396.0
5,0,0,18.0,2.9444389791664403,2.0,1.0986122886681098,3.372727272727273,1.475386904313345,0.372727272727273,15,2.5,1.252762968495368,0.5,1,186.0
5,1,1,18.0,2.9444389791664403,2.0,1.0986122886681098,7.4,2.128231705849268,0.40000000000000036,1,4.2,1.6486586255873816,0.20000000000000018,1,372.0
7,0,4,35.0,3.58351893845611,3.0,1.3862943611198906,8.077777777777778,2.2058294245297376,0.0777777777777775,15,4.966666666666667,1.7861884241785997,0.9666666666666668,15,438.0
7,0,0,6.0,1.9459101490553132,2.0,1.0986122886681098,4.3,1.667706820558076,0.2999999999999998,1,2.0142857142857142,1.1033628914267075,0.014285714285714235,16,198.0
0,2,0,20.0,3.044522437723423,2.0,1.0986122886681098,6.014285714285714,1.9479488857451617,0.014285714285714235,15,3.936363636363636,1.596628954141519,0.9363636363636361,15,318.0
6,3,1,15.0,2.772588722239781,3.0,1.3862943611198906,6.3,1.9878743481543455,0.2999999999999998,1,3.027272727272727,1.3930894042527193,0.027272727272726893,15,318.0
6,3,0,28.0,3.367295829986474,2.0,1.0986122886681098,5.007692307692308,1.7930406993841035,0.007692307692307665,15,3.9941176470588236,1.6082607492610856,0.9941176470588236,16,282.0
3,0,0,16.0,2.833213344056216,2.0,1.0986122886681098,4.771428571428571,1.7529196359117911,0.7714285714285714,15,3.1090909090909093,1.413201814039815,0.10909090909090935,16,252.0
0,2,3,48.0,3.8918202981106265,2.0,1.0986122886681098,9.327272727272726,2.3347882334886805,0.32727272727272627,15,7.0,2.0794415416798357,0.0,1,516.0
3,3,1,15.0,2.772588722239781,3.0,1.3862943611198906,6.4,2.0014800002101243,0.40000000000000036,1,3.127272727272727,1.4176168322489318,0.12727272727272698,15,324.0
3,1,0,28.0,3.367295829986474,1.0,0.6931471805599453,8.2,2.2192034840549946,0.1999999999999993,1,6.4222222222222225,2.0044785032063808,0.4222222222222225,16,432.0
0,1,4,9.0,2.302585092994046,3.0,1.3862943611198906,4.3,1.667706820558076,0.2999999999999998,1,2.3363636363636364,1.204881482262154,0.3363636363636364,16,222.0
6,2,3,16.0,2.833213344056216,2.0,1.0986122886681098,4.771428571428571,1.7529196359117911,0.7714285714285714,15,3.1090909090909093,1.413201814039815,0.10909090909090935,16,252.0
4,2,0,12.0,2.5649493574615367,2.0,1.0986122886681098,4.128571428571428,1.6348271464389197,0.12857142857142811,15,2.881818181818182,1.3563036474362082,0.8818181818181818,15,222.0
1,2,0,9.0,2.302585092994046,3.0,1.3862943611198906,4.0,1.6094379124341003,0.0,1,2.0363636363636366,1.1106606271842843,0.0363636363636366,16,204.0
0,0,3,48.0,3.8918202981106265,1.0,0.6931471805599453,9.427272727272726,2.3444247513369545,0.4272727272727259,15,8.084615384615384,2.20658236574178,0.08461538461538431,15,522.0
6,1,1,35.0,3.58351893845611,1.0,0.6931471805599453,5.784615384615385,1.914657605551209,0.7846153846153854,15,5.066666666666667,1.8028093054146401,0.06666666666666732,15,324.0
2,3,1,8.0,2.1972245773362196,1.0,0.6931471805599453,5.633333333333333,1.892107443062337,0.6333333333333329,15,3.5,1.5040773967762742,0.5,1,258.0
5,2,1,8.0,2.1972245773362196,1.0,0.6931471805599453,6.033333333333333,1.9506607518139112,0.033333333333333215,15,3.9000000000000004,1.589235205116581,0.9000000000000004,16,282.0
4,3,1,20.0,3.044522437723423,1.0,0.6931471805599453,4.844444444444445,1.7654915424074449,0.844444444444445,15,4.036363636363636,1.6166843209548676,0.036363636363636154,15,264.0
