slot_x,slot_x_abs_log1p,slot_x_is_even,slot_x_mod3,slot_x_mod5,slot_x_mod7,slot_x_mod10,slot_y,slot_y_abs_log1p,slot_y_is_even,slot_y_mod3,slot_y_mod5,slot_y_mod7,slot_y_mod10,slot_z,slot_z_abs_log1p,slot_z_is_even,slot_z_mod3,slot_z_mod5,slot_z_mod7,slot_z_mod10,gcd_all,n_multiple_pairs,y
49,3.912023005428146,0,1,4,0,9,73,4.30406509320417,0,1,3,3,3,86,4.465908118654584,1,2,1,2,6,1,0,11099239.0
27,3.332204510175204,0,0,2,6,7,40,3.713572066704308,1,1,0,5,0,25,3.258096538021482,0,1,0,4,5,1,0,19029.0
57,4.060443010546419,0,0,2,1,7,49,3.912023005428146,0,1,4,0,9,55,4.02535169073515,0,1,0,6,5,1,0,31969833.0
25,3.258096538021482,0,1,0,4,5,40,3.713572066704308,1,1,0,5,0,34,3.5553480614894135,1,1,4,6,4,1,0,3592105.0
75,4.330733340286331,0,0,0,5,5,78,4.3694478524670215,1,0,3,1,8,11,2.4849066497880004,0,2,1,4,1,1,0,402883.0
65,4.189654742026425,0,2,0,2,5,54,4.007333185232471,1,0,4,5,4,68,4.23410650459726,1,2,3,5,8,1,0,64869299.0
64,4.174387269895637,1,1,4,1,4,22,3.1354942159291497,1,1,2,1,2,63,4.1588830833596715,0,0,3,0,3,1,0,1647.0
89,4.499809670330265,0,2,4,5,9,23,3.1780538303479458,0,2,3,2,3,87,4.477336814478207,0,0,2,3,7,1,0,610097.0
31,3.4657359027997265,0,1,1,3,1,62,4.143134726391533,1,2,2,6,2,73,4.30406509320417,0,1,3,3,3,1,1,1244427.0
60,4.110873864173311,1,0,0,4,0,78,4.3694478524670215,1,0,3,1,8,47,3.871201010907891,0,2,2,5,7,1,0,21194383.0
72,4.290459441148391,1,0,2,2,2,62,4.143134726391533,1,2,2,6,2,64,4.174387269895637,1,1,4,1,4,2,0,12589996.0
83,4.430816798843313,0,2,3,6,3,64,4.174387269895637,1,1,4,1,4,36,3.6109179126442243,1,0,1,1,6,1,0,1853013099.0
36,3.6109179126442243,1,0,1,1,6,66,4.204692619390966,1,0,1,3,6,45,3.828641396489095,0,0,0,3,5,3,0,16407.0
27,3.332204510175204,0,0,2,6,7,80,4.394449154672439,1,2,0,3,0,57,4.060443010546419,0,0,2,1,7,1,0,7373.0
43,3.784189633918261,0,1,3,1,3,52,3.970291913552122,1,1,2,3,2,84,4.442651256490317,1,0,4,0,4,1,0,6029055.0
53,3.9889840465642745,0,2,3,4,3,43,3.784189633918261,0,1,3,1,3,68,4.23410650459726,1,2,3,5,8,1,0,32986389.0
72,4.290459441148391,1,0,2,2,2,80,4.394449154672439,1,2,0,3,0,61,4.127134385045092,0,1,1,5,1,1,0,9823265703.0
60,4.110873864173311,1,0,0,4,0,48,3.8918202981106265,1,0,3,6,8,70,4.2626798770413155,1,1,0,0,0,2,0,56911768.0
44,3.8066624897703196,1,2,4,2,4,78,4.3694478524670215,1,0,3,1,8,74,4.31748811353631,1,2,4,4,4,2,0,3692.0
66,4.204692619390966,1,0,1,3,6,34,3.5553480614894135,1,1,4,6,4,60,4.110873864173311,1,0,0,4,0,2,0,371567.0
55,4.02535169073515,0,1,0,6,5,55,4.02535169073515,0,1,0,6,5,85,4.454347296253507,0,1,0,1,5,5,1,143.0
52,3.970291913552122,1,1,2,3,2,18,2.9444389791664403,1,0,3,4,8,64,4.174387269895637,1,1,4,1,4,2,0,728.0
82,4.418840607796598,1,1,2,5,2,45,3.828641396489095,0,0,0,3,5,78,4.3694478524670215,1,0,3,1,8,1,0,116594813.0
15,2.772588722239781,0,0,0,1,5,79,4.382026634673881,0,1,4,2,9,71,4.276666119016055,0,2,1,1,1,1,0,20355977.0
49,3.912023005428146,0,1,4,0,9,48,3.8918202981106265,1,0,3,6,8,18,2.9444389791664403,1,0,3,4,8,1,0,161637347.0
48,3.8918202981106265,1,0,3,6,8,25,3.258096538021482,0,1,0,4,5,40,3.713572066704308,1,1,0,5,0,1,0,3243417.0
44,3.8066624897703196,1,2,4,2,4,30,3.4339872044851463,1,0,0,2,0,18,2.9444389791664403,1,0,3,4,8,2,0,538.0
22,3.1354942159291497,1,1,2,1,2,34,3.5553480614894135,1,1,4,6,4,31,3.4657359027997265,0,1,1,3,1,1,0,432903.0
73,4.30406509320417,0,1,3,3,3,49,3.912023005428146,0,1,4,0,9,60,4.110873864173311,1,0,0,4,0,1,0,47745.0
70,4.2626798770413155,1,1,0,0,0,69,4.248495242049359,0,0,4,6,9,15,2.772588722239781,0,0,0,1,5,1,0,214456.0
46,3.8501476017100584,1,1,1,4,6,76,4.343805421853684,1,1,1,6,6,39,3.6888794541139363,0,0,4,4,9,1,0,9039033.0
38,3.6635616461296463,1,2,3,3,8,79,4.382026634673881,0,1,4,2,9,64,4.174387269895637,1,1,4,1,4,1,0,2354888807.0
40,3.713572066704308,1,1,0,5,0,21,3.091042453358316,0,0,1,0,1,50,3.9318256327243257,1,2,0,1,0,1,0,152433819.0
13,2.6390573296152584,0,1,3,6,3,11,2.4849066497880004,0,2,1,4,1,17,2.8903717578961645,0,2,2,3,7,1,0,2088863.0
67,4.219507705176107,0,1,2,4,7,40,3.713572066704308,1,1,0,5,0,28,3.367295829986474,1,1,3,0,8,1,0,38940427.0
83,4.430816798843313,0,2,3,6,3,87,4.477336814478207,0,0,2,3,7,63,4.1588830833596715,0,0,3,0,3,1,0,14749068511.0
10,2.3978952727983707,1,1,0,3,0,40,3.713572066704308,1,1,0,5,0,32,3.4965075614664802,1,2,2,4,2,2,1,10530.0
84,4.442651256490317,1,0,4,0,4,50,3.9318256327243257,1,2,0,1,0,78,4.3694478524670215,1,0,3,1,8,2,0,9456.0
34,3.5553480614894135,1,1,4,6,4,37,3.6375861597263857,0,1,2,2,7,60,4.110873864173311,1,0,0,4,0,1,0,4796413.0
41,3.7376696182833684,0,2,1,6,1,62,4.143134726391533,1,2,2,6,2,49,3.912023005428146,0,1,4,0,9,1,0,1187.0
26,3.295836866004329,1,2,1,5,6,85,4.454347296253507,0,1,0,1,5,81,4.406719247264253,0,0,1,4,1,1,0,917865.0
40,3.713572066704308,1,1,0,5,0,90,4.51085950651685,1,0,0,6,0,83,4.430816798843313,0,2,3,6,3,1,0,5029640871.0
65,4.189654742026425,0,2,0,2,5,34,3.5553480614894135,1,1,4,6,4,55,4.02535169073515,0,1,0,6,5,1,0,1225461.0
37,3.6375861597263857,0,1,2,2,7,70,4.2626798770413155,1,1,0,0,0,64,4.174387269895637,1,1,4,1,4,1,0,2200995667.0
79,4.382026634673881,0,1,4,2,9,51,3.9512437185814275,0,0,1,2,1,35,3.58351893845611,0,2,0,0,5,1,0,1351345.0
52,3.970291913552122,1,1,2,3,2,78,4.3694478524670215,1,0,3,1,8,37,3.6375861597263857,0,1,2,2,7,1,0,484197.0
60,4.110873864173311,1,0,0,4,0,51,3.9512437185814275,0,0,1,2,1,87,4.477336814478207,0,0,2,3,7,3,0,50.0
30,3.4339872044851463,1,0,0,2,0,59,4.0943445622221,0,2,4,3,9,58,4.07753744390572,1,1,3,2,8,1,0,1138979.0
43,3.784189633918261,0,1,3,1,3,35,3.58351893845611,0,2,0,0,5,16,2.833213344056216,1,1,1,2,6,1,0,3231.0
77,4.356708826689592,0,2,2,0,7,47,3.871201010907891,0,2,2,5,7,89,4.499809670330265,0,2,4,5,9,1,0,132915103.0
44,3.8066624897703196,1,2,4,2,4,79,4.382026634673881,0,1,4,2,9,53,3.9889840465642745,0,2,3,4,3,1,0,868889.0
66,4.204692619390966,1,0,1,3,6,76,4.343805421853684,1,1,1,6,6,86,4.465908118654584,1,2,1,2,6,2,0,424.0
54,4.007333185232471,1,0,4,5,4,62,4.143134726391533,1,2,2,6,2,66,4.204692619390966,1,0,1,3,6,2,0,2927230.0
60,4.110873864173311,1,0,0,4,0,77,4.356708826689592,0,2,2,0,7,59,4.0943445622221,0,2,4,3,9,1,0,10718409.0
47,3.871201010907891,0,2,2,5,7,45,3.828641396489095,0,0,0,3,5,53,3.9889840465642745,0,2,3,4,3,1,0,18746095.0
61,4.127134385045092,0,1,1,5,1,90,4.51085950651685,1,0,0,6,0,63,4.1588830833596715,0,0,3,0,3,1,0,7644655.0
63,4.1588830833596715,0,0,3,0,3,73,4.30406509320417,0,1,3,3,3,53,3.9889840465642745,0,2,3,4,3,1,0,575004793.0
52,3.970291913552122,1,1,2,3,2,17,2.8903717578961645,0,2,2,3,7,56,4.04305126783455,1,2,1,0,6,1,0,20351.0
12,2.5649493574615367,1,0,2,5,2,69,4.248495242049359,0,0,4,6,9,61,4.127134385045092,0,1,1,5,1,1,0,54055.0
61,4.127134385045092,0,1,1,5,1,60,4.110873864173311,1,0,0,4,0,17,2.8903717578961645,0,2,2,3,7,1,0,6456.0
81,4.406719247264253,0,0,1,4,1,73,4.30406509320417,0,1,3,3,3,79,4.382026634673881,0,1,4,2,9,1,0,8256371.0
51,3.9512437185814275,0,0,1,2,1,47,3.871201010907891,0,2,2,5,7,79,4.382026634673881,0,1,4,2,9,1,0,87342787.0
86,4.465908118654584,1,2,1,2,6,79,4.382026634673881,0,1,4,2,9,89,4.499809670330265,0,2,4,5,9,1,0,250596.0
29,3.4011973816621555,0,2,4,1,9,67,4.219507705176107,0,1,2,4,7,54,4.007333185232471,1,0,4,5,4,1,0,726218.0
51,3.9512437185814275,0,0,1,2,1,56,4.04305126783455,1,2,1,0,6,23,3.1780538303479458,0,2,3,2,3,1,0,120.0
73,4.30406509320417,0,1,3,3,3,52,3.970291913552122,1,1,2,3,2,70,4.2626798770413155,1,1,0,0,0,1,0,278313.0
90,4.51085950651685,1,0,0,6,0,44,3.8066624897703196,1,2,4,2,4,65,4.189654742026425,0,2,0,2,5,1,0,39813003.0
46,3.8501476017100584,1,1,1,4,6,33,3.5263605246161616,0,0,3,5,3,63,4.1588830833596715,0,0,3,0,3,1,0,28358.0
50,3.9318256327243257,1,2,0,1,0,74,4.31748811353631,1,2,4,4,4,80,4.394449154672439,1,2,0,3,0,2,0,402805.0
71,4.276666119016055,0,2,1,1,1,86,4.465908118654584,1,2,1,2,6,27,3.332204510175204,0,0,2,6,7,1,0,190609.0
42,3.7612001156935624,1,0,2,0,2,79,4.382026634673881,0,1,4,2,9,69,4.248495242049359,0,0,4,6,9,1,0,911492.0
83,4.430816798843313,0,2,3,6,3,79,4.382026634673881,0,1,4,2,9,57,4.060443010546419,0,0,2,1,7,1,0,10321833603.0
69,4.248495242049359,0,0,4,6,9,81,4.406719247264253,0,0,1,4,1,14,2.70805020110221,1,2,4,0,4,1,0,214231.0
87,4.477336814478207,0,0,2,3,7,88,4.48863636973214,1,1,3,4,8,42,3.7612001156935624,1,0,2,0,2,1,0,6066023471.0
35,3.58351893845611,0,2,0,0,5,44,3.8066624897703196,1,2,4,2,4,64,4.174387269895637,1,1,4,1,4,1,0,28599579.0
61,4.127134385045092,0,1,1,5,1,40,3.713572066704308,1,1,0,5,0,58,4.07753744390572,1,1,3,2,8,1,0,220971811.0
73,4.30406509320417,0,1,3,3,3,51,3.9512437185814275,0,0,1,2,1,73,4.30406509320417,0,1,3,3,3,1,1,2336255.0
41,3.7376696182833684,0,2,1,6,1,62,4.143134726391533,1,2,2,6,2,25,3.258096538021482,0,1,0,4,5,1,0,1833717.0
58,4.07753744390572,1,1,3,2,8,86,4.465908118654584,1,2,1,2,6,90,4.51085950651685,1,0,0,6,0,2,0,23377654.0
80,4.394449154672439,1,2,0,3,0,89,4.499809670330265,0,2,4,5,9,23,3.1780538303479458,0,2,3,2,3,1,0,102288.0
57,4.060443010546419,0,0,2,1,7,41,3.7376696182833684,0,2,1,6,1,74,4.31748811353631,1,2,4,4,4,1,0,106729.0
50,3.9318256327243257,1,2,0,1,0,59,4.0943445622221,0,2,4,3,9,73,4.30406509320417,0,1,3,3,3,1,0,108985.0
28,3.367295829986474,1,1,3,0,8,83,4.430816798843313,0,2,3,6,3,69,4.248495242049359,0,0,4,6,9,1,0,350777.0
51,3.9512437185814275,0,0,1,2,1,50,3.9318256327243257,1,2,0,1,0,36,3.6109179126442243,1,0,1,1,6,1,0,1610383.0
22,3.1354942159291497,1,1,2,1,2,27,3.332204510175204,0,0,2,6,7,46,3.8501476017100584,1,1,1,4,6,1,0,367675.0
37,3.6375861597263857,0,1,2,2,7,55,4.02535169073515,0,1,0,6,5,56,4.04305126783455,1,2,1,0,6,1,0,2409091.0
51,3.9512437185814275,0,0,1,2,1,69,4.248495242049359,0,0,4,6,9,63,4.1588830833596715,0,0,3,0,3,3,0,77803.0
75,4.330733340286331,0,0,0,5,5,22,3.1354942159291497,1,1,2,1,2,72,4.290459441148391,1,0,2,2,2,1,0,46371.0
41,3.7376696182833684,0,2,1,6,1,40,3.713572066704308,1,1,0,5,0,66,4.204692619390966,1,0,1,3,6,1,0,33111779.0
71,4.276666119016055,0,2,1,1,1,86,4.465908118654584,1,2,1,2,6,90,4.51085950651685,1,0,0,6,0,1,0,417311.0
46,3.8501476017100584,1,1,1,4,6,58,4.07753744390572,1,1,3,2,8,83,4.430816798843313,0,2,3,6,3,1,0,2898380915.0
51,3.9512437185814275,0,0,1,2,1,14,2.70805020110221,1,2,4,0,4,38,3.6635616461296463,1,2,3,3,8,1,0,7105.0
59,4.0943445622221,0,2,4,3,9,40,3.713572066704308,1,1,0,5,0,48,3.8918202981106265,1,0,3,6,8,1,0,1355421411.0
31,3.4657359027997265,0,1,1,3,1,62,4.143134726391533,1,2,2,6,2,84,4.442651256490317,1,0,4,0,4,1,1,92759761.0
69,4.248495242049359,0,0,4,6,9,73,4.30406509320417,0,1,3,3,3,21,3.091042453358316,0,0,1,0,1,1,0,209321.0
10,2.3978952727983707,1,1,0,3,0,64,4.174387269895637,1,1,4,1,4,55,4.02535169073515,0,1,0,6,5,1,0,9117055.0
73,4.30406509320417,0,1,3,3,3,64,4.174387269895637,1,1,4,1,4,40,3.713572066704308,1,1,0,5,0,1,0,6212813.0
48,3.8918202981106265,1,0,3,6,8,61,4.127134385045092,0,1,1,5,1,53,3.9889840465642745,0,2,3,4,3,1,0,155039.0
16,2.833213344056216,1,1,1,2,6,69,4.248495242049359,0,0,4,6,9,67,4.219507705176107,0,1,2,4,7,1,0,12279.0
23,3.1780538303479458,0,2,3,2,3,20,3.044522437723423,1,2,0,6,0,15,2.772588722239781,0,0,0,1,5,1,0,201.0
71,4.276666119016055,0,2,1,1,1,30,3.4339872044851463,1,0,0,2,0,69,4.248495242049359,0,0,4,6,9,1,0,361684.0
70,4.2626798770413155,1,1,0,0,0,80,4.394449154672439,1,2,0,3,0,79,4.382026634673881,0,1,4,2,9,1,0,15137499335.0
30,3.4339872044851463,1,0,0,2,0,72,4.290459441148391,1,0,2,2,2,73,4.30406509320417,0,1,3,3,3,1,0,1612630427.0
72,4.290459441148391,1,0,2,2,2,88,4.48863636973214,1,1,3,4,8,67,4.219507705176107,0,1,2,4,7,1,0,162286531.0
48,3.8918202981106265,1,0,3,6,8,55,4.02535169073515,0,1,0,6,5,25,3.258096538021482,0,1,0,4,5,1,0,5228.0
85,4.454347296253507,0,1,0,1,5,48,3.8918202981106265,1,0,3,6,8,70,4.2626798770413155,1,1,0,0,0,1,0,67856397.0
52,3.970291913552122,1,1,2,3,2,26,3.295836866004329,1,2,1,5,6,58,4.07753744390572,1,1,3,2,8,2,1,33180.0
41,3.7376696182833684,0,2,1,6,1,25,3.258096538021482,0,1,0,4,5,64,4.174387269895637,1,1,4,1,4,1,0,24.0
85,4.454347296253507,0,1,0,1,5,79,4.382026634673881,0,1,4,2,9,76,4.343805421853684,1,1,1,6,6,1,0,931847.0
42,3.7612001156935624,1,0,2,0,2,25,3.258096538021482,0,1,0,4,5,44,3.8066624897703196,1,2,4,2,4,1,0,30917165.0
16,2.833213344056216,1,1,1,2,6,89,4.499809670330265,0,2,4,5,9,79,4.382026634673881,0,1,4,2,9,1,0,931211.0
77,4.356708826689592,0,2,2,0,7,28,3.367295829986474,1,1,3,0,8,80,4.394449154672439,1,2,0,3,0,1,0,64008003.0
78,4.3694478524670215,1,0,3,1,8,51,3.9512437185814275,0,0,1,2,1,78,4.3694478524670215,1,0,3,1,8,3,1,34627.0
78,4.3694478524670215,1,0,3,1,8,82,4.418840607796598,1,1,2,5,2,70,4.2626798770413155,1,1,0,0,0,2,0,2967912.0
87,4.477336814478207,0,0,2,3,7,70,4.2626798770413155,1,1,0,0,0,59,4.0943445622221,0,2,4,3,9,1,0,61139.0
83,4.430816798843313,0,2,3,6,3,17,2.8903717578961645,0,2,2,3,7,67,4.219507705176107,0,1,2,4,7,1,0,40002011.0
41,3.7376696182833684,0,2,1,6,1,25,3.258096538021482,0,1,0,4,5,30,3.4339872044851463,1,0,0,2,0,1,0,227127.0
84,4.442651256490317,1,0,4,0,4,58,4.07753744390572,1,1,3,2,8,64,4.174387269895637,1,1,4,1,4,2,0,1381732.0
17,2.8903717578961645,0,2,2,3,7,23,3.1780538303479458,0,2,3,2,3,29,3.4011973816621555,0,2,4,1,9,1,0,25561303.0
72,4.290459441148391,1,0,2,2,2,84,4.442651256490317,1,0,4,0,4,23,3.1780538303479458,0,2,3,2,3,1,0,13594987.0
61,4.127134385045092,0,1,1,5,1,52,3.970291913552122,1,1,2,3,2,12,2.5649493574615367,1,0,2,5,2,1,0,3519935.0
84,4.442651256490317,1,0,4,0,4,65,4.189654742026425,0,2,0,2,5,61,4.127134385045092,0,1,1,5,1,1,0,2035992.0
87,4.477336814478207,0,0,2,3,7,73,4.30406509320417,0,1,3,3,3,81,4.406719247264253,0,0,1,4,1,1,0,19271730863.0
19,2.995732273553991,0,1,4,5,9,33,3.5263605246161616,0,0,3,5,3,45,3.828641396489095,0,0,0,3,5,1,0,62974991.0
39,3.6888794541139363,0,0,4,4,9,29,3.4011973816621555,0,2,4,1,9,57,4.060443010546419,0,0,2,1,7,1,0,305048647.0
15,2.772588722239781,0,0,0,1,5,49,3.912023005428146,0,1,4,0,9,40,3.713572066704308,1,1,0,5,0,1,0,22065.0
79,4.382026634673881,0,1,4,2,9,87,4.477336814478207,0,0,2,3,7,86,4.465908118654584,1,2,1,2,6,1,0,96659364.0
72,4.290459441148391,1,0,2,2,2,66,4.204692619390966,1,0,1,3,6,46,3.8501476017100584,1,1,1,4,6,2,0,985865.0
50,3.9318256327243257,1,2,0,1,0,64,4.174387269895637,1,1,4,1,4,63,4.1588830833596715,0,0,3,0,3,1,0,1640589.0
36,3.6109179126442243,1,0,1,1,6,34,3.5553480614894135,1,1,4,6,4,16,2.833213344056216,1,1,1,2,6,2,0,1268.0
53,3.9889840465642745,0,2,3,4,3,52,3.970291913552122,1,1,2,3,2,74,4.31748811353631,1,2,4,4,4,1,0,136675671.0
90,4.51085950651685,1,0,0,6,0,70,4.2626798770413155,1,1,0,0,0,46,3.8501476017100584,1,1,1,4,6,2,0,921742.0
65,4.189654742026425,0,2,0,2,5,18,2.9444389791664403,1,0,3,4,8,79,4.382026634673881,0,1,4,2,9,1,0,4670.0
59,4.0943445622221,0,2,4,3,9,72,4.290459441148391,1,0,2,2,2,33,3.5263605246161616,0,0,3,5,3,1,0,428511.0
68,4.23410650459726,1,2,3,5,8,12,2.5649493574615367,1,0,2,5,2,59,4.0943445622221,0,2,4,3,9,1,0,4548795.0
40,3.713572066704308,1,1,0,5,0,64,4.174387269895637,1,1,4,1,4,36,3.6109179126442243,1,0,1,1,6,4,0,6709.0
55,4.02535169073515,0,1,0,6,5,59,4.0943445622221,0,2,4,3,9,81,4.406719247264253,0,0,1,4,1,1,0,42455195.0
50,3.9318256327243257,1,2,0,1,0,71,4.276666119016055,0,2,1,1,1,90,4.51085950651685,1,0,0,6,0,1,0,77618787.0
35,3.58351893845611,0,2,0,0,5,27,3.332204510175204,0,0,2,6,7,13,2.6390573296152584,0,1,3,6,3,1,0,6705.0
50,3.9318256327243257,1,2,0,1,0,59,4.0943445622221,0,2,4,3,9,54,4.007333185232471,1,0,4,5,4,1,0,6059.0
27,3.332204510175204,0,0,2,6,7,54,4.007333185232471,1,0,4,5,4,36,3.6109179126442243,1,0,1,1,6,9,1,3481.0
21,3.091042453358316,0,0,1,0,1,21,3.091042453358316,0,0,1,0,1,21,3.091042453358316,0,0,1,0,1,21,3,19.0
77,4.356708826689592,0,2,2,0,7,40,3.713572066704308,1,1,0,5,0,65,4.189654742026425,0,2,0,2,5,1,0,2790444.0
63,4.1588830833596715,0,0,3,0,3,78,4.3694478524670215,1,0,3,1,8,63,4.1588830833596715,0,0,3,0,3,3,1,2292.0
42,3.7612001156935624,1,0,2,0,2,38,3.6635616461296463,1,2,3,3,8,70,4.2626798770413155,1,1,0,0,0,2,0,9594098.0
26,3.295836866004329,1,2,1,5,6,69,4.248495242049359,0,0,4,6,9,56,4.04305126783455,1,2,1,0,6,1,0,42053.0
39,3.6888794541139363,0,0,4,4,9,12,2.5649493574615367,1,0,2,5,2,34,3.5553480614894135,1,1,4,6,4,1,0,22988327.0
65,4.189654742026425,0,2,0,2,5,42,3.7612001156935624,1,0,2,0,2,42,3.7612001156935624,1,0,2,0,2,1,1,254823.0
46,3.8501476017100584,1,1,1,4,6,57,4.060443010546419,0,0,2,1,7,89,4.499809670330265,0,2,4,5,9,1,0,1410009.0
84,4.442651256490317,1,0,4,0,4,78,4.3694478524670215,1,0,3,1,8,68,4.23410650459726,1,2,3,5,8,2,0,234135474.0
61,4.127134385045092,0,1,1,5,1,41,3.7376696182833684,0,2,1,6,1,40,3.713572066704308,1,1,0,5,0,1,0,35960.0
14,2.70805020110221,1,2,4,0,4,76,4.343805421853684,1,1,1,6,6,79,4.382026634673881,0,1,4,2,9,1,0,218071631.0
71,4.276666119016055,0,2,1,1,1,88,4.48863636973214,1,1,3,4,8,39,3.6888794541139363,0,0,4,4,9,1,0,765273.0
44,3.8066624897703196,1,2,4,2,4,28,3.367295829986474,1,1,3,0,8,45,3.828641396489095,0,0,0,3,5,1,0,44584985.0
54,4.007333185232471,1,0,4,5,4,25,3.258096538021482,0,1,0,4,5,78,4.3694478524670215,1,0,3,1,8,1,0,1176989.0
73,4.30406509320417,0,1,3,3,3,25,3.258096538021482,0,1,0,4,5,70,4.2626798770413155,1,1,0,0,0,1,0,1645653.0
69,4.248495242049359,0,0,4,6,9,90,4.51085950651685,1,0,0,6,0,40,3.713572066704308,1,1,0,5,0,1,0,2945759435.0
89,4.499809670330265,0,2,4,5,9,59,4.0943445622221,0,2,4,3,9,45,3.828641396489095,0,0,0,3,5,1,0,48515.0
30,3.4339872044851463,1,0,0,2,0,40,3.713572066704308,1,1,0,5,0,22,3.1354942159291497,1,1,2,1,2,2,0,54.0
48,3.8918202981106265,1,0,3,6,8,44,3.8066624897703196,1,2,4,2,4,11,2.4849066497880004,0,2,1,4,1,1,1,46555.0
55,4.02535169073515,0,1,0,6,5,49,3.912023005428146,0,1,4,0,9,31,3.4657359027997265,0,1,1,3,1,1,0,29468111.0
38,3.6635616461296463,1,2,3,3,8,36,3.6109179126442243,1,0,1,1,6,35,3.58351893845611,0,2,0,0,5,1,0,4647255.0
58,4.07753744390572,1,1,3,2,8,35,3.58351893845611,0,2,0,0,5,26,3.295836866004329,1,2,1,5,6,1,0,1474193.0
10,2.3978952727983707,1,1,0,3,0,72,4.290459441148391,1,0,2,2,2,65,4.189654742026425,0,2,0,2,5,1,0,33574179.0
61,4.127134385045092,0,1,1,5,1,90,4.51085950651685,1,0,0,6,0,40,3.713572066704308,1,1,0,5,0,1,0,2229347.0
65,4.189654742026425,0,2,0,2,5,64,4.174387269895637,1,1,4,1,4,75,4.330733340286331,0,0,0,5,5,1,0,14478823.0
68,4.23410650459726,1,2,3,5,8,81,4.406719247264253,0,0,1,4,1,53,3.9889840465642745,0,2,3,4,3,1,0,4986.0
51,3.9512437185814275,0,0,1,2,1,87,4.477336814478207,0,0,2,3,7,63,4.1588830833596715,0,0,3,0,3,3,0,31445.0
78,4.3694478524670215,1,0,3,1,8,30,3.4339872044851463,1,0,0,2,0,54,4.007333185232471,1,0,4,5,4,6,0,9490.0
47,3.871201010907891,0,2,2,5,7,36,3.6109179126442243,1,0,1,1,6,35,3.58351893845611,0,2,0,0,5,1,0,1458.0
89,4.499809670330265,0,2,4,5,9,23,3.1780538303479458,0,2,3,2,3,67,4.219507705176107,0,1,2,4,7,1,0,8221445.0
68,4.23410650459726,1,2,3,5,8,40,3.713572066704308,1,1,0,5,0,86,4.465908118654584,1,2,1,2,6,2,0,47262816.0
43,3.784189633918261,0,1,3,1,3,52,3.970291913552122,1,1,2,3,2,83,4.430816798843313,0,2,3,6,3,1,0,56387.0
77,4.356708826689592,0,2,2,0,7,77,4.356708826689592,0,2,2,0,7,30,3.4339872044851463,1,0,0,2,0,1,1,129549.0
71,4.276666119016055,0,2,1,1,1,87,4.477336814478207,0,0,2,3,7,33,3.5263605246161616,0,0,3,5,3,1,0,1580477.0
53,3.9889840465642745,0,2,3,4,3,12,2.5649493574615367,1,0,2,5,2,42,3.7612001156935624,1,0,2,0,2,1,0,7701331.0
87,4.477336814478207,0,0,2,3,7,24,3.2188758248682006,1,0,4,3,4,78,4.3694478524670215,1,0,3,1,8,3,0,1391807.0
16,2.833213344056216,1,1,1,2,6,71,4.276666119016055,0,2,1,1,1,56,4.04305126783455,1,2,1,0,6,1,0,24672539.0
55,4.02535169073515,0,1,0,6,5,77,4.356708826689592,0,2,2,0,7,56,4.04305126783455,1,2,1,0,6,1,0,70322037.0
66,4.204692619390966,1,0,1,3,6,17,2.8903717578961645,0,2,2,3,7,55,4.02535169073515,0,1,0,6,5,1,0,126863.0
82,4.418840607796598,1,1,2,5,2,72,4.290459441148391,1,0,2,2,2,47,3.871201010907891,0,2,2,5,7,1,0,10382615.0
86,4.465908118654584,1,2,1,2,6,79,4.382026634673881,0,1,4,2,9,51,3.9512437185814275,0,0,1,2,1,1,0,128924561.0
61,4.127134385045092,0,1,1,5,1,45,3.828641396489095,0,0,0,3,5,19,2.995732273553991,0,1,4,5,9,1,0,770887.0
49,3.912023005428146,0,1,4,0,9,67,4.219507705176107,0,1,2,4,7,89,4.499809670330265,0,2,4,5,9,1,0,565403161.0
37,3.6375861597263857,0,1,2,2,7,33,3.5263605246161616,0,0,3,5,3,42,3.7612001156935624,1,0,2,0,2,1,0,251249.0
74,4.31748811353631,1,2,4,4,4,22,3.1354942159291497,1,1,2,1,2,83,4.430816798843313,0,2,3,6,3,1,0,76712245.0
53,3.9889840465642745,0,2,3,4,3,59,4.0943445622221,0,2,4,3,9,90,4.51085950651685,1,0,0,6,0,1,0,13028.0
45,3.828641396489095,0,0,0,3,5,75,4.330733340286331,0,0,0,5,5,58,4.07753744390572,1,1,3,2,8,1,0,2882317.0
24,3.2188758248682006,1,0,4,3,4,68,4.23410650459726,1,2,3,5,8,79,4.382026634673881,0,1,4,2,9,1,0,711788307.0
21,3.091042453358316,0,0,1,0,1,39,3.6888794541139363,0,0,4,4,9,33,3.5263605246161616,0,0,3,5,3,3,0,145465.0
39,3.6888794541139363,0,0,4,4,9,34,3.5553480614894135,1,1,4,6,4,25,3.258096538021482,0,1,0,4,5,1,0,36.0
51,3.9512437185814275,0,0,1,2,1,64,4.174387269895637,1,1,4,1,4,74,4.31748811353631,1,2,4,4,4,1,0,198013271.0
75,4.330733340286331,0,0,0,5,5,76,4.343805421853684,1,1,1,6,6,29,3.4011973816621555,0,2,4,1,9,1,0,25354949.0
62,4.143134726391533,1,2,2,6,2,90,4.51085950651685,1,0,0,6,0,45,3.828641396489095,0,0,0,3,5,1,1,2887098439.0
56,4.04305126783455,1,2,1,0,6,88,4.48863636973214,1,1,3,4,8,76,4.343805421853684,1,1,1,6,6,4,0,1059935.0
