slot_p,slot_p_abs_log1p,slot_p_mod3,slot_p_mod5,slot_p_mod7,slot_p_mod10,slot_t,slot_t_abs_log1p,slot_t_sign,slot_t_is_even,slot_t_mod3,slot_t_mod5,slot_t_mod7,slot_t_mod10,slot_u,slot_u_abs_log1p,slot_u_sign,slot_u_is_even,slot_u_mod3,slot_u_mod5,slot_u_mod7,slot_u_mod10,slot_mod,slot_mod_abs_log1p,slot_mod_is_even,slot_mod_mod3,slot_mod_mod5,slot_mod_mod7,slot_mod_mod10,gcd_all,n_multiple_pairs,y
5,1.791759469228055,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,4,131.0
13,2.6390573296152584,1,3,6,3,5,1.791759469228055,1,0,2,0,5,5,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,2,3871.0
17,2.8903717578961645,2,2,3,7,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,3,9371.0
23,3.1780538303479458,2,3,2,3,-3,1.3862943611198906,-1,0,0,2,4,7,-2,1.0986122886681098,-1,1,1,3,5,8,1149,7.047517221357296,0,0,4,1,9,1,1,526.0
23,3.1780538303479458,2,3,2,3,-4,1.6094379124341003,-1,1,2,1,3,6,-4,1.6094379124341003,-1,1,2,1,3,6,10000,9.210440366976517,1,1,0,4,0,1,3,9761.0
11,2.4849066497880004,2,1,4,1,1,0.6931471805599453,1,0,1,1,1,1,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,4,7341.0
19,2.995732273553991,1,4,5,9,5,1.791759469228055,1,0,2,0,5,5,-3,1.3862943611198906,-1,0,0,2,4,7,10000,9.210440366976517,1,1,0,4,0,1,1,193.0
13,2.6390573296152584,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,2722,7.909489492673759,1,1,2,6,2,1,0,1809.0
19,2.995732273553991,1,4,5,9,1,0.6931471805599453,1,0,1,1,1,1,-6,1.9459101490553132,-1,1,0,4,1,4,2063,7.6324011266014535,0,2,3,5,3,1,3,1416.0
23,3.1780538303479458,2,3,2,3,5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,1,7691.0
23,3.1780538303479458,2,3,2,3,-1,0.6931471805599453,-1,0,2,4,6,9,3,1.3862943611198906,1,0,0,3,3,3,10000,9.210440366976517,1,1,0,4,0,1,3,2139.0
19,2.995732273553991,1,4,5,9,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1287,7.160845906664299,0,0,2,6,7,1,0,1.0
19,2.995732273553991,1,4,5,9,0,0.0,0,1,0,0,0,0,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,1,8021.0
13,2.6390573296152584,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,3132,8.049746290952191,1,0,2,3,2,1,3,1909.0
11,2.4849066497880004,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,-5,1.791759469228055,-1,0,1,0,2,5,10000,9.210440366976517,1,1,0,4,0,1,3,3611.0
13,2.6390573296152584,1,3,6,3,3,1.3862943611198906,1,0,0,3,3,3,3,1.3862943611198906,1,0,0,3,3,3,3092,8.03689677268507,1,2,2,5,2,1,1,2849.0
5,1.791759469228055,2,0,5,5,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,3,1061.0
5,1.791759469228055,2,0,5,5,-2,1.0986122886681098,-1,1,1,3,5,8,1,0.6931471805599453,1,0,1,1,1,1,10000,9.210440366976517,1,1,0,4,0,1,5,1.0
11,2.4849066497880004,2,1,4,1,-6,1.9459101490553132,-1,1,0,4,1,4,4,1.6094379124341003,1,1,1,4,4,4,3172,8.062432791583195,1,1,2,1,2,1,1,2291.0
5,1.791759469228055,2,0,5,5,-3,1.3862943611198906,-1,0,0,2,4,7,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,3,341.0
23,3.1780538303479458,2,3,2,3,-1,0.6931471805599453,-1,0,2,4,6,9,0,0.0,0,1,0,0,0,0,1000,6.90875477931522,1,1,0,6,0,1,2,1.0
17,2.8903717578961645,2,2,3,7,-6,1.9459101490553132,-1,1,0,4,1,4,-5,1.791759469228055,-1,0,1,0,2,5,10000,9.210440366976517,1,1,0,4,0,1,1,2961.0
17,2.8903717578961645,2,2,3,7,2,1.0986122886681098,1,1,2,2,2,2,-3,1.3862943611198906,-1,0,0,2,4,7,1859,7.528331766707247,0,2,4,4,9,1,0,1434.0
7,2.0794415416798357,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,-6,1.9459101490553132,-1,1,0,4,1,4,3512,8.164225652265827,1,2,2,5,2,1,3,1343.0
5,1.791759469228055,2,0,5,5,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,4666,8.448271745949816,1,1,1,4,6,1,0,205.0
13,2.6390573296152584,1,3,6,3,0,0.0,0,1,0,0,0,0,-4,1.6094379124341003,-1,1,2,1,3,6,889,6.7912214627261855,0,1,4,0,9,1,0,603.0
17,2.8903717578961645,2,2,3,7,3,1.3862943611198906,1,0,0,3,3,3,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,3,491.0
23,3.1780538303479458,2,3,2,3,-6,1.9459101490553132,-1,1,0,4,1,4,1,0.6931471805599453,1,0,1,1,1,1,10000,9.210440366976517,1,1,0,4,0,1,3,9761.0
11,2.4849066497880004,2,1,4,1,-2,1.0986122886681098,-1,1,1,3,5,8,-4,1.6094379124341003,-1,1,2,1,3,6,1531,7.3343293503005365,0,1,1,5,1,1,1,588.0
5,1.791759469228055,2,0,5,5,-1,0.6931471805599453,-1,0,2,4,6,9,1,0.6931471805599453,1,0,1,1,1,1,10000,9.210440366976517,1,1,0,4,0,1,6,1.0
19,2.995732273553991,1,4,5,9,3,1.3862943611198906,1,0,0,3,3,3,-5,1.791759469228055,-1,0,1,0,2,5,983,6.891625897052253,0,2,3,3,3,1,0,931.0
5,1.791759469228055,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,2778,7.929846429742503,1,0,3,6,8,1,3,1901.0
19,2.995732273553991,1,4,5,9,-6,1.9459101490553132,-1,1,0,4,1,4,-5,1.791759469228055,-1,0,1,0,2,5,10000,9.210440366976517,1,1,0,4,0,1,1,6171.0
7,2.0794415416798357,1,2,0,7,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,1000,6.90875477931522,1,1,0,6,0,1,3,841.0
11,2.4849066497880004,2,1,4,1,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,3997,8.293549515060345,0,1,2,0,7,1,3,3628.0
5,1.791759469228055,2,0,5,5,5,1.791759469228055,1,0,2,0,5,5,-3,1.3862943611198906,-1,0,0,2,4,7,10000,9.210440366976517,1,1,0,4,0,1,3,781.0
19,2.995732273553991,1,4,5,9,-4,1.6094379124341003,-1,1,2,1,3,6,-6,1.9459101490553132,-1,1,0,4,1,4,1149,7.047517221357296,0,0,4,1,9,1,0,466.0
17,2.8903717578961645,2,2,3,7,2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,2,6721.0
23,3.1780538303479458,2,3,2,3,-1,0.6931471805599453,-1,0,2,4,6,9,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,5,79.0
11,2.4849066497880004,2,1,4,1,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,3,419.0
23,3.1780538303479458,2,3,2,3,-3,1.3862943611198906,-1,0,0,2,4,7,-5,1.791759469228055,-1,0,1,0,2,5,811,6.699500340161678,0,1,1,6,1,1,0,158.0
19,2.995732273553991,1,4,5,9,-4,1.6094379124341003,-1,1,2,1,3,6,6,1.9459101490553132,1,1,0,1,6,6,1000,6.90875477931522,1,1,0,6,0,1,1,331.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,-4,1.6094379124341003,-1,1,2,1,3,6,10000,9.210440366976517,1,1,0,4,0,1,3,601.0
11,2.4849066497880004,2,1,4,1,-5,1.791759469228055,-1,0,1,0,2,5,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,1,8021.0
7,2.0794415416798357,1,2,0,7,-4,1.6094379124341003,-1,1,2,1,3,6,-1,0.6931471805599453,-1,0,2,4,6,9,4620,8.438366410870266,1,0,0,0,0,1,5,1499.0
23,3.1780538303479458,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,4402,8.390041405755754,1,1,2,6,2,1,1,2797.0
5,1.791759469228055,2,0,5,5,-5,1.791759469228055,-1,0,1,0,2,5,-1,0.6931471805599453,-1,0,2,4,6,9,4861,8.48920515487607,0,1,1,3,1,1,4,755.0
13,2.6390573296152584,1,3,6,3,-6,1.9459101490553132,-1,1,0,4,1,4,-5,1.791759469228055,-1,0,1,0,2,5,10000,9.210440366976517,1,1,0,4,0,1,1,5641.0
7,2.0794415416798357,1,2,0,7,-6,1.9459101490553132,-1,1,0,4,1,4,-4,1.6094379124341003,-1,1,2,1,3,6,10000,9.210440366976517,1,1,0,4,0,1,1,7451.0
5,1.791759469228055,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,-4,1.6094379124341003,-1,1,2,1,3,6,10000,9.210440366976517,1,1,0,4,0,1,4,521.0
13,2.6390573296152584,1,3,6,3,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,1,773.0
19,2.995732273553991,1,4,5,9,3,1.3862943611198906,1,0,0,3,3,3,-1,0.6931471805599453,-1,0,2,4,6,9,10000,9.210440366976517,1,1,0,4,0,1,3,2189.0
23,3.1780538303479458,2,3,2,3,-1,0.6931471805599453,-1,0,2,4,6,9,-3,1.3862943611198906,-1,0,0,2,4,7,1000,6.90875477931522,1,1,0,6,0,1,3,333.0
5,1.791759469228055,2,0,5,5,6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,2,281.0
23,3.1780538303479458,2,3,2,3,0,0.0,0,1,0,0,0,0,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,0,1831.0
19,2.995732273553991,1,4,5,9,-3,1.3862943611198906,-1,0,0,2,4,7,-2,1.0986122886681098,-1,1,1,3,5,8,1297,7.168579897264035,0,1,2,2,7,1,0,571.0
23,3.1780538303479458,2,3,2,3,2,1.0986122886681098,1,1,2,2,2,2,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,4,39.0
13,2.6390573296152584,1,3,6,3,-6,1.9459101490553132,-1,1,0,4,1,4,-3,1.3862943611198906,-1,0,0,2,4,7,1000,6.90875477931522,1,1,0,6,0,1,1,633.0
13,2.6390573296152584,1,3,6,3,2,1.0986122886681098,1,1,2,2,2,2,4,1.6094379124341003,1,1,1,4,4,4,1243,7.126087273299125,0,1,3,4,3,1,1,349.0
19,2.995732273553991,1,4,5,9,-6,1.9459101490553132,-1,1,0,4,1,4,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,1,19.0
17,2.8903717578961645,2,2,3,7,5,1.791759469228055,1,0,2,0,5,5,-5,1.791759469228055,-1,0,1,0,2,5,3605,8.190354403763262,0,2,0,0,5,1,3,1901.0
5,1.791759469228055,2,0,5,5,-3,1.3862943611198906,-1,0,0,2,4,7,-3,1.3862943611198906,-1,0,0,2,4,7,10000,9.210440366976517,1,1,0,4,0,1,2,541.0
13,2.6390573296152584,1,3,6,3,-5,1.791759469228055,-1,0,1,0,2,5,5,1.791759469228055,1,0,2,0,5,5,590,6.3818160174060985,1,2,0,2,0,1,3,381.0
23,3.1780538303479458,2,3,2,3,-6,1.9459101490553132,-1,1,0,4,1,4,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,2,5113.0
7,2.0794415416798357,1,2,0,7,-3,1.3862943611198906,-1,0,0,2,4,7,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,1,43.0
23,3.1780538303479458,2,3,2,3,-1,0.6931471805599453,-1,0,2,4,6,9,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,4,853.0
11,2.4849066497880004,2,1,4,1,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,4,991.0
11,2.4849066497880004,2,1,4,1,3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,1,1,573.0
19,2.995732273553991,1,4,5,9,0,0.0,0,1,0,0,0,0,-5,1.791759469228055,-1,0,1,0,2,5,1000,6.90875477931522,1,1,0,6,0,1,1,31.0
5,1.791759469228055,2,0,5,5,-4,1.6094379124341003,-1,1,2,1,3,6,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,4,71.0
19,2.995732273553991,1,4,5,9,-3,1.3862943611198906,-1,0,0,2,4,7,2,1.0986122886681098,1,1,2,2,2,2,4883,8.493719835230594,0,2,3,4,3,1,1,3858.0
19,2.995732273553991,1,4,5,9,-5,1.791759469228055,-1,0,1,0,2,5,1,0.6931471805599453,1,0,1,1,1,1,1236,7.1204443723924875,1,0,1,4,6,1,3,1225.0
23,3.1780538303479458,2,3,2,3,-5,1.791759469228055,-1,0,1,0,2,5,-4,1.6094379124341003,-1,1,2,1,3,6,10000,9.210440366976517,1,1,0,4,0,1,2,2461.0
5,1.791759469228055,2,0,5,5,-6,1.9459101490553132,-1,1,0,4,1,4,3,1.3862943611198906,1,0,0,3,3,3,3783,8.238536930171769,0,0,3,3,3,1,2,505.0
17,2.8903717578961645,2,2,3,7,6,1.9459101490553132,1,1,0,1,6,6,-1,0.6931471805599453,-1,0,2,4,6,9,4639,8.442469645220301,0,1,4,5,9,1,3,1279.0
23,3.1780538303479458,2,3,2,3,-5,1.791759469228055,-1,0,1,0,2,5,0,0.0,0,1,0,0,0,0,3638,8.19946419761216,1,2,3,5,8,1,0,2685.0
7,2.0794415416798357,1,2,0,7,-5,1.791759469228055,-1,0,1,0,2,5,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,4,357.0
19,2.995732273553991,1,4,5,9,6,1.9459101490553132,1,1,0,1,6,6,1,0.6931471805599453,1,0,1,1,1,1,2634,7.876638460975463,1,0,4,2,4,1,4,1153.0
11,2.4849066497880004,2,1,4,1,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,1,6481.0
13,2.6390573296152584,1,3,6,3,-2,1.0986122886681098,-1,1,1,3,5,8,0,0.0,0,1,0,0,0,0,1000,6.90875477931522,1,1,0,6,0,1,1,731.0
19,2.995732273553991,1,4,5,9,-2,1.0986122886681098,-1,1,1,3,5,8,-4,1.6094379124341003,-1,1,2,1,3,6,10000,9.210440366976517,1,1,0,4,0,1,3,8431.0
19,2.995732273553991,1,4,5,9,-1,0.6931471805599453,-1,0,2,4,6,9,3,1.3862943611198906,1,0,0,3,3,3,4511,8.414495793177895,0,2,1,3,1,1,3,425.0
11,2.4849066497880004,2,1,4,1,5,1.791759469228055,1,0,2,0,5,5,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,4,511.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,3172,8.062432791583195,1,1,2,1,2,1,3,1117.0
7,2.0794415416798357,1,2,0,7,-2,1.0986122886681098,-1,1,1,3,5,8,4,1.6094379124341003,1,1,1,4,4,4,551,6.313548046277095,0,2,1,5,1,1,1,155.0
17,2.8903717578961645,2,2,3,7,5,1.791759469228055,1,0,2,0,5,5,-3,1.3862943611198906,-1,0,0,2,4,7,2789,7.933796874815411,0,2,4,3,9,1,0,1317.0
11,2.4849066497880004,2,1,4,1,-1,0.6931471805599453,-1,0,2,4,6,9,3,1.3862943611198906,1,0,0,3,3,3,2892,7.970049304976135,1,0,2,1,2,1,4,739.0
5,1.791759469228055,2,0,5,5,4,1.6094379124341003,1,1,1,4,4,4,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,5,341.0
19,2.995732273553991,1,4,5,9,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,1,1389.0
17,2.8903717578961645,2,2,3,7,-5,1.791759469228055,-1,0,1,0,2,5,3,1.3862943611198906,1,0,0,3,3,3,1000,6.90875477931522,1,1,0,6,0,1,1,511.0
23,3.1780538303479458,2,3,2,3,3,1.3862943611198906,1,0,0,3,3,3,-4,1.6094379124341003,-1,1,2,1,3,6,10000,9.210440366976517,1,1,0,4,0,1,1,9221.0
11,2.4849066497880004,2,1,4,1,6,1.9459101490553132,1,1,0,1,6,6,2,1.0986122886681098,1,1,2,2,2,2,10000,9.210440366976517,1,1,0,4,0,1,2,7461.0
11,2.4849066497880004,2,1,4,1,0,0.0,0,1,0,0,0,0,5,1.791759469228055,1,0,2,0,5,5,10000,9.210440366976517,1,1,0,4,0,1,1,8021.0
5,1.791759469228055,2,0,5,5,-5,1.791759469228055,-1,0,1,0,2,5,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,4,1111.0
5,1.791759469228055,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,1000,6.90875477931522,1,1,0,6,0,1,2,31.0
23,3.1780538303479458,2,3,2,3,1,0.6931471805599453,1,0,1,1,1,1,-4,1.6094379124341003,-1,1,2,1,3,6,4563,8.425954710981966,0,0,3,6,3,1,3,2486.0
23,3.1780538303479458,2,3,2,3,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,1,0,1,6,6,2376,7.773594467360194,1,0,1,3,6,1,3,1297.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,-5,1.791759469228055,-1,0,1,0,2,5,3033,8.017637159908478,0,0,3,2,3,1,0,2626.0
17,2.8903717578961645,2,2,3,7,-2,1.0986122886681098,-1,1,1,3,5,8,-2,1.0986122886681098,-1,1,1,3,5,8,10000,9.210440366976517,1,1,0,4,0,1,3,337.0
5,1.791759469228055,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,-2,1.0986122886681098,-1,1,1,3,5,8,2416,7.790282380703483,1,1,1,1,6,1,4,31.0
19,2.995732273553991,1,4,5,9,-6,1.9459101490553132,-1,1,0,4,1,4,5,1.791759469228055,1,0,2,0,5,5,4692,8.453827315794417,1,0,2,2,2,1,1,2401.0
5,1.791759469228055,2,0,5,5,-2,1.0986122886681098,-1,1,1,3,5,8,-2,1.0986122886681098,-1,1,1,3,5,8,1000,6.90875477931522,1,1,0,6,0,1,4,121.0
13,2.6390573296152584,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,5,1.791759469228055,1,0,2,0,5,5,4003,8.295049140435111,0,1,3,6,3,1,0,366.0
17,2.8903717578961645,2,2,3,7,-1,0.6931471805599453,-1,0,2,4,6,9,-4,1.6094379124341003,-1,1,2,1,3,6,4731,8.462103225098277,0,0,1,6,1,1,3,4612.0
7,2.0794415416798357,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,-3,1.3862943611198906,-1,0,0,2,4,7,1964,7.583247524303362,1,2,4,4,4,1,1,1093.0
5,1.791759469228055,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,-5,1.791759469228055,-1,0,1,0,2,5,1099,7.003065458786462,0,1,4,0,9,1,4,655.0
13,2.6390573296152584,1,3,6,3,5,1.791759469228055,1,0,2,0,5,5,-6,1.9459101490553132,-1,1,0,4,1,4,1312,7.180069874302796,1,1,2,3,2,1,0,595.0
19,2.995732273553991,1,4,5,9,4,1.6094379124341003,1,1,1,4,4,4,-6,1.9459101490553132,-1,1,0,4,1,4,1000,6.90875477931522,1,1,0,6,0,1,1,879.0
13,2.6390573296152584,1,3,6,3,1,0.6931471805599453,1,0,1,1,1,1,-1,0.6931471805599453,-1,0,2,4,6,9,10000,9.210440366976517,1,1,0,4,0,1,5,521.0
11,2.4849066497880004,2,1,4,1,-2,1.0986122886681098,-1,1,1,3,5,8,-6,1.9459101490553132,-1,1,0,4,1,4,4996,8.516593011344206,1,1,1,5,6,1,2,4725.0
13,2.6390573296152584,1,3,6,3,-5,1.791759469228055,-1,0,1,0,2,5,-1,0.6931471805599453,-1,0,2,4,6,9,1000,6.90875477931522,1,1,0,6,0,1,4,913.0
17,2.8903717578961645,2,2,3,7,3,1.3862943611198906,1,0,0,3,3,3,-3,1.3862943611198906,-1,0,0,2,4,7,10000,9.210440366976517,1,1,0,4,0,1,1,9837.0
13,2.6390573296152584,1,3,6,3,-1,0.6931471805599453,-1,0,2,4,6,9,-6,1.9459101490553132,-1,1,0,4,1,4,10000,9.210440366976517,1,1,0,4,0,1,3,6971.0
5,1.791759469228055,2,0,5,5,-2,1.0986122886681098,-1,1,1,3,5,8,6,1.9459101490553132,1,1,0,1,6,6,1000,6.90875477931522,1,1,0,6,0,1,3,881.0
19,2.995732273553991,1,4,5,9,-1,0.6931471805599453,-1,0,2,4,6,9,-5,1.791759469228055,-1,0,1,0,2,5,10000,9.210440366976517,1,1,0,4,0,1,4,8701.0
19,2.995732273553991,1,4,5,9,-2,1.0986122886681098,-1,1,1,3,5,8,0,0.0,0,1,0,0,0,0,10000,9.210440366976517,1,1,0,4,0,1,1,4763.0
7,2.0794415416798357,1,2,0,7,-2,1.0986122886681098,-1,1,1,3,5,8,-4,1.6094379124341003,-1,1,2,1,3,6,1000,6.90875477931522,1,1,0,6,0,1,3,671.0
11,2.4849066497880004,2,1,4,1,-2,1.0986122886681098,-1,1,1,3,5,8,1,0.6931471805599453,1,0,1,1,1,1,2508,7.827639546366422,1,0,3,2,8,1,5,1.0
19,2.995732273553991,1,4,5,9,2,1.0986122886681098,1,1,2,2,2,2,6,1.9459101490553132,1,1,0,1,6,6,1000,6.90875477931522,1,1,0,6,0,1,2,781.0
11,2.4849066497880004,2,1,4,1,6,1.9459101490553132,1,1,0,1,6,6,-3,1.3862943611198906,-1,0,0,2,4,7,10000,9.210440366976517,1,1,0,4,0,1,1,2181.0
7,2.0794415416798357,1,2,0,7,1,0.6931471805599453,1,0,1,1,1,1,-4,1.6094379124341003,-1,1,2,1,3,6,4090,8.316544717929398,1,1,0,2,0,1,3,181.0
11,2.4849066497880004,2,1,4,1,3,1.3862943611198906,1,0,0,3,3,3,1,0.6931471805599453,1,0,1,1,1,1,556,6.322565239927284,1,1,1,3,6,1,3,125.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,-2,1.0986122886681098,-1,1,1,3,5,8,1692,7.4342573821331355,1,0,2,5,2,1,3,895.0
7,2.0794415416798357,1,2,0,7,0,0.0,0,1,0,0,0,0,-5,1.791759469228055,-1,0,1,0,2,5,10000,9.210440366976517,1,1,0,4,0,1,1,9531.0
17,2.8903717578961645,2,2,3,7,5,1.791759469228055,1,0,2,0,5,5,0,0.0,0,1,0,0,0,0,1000,6.90875477931522,1,1,0,6,0,1,1,281.0
13,2.6390573296152584,1,3,6,3,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,10000,9.210440366976517,1,1,0,4,0,1,3,2481.0
17,2.8903717578961645,2,2,3,7,-2,1.0986122886681098,-1,1,1,3,5,8,5,1.791759469228055,1,0,2,0,5,5,1000,6.90875477931522,1,1,0,6,0,1,2,921.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,6,1.9459101490553132,1,1,0,1,6,6,4222,8.348301054933943,1,1,2,1,2,1,0,741.0
23,3.1780538303479458,2,3,2,3,0,0.0,0,1,0,0,0,0,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,1,533.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,1000,6.90875477931522,1,1,0,6,0,1,3,41.0
19,2.995732273553991,1,4,5,9,2,1.0986122886681098,1,1,2,2,2,2,-5,1.791759469228055,-1,0,1,0,2,5,1000,6.90875477931522,1,1,0,6,0,1,2,67.0
17,2.8903717578961645,2,2,3,7,4,1.6094379124341003,1,1,1,4,4,4,4,1.6094379124341003,1,1,1,4,4,4,1658,7.413970290190444,1,2,3,6,8,1,1,1289.0
5,1.791759469228055,2,0,5,5,-5,1.791759469228055,-1,0,1,0,2,5,-5,1.791759469228055,-1,0,1,0,2,5,10000,9.210440366976517,1,1,0,4,0,5,6,3751.0
23,3.1780538303479458,2,3,2,3,-4,1.6094379124341003,-1,1,2,1,3,6,-4,1.6094379124341003,-1,1,2,1,3,6,1420,7.259116128097101,1,1,0,6,0,1,3,441.0
11,2.4849066497880004,2,1,4,1,-5,1.791759469228055,-1,0,1,0,2,5,5,1.791759469228055,1,0,2,0,5,5,4350,8.37816098272068,1,0,0,3,0,1,3,2191.0
7,2.0794415416798357,1,2,0,7,2,1.0986122886681098,1,1,2,2,2,2,-3,1.3862943611198906,-1,0,0,2,4,7,1000,6.90875477931522,1,1,0,6,0,1,1,93.0
23,3.1780538303479458,2,3,2,3,1,0.6931471805599453,1,0,1,1,1,1,3,1.3862943611198906,1,0,0,3,3,3,3174,8.063062911326792,1,0,4,3,4,1,5,1427.0
13,2.6390573296152584,1,3,6,3,6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,1,0,1,6,6,10000,9.210440366976517,1,1,0,4,0,1,1,401.0
17,2.8903717578961645,2,2,3,7,5,1.791759469228055,1,0,2,0,5,5,2,1.0986122886681098,1,1,2,2,2,2,1000,6.90875477931522,1,1,0,6,0,1,2,531.0
11,2.4849066497880004,2,1,4,1,1,0.6931471805599453,1,0,1,1,1,1,-3,1.3862943611198906,-1,0,0,2,4,7,3654,8.203851372183879,1,0,4,0,4,1,4,143.0
13,2.6390573296152584,1,3,6,3,6,1.9459101490553132,1,1,0,1,6,6,-4,1.6094379124341003,-1,1,2,1,3,6,2822,7.945555428253489,1,2,2,1,2,1,0,2309.0
19,2.995732273553991,1,4,5,9,3,1.3862943611198906,1,0,0,3,3,3,-1,0.6931471805599453,-1,0,2,4,6,9,1316,7.183111701743281,1,2,1,0,6,1,3,985.0
5,1.791759469228055,2,0,5,5,1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,1,2,2,2,2,4948,8.506940814951886,1,1,3,6,8,1,4,11.0
13,2.6390573296152584,1,3,6,3,-1,0.6931471805599453,-1,0,2,4,6,9,-3,1.3862943611198906,-1,0,0,2,4,7,1000,6.90875477931522,1,1,0,6,0,1,3,153.0
