slot_threshold_count,slot_threshold_count_abs_log1p,slot_threshold_count_sign,slot_threshold_count_is_even,slot_threshold_count_mod3,slot_threshold_count_mod5,slot_threshold_count_mod7,slot_threshold_count_mod10,slot_base_min,slot_base_min_abs_log1p,slot_base_min_is_even,slot_base_min_mod3,slot_base_min_mod5,slot_base_min_mod7,slot_base_min_mod10,gcd_all,n_multiple_pairs,y
23,3.1780538303479458,1,0,2,3,2,3,2122,7.660585461703256,1,1,2,1,2,1,0,2311.0
13,2.6390573296152584,1,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,1,0,211.0
40,3.713572066704308,1,1,1,0,5,0,5828,8.67060073804555,1,2,3,4,8,4,0,30031.0
12,2.5649493574615367,1,1,0,2,5,2,157,5.062595033026967,0,1,2,3,7,1,0,211.0
19,2.995732273553991,1,0,1,4,5,9,1846,7.52131798019924,1,1,1,5,6,1,0,2311.0
21,3.091042453358316,1,0,0,1,0,1,2063,7.6324011266014535,0,2,3,5,3,1,0,2311.0
14,2.70805020110221,1,1,2,4,0,4,51,3.9512437185814275,0,0,1,2,1,1,0,211.0
24,3.2188758248682006,1,1,0,4,3,4,1730,7.456454555176209,1,2,0,1,0,2,0,2311.0
10,2.3978952727983707,1,1,1,0,3,0,150,5.017279836814924,1,0,0,3,0,10,1,211.0
7,2.0794415416798357,1,0,1,2,0,7,188,5.241747015059643,1,2,3,6,8,1,0,211.0
18,2.9444389791664403,1,1,0,3,4,8,1213,7.101675971619444,0,1,3,2,3,1,0,2311.0
3,1.3862943611198906,1,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,3,1,31.0
20,3.044522437723423,1,1,2,0,6,0,682,6.52649485957079,1,1,2,3,2,2,0,2311.0
19,2.995732273553991,1,0,1,4,5,9,1185,7.078341579557671,0,0,0,2,5,1,0,2311.0
26,3.295836866004329,1,1,2,1,5,6,1781,7.485491608030754,0,2,1,3,1,13,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,12797,9.457044187699406,0,2,2,1,7,1,0,30031.0
39,3.6888794541139363,1,0,0,4,4,9,28725,10.265557914991769,0,0,0,4,5,3,0,30031.0
35,3.58351893845611,1,0,2,0,0,5,27071,10.20625526240595,0,2,1,2,1,1,0,30031.0
8,2.1972245773362196,1,1,2,3,1,8,134,4.90527477843843,1,2,4,1,4,2,0,211.0
33,3.5263605246161616,1,0,0,3,5,3,15063,9.620063070336988,0,0,3,6,3,3,0,30031.0
39,3.6888794541139363,1,0,0,4,4,9,12549,9.43747594455993,0,0,4,5,9,3,0,30031.0
29,3.4011973816621555,1,0,2,4,1,9,1083,6.988413181999592,0,0,3,5,3,1,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,7025,8.857372832825773,0,2,0,4,5,1,0,30031.0
6,1.9459101490553132,1,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,3,1,31.0
30,3.4339872044851463,1,1,0,0,2,0,1705,7.441906728051625,0,1,0,4,5,5,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,441,6.091309882077698,0,0,1,0,1,1,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,16189,9.69214904667168,0,1,4,5,9,1,0,30031.0
10,2.3978952727983707,1,1,1,0,3,0,84,4.442651256490317,1,0,4,0,4,2,0,211.0
10,2.3978952727983707,1,1,1,0,3,0,161,5.087596335232384,0,2,1,0,1,1,0,211.0
14,2.70805020110221,1,1,2,4,0,4,50,3.9318256327243257,1,2,0,1,0,2,0,211.0
7,2.0794415416798357,1,0,1,2,0,7,52,3.970291913552122,1,1,2,3,2,1,0,211.0
28,3.367295829986474,1,1,1,3,0,8,1619,7.3901814282264295,0,2,4,2,9,1,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,11749,9.371608519572305,0,1,4,3,9,1,0,30031.0
33,3.5263605246161616,1,0,0,3,5,3,15454,9.645687854566217,1,1,4,5,4,1,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,607,6.410174881966167,0,1,2,5,7,1,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,2042,7.622174594817622,1,2,2,5,2,2,0,2311.0
33,3.5263605246161616,1,0,0,3,5,3,19246,9.865110483415124,1,1,1,3,6,1,0,30031.0
22,3.1354942159291497,1,1,1,2,1,2,815,6.704414354964107,0,2,0,3,5,1,0,2311.0
12,2.5649493574615367,1,1,0,2,5,2,33,3.5263605246161616,0,0,3,5,3,3,0,211.0
11,2.4849066497880004,1,0,2,1,4,1,120,4.795790545596741,1,0,0,1,0,1,0,211.0
40,3.713572066704308,1,1,1,0,5,0,26215,10.17412519037865,0,1,0,0,5,5,0,30031.0
24,3.2188758248682006,1,1,0,4,3,4,1265,7.143617602704121,0,2,0,5,5,1,0,2311.0
11,2.4849066497880004,1,0,2,1,4,1,189,5.247024072160486,0,0,4,0,9,1,0,211.0
14,2.70805020110221,1,1,2,4,0,4,97,4.584967478670572,0,1,2,6,7,1,0,211.0
3,1.3862943611198906,1,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1,0,31.0
13,2.6390573296152584,1,0,1,3,6,3,183,5.214935757608986,0,0,3,1,3,1,0,211.0
38,3.6635616461296463,1,1,2,3,3,8,19542,9.880372445030076,1,0,2,5,2,2,0,30031.0
37,3.6375861597263857,1,0,1,2,2,7,2724,7.9102237070973445,1,0,4,1,4,1,0,30031.0
3,1.3862943611198906,1,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,1,0,31.0
10,2.3978952727983707,1,1,1,0,3,0,40,3.713572066704308,1,1,0,5,0,10,1,211.0
9,2.302585092994046,1,0,0,4,2,9,32,3.4965075614664802,1,2,2,4,2,1,0,211.0
38,3.6635616461296463,1,1,2,3,3,8,14481,9.580661777948766,0,0,1,5,1,1,0,30031.0
25,3.258096538021482,1,0,1,0,4,5,1648,7.407924322559599,1,1,3,3,8,1,0,2311.0
3,1.3862943611198906,1,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,1,31.0
20,3.044522437723423,1,1,2,0,6,0,680,6.523562306149512,1,2,0,1,0,20,1,2311.0
6,1.9459101490553132,1,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,0,31.0
20,3.044522437723423,1,1,2,0,6,0,2177,7.686162303492906,0,2,2,0,7,1,0,2311.0
31,3.4657359027997265,1,0,1,1,3,1,2830,7.9483852851118995,1,1,0,2,0,1,0,30031.0
23,3.1780538303479458,1,0,2,3,2,3,1329,7.1929342212158,0,0,4,6,9,1,0,2311.0
19,2.995732273553991,1,0,1,4,5,9,250,5.5254529391317835,1,1,0,5,0,1,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,20307,9.918770176067286,0,0,2,0,7,7,0,30031.0
30,3.4339872044851463,1,1,0,0,2,0,1703,7.440733707389261,0,2,3,2,3,1,0,2311.0
17,2.8903717578961645,1,0,2,2,3,7,1890,7.544861068658458,1,0,0,0,0,1,0,2311.0
22,3.1354942159291497,1,1,1,2,1,2,1106,7.009408932708637,1,2,1,0,6,2,0,2311.0
6,1.9459101490553132,1,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,1,0,31.0
3,1.3862943611198906,1,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,1,0,31.0
12,2.5649493574615367,1,1,0,2,5,2,173,5.159055299214529,0,2,3,5,3,1,0,211.0
19,2.995732273553991,1,0,1,4,5,9,1948,7.575071699507561,1,1,3,2,8,1,0,2311.0
15,2.772588722239781,1,0,0,0,1,5,1175,7.069874128458572,0,2,0,6,5,5,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,475,6.16541785423142,0,1,0,6,5,1,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,268,5.594711379601839,1,1,3,2,8,2,0,2311.0
38,3.6635616461296463,1,1,2,3,3,8,2715,7.906915488678587,0,0,0,6,5,1,0,30031.0
12,2.5649493574615367,1,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,12,1,211.0
9,2.302585092994046,1,0,0,4,2,9,154,5.043425116919247,1,1,4,0,4,1,0,211.0
25,3.258096538021482,1,0,1,0,4,5,1358,7.214504414151143,1,2,3,0,8,1,0,2311.0
11,2.4849066497880004,1,0,2,1,4,1,77,4.356708826689592,0,2,2,0,7,11,1,211.0
12,2.5649493574615367,1,1,0,2,5,2,61,4.127134385045092,0,1,1,5,1,1,0,211.0
14,2.70805020110221,1,1,2,4,0,4,46,3.8501476017100584,1,1,1,4,6,2,0,211.0
35,3.58351893845611,1,0,2,0,0,5,8339,9.028818495352793,0,2,4,2,9,1,0,30031.0
16,2.833213344056216,1,1,1,1,2,6,1264,7.142827401161621,1,1,4,4,4,16,1,2311.0
6,1.9459101490553132,1,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,3,0,31.0
25,3.258096538021482,1,0,1,0,4,5,591,6.3835066348840055,0,0,1,3,1,1,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,23898,10.08159189604006,1,0,3,0,8,7,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,14358,9.572132202294377,1,0,3,1,8,2,0,30031.0
14,2.70805020110221,1,1,2,4,0,4,107,4.68213122712422,0,2,2,2,7,1,0,211.0
7,2.0794415416798357,1,0,1,2,0,7,101,4.624972813284271,0,2,1,3,1,1,0,211.0
35,3.58351893845611,1,0,2,0,0,5,24698,10.114518035966535,1,2,3,2,8,1,0,30031.0
21,3.091042453358316,1,0,0,1,0,1,1287,7.160845906664299,0,0,2,6,7,3,0,2311.0
12,2.5649493574615367,1,1,0,2,5,2,93,4.543294782270004,0,0,3,2,3,3,0,211.0
37,3.6375861597263857,1,0,1,2,2,7,284,5.652489180268651,1,2,4,4,4,1,0,30031.0
7,2.0794415416798357,1,0,1,2,0,7,73,4.30406509320417,0,1,3,3,3,1,0,211.0
21,3.091042453358316,1,0,0,1,0,1,145,4.983606621708336,0,1,0,5,5,1,0,2311.0
8,2.1972245773362196,1,1,2,3,1,8,154,5.043425116919247,1,1,4,0,4,2,0,211.0
2,1.0986122886681098,1,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1,0,7.0
33,3.5263605246161616,1,0,0,3,5,3,533,6.280395838960195,0,2,3,1,3,1,0,30031.0
12,2.5649493574615367,1,1,0,2,5,2,45,3.828641396489095,0,0,0,3,5,3,0,211.0
28,3.367295829986474,1,1,1,3,0,8,419,6.040254711277414,0,2,4,6,9,1,0,2311.0
26,3.295836866004329,1,1,2,1,5,6,1418,7.257707677160043,1,2,3,4,8,2,0,2311.0
12,2.5649493574615367,1,1,0,2,5,2,137,4.927253685157205,0,2,2,4,7,1,0,211.0
18,2.9444389791664403,1,1,0,3,4,8,1958,7.580189417944541,1,2,3,5,8,2,0,2311.0
10,2.3978952727983707,1,1,1,0,3,0,188,5.241747015059643,1,2,3,6,8,2,0,211.0
34,3.5553480614894135,1,1,1,4,6,4,19773,9.892123222457078,0,0,3,5,3,1,0,30031.0
36,3.6109179126442243,1,1,0,1,1,6,20770,9.941313062076109,1,1,0,1,0,2,0,30031.0
9,2.302585092994046,1,0,0,4,2,9,59,4.0943445622221,0,2,4,3,9,1,0,211.0
29,3.4011973816621555,1,0,2,4,1,9,1036,6.9440872082295275,1,1,1,0,6,1,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,63,4.1588830833596715,0,0,3,0,3,9,1,211.0
39,3.6888794541139363,1,0,0,4,4,9,25260,10.137016983402756,1,0,0,4,0,3,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,23375,10.05946513399048,0,2,0,2,5,17,0,30031.0
8,2.1972245773362196,1,1,2,3,1,8,180,5.198497031265826,1,0,0,5,0,4,0,211.0
23,3.1780538303479458,1,0,2,3,2,3,1576,7.3632795869630385,1,1,1,1,6,1,0,2311.0
25,3.258096538021482,1,0,1,0,4,5,2252,7.720017940432244,1,2,2,5,2,1,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,11197,9.323490469908839,0,1,2,4,7,1,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,1556,7.350516171833998,1,2,1,2,6,1,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,91,4.5217885770490405,0,1,1,0,1,1,0,211.0
1,0.6931471805599453,1,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,1,7.0
25,3.258096538021482,1,0,1,0,4,5,693,6.542471960506805,0,0,3,0,3,1,0,2311.0
37,3.6375861597263857,1,0,1,2,2,7,4920,8.501267040865978,1,0,0,6,0,1,0,30031.0
35,3.58351893845611,1,0,2,0,0,5,6218,8.735364401103888,1,2,3,2,8,1,0,30031.0
12,2.5649493574615367,1,1,0,2,5,2,127,4.852030263919617,0,1,2,1,7,1,0,211.0
22,3.1354942159291497,1,1,1,2,1,2,2151,7.674152921281675,0,0,1,2,1,1,0,2311.0
27,3.332204510175204,1,0,0,2,6,7,1498,7.312553498102598,1,1,3,0,8,1,0,2311.0
29,3.4011973816621555,1,0,2,4,1,9,2048,7.6251071482389,1,2,3,4,8,1,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,944,6.851184927493743,1,2,4,6,4,1,0,30031.0
17,2.8903717578961645,1,0,2,2,3,7,1595,7.3752557780097545,0,2,0,6,5,1,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,2101,7.650644551436897,0,1,1,1,1,1,0,2311.0
4,1.6094379124341003,1,1,1,4,4,4,26,3.295836866004329,1,2,1,5,6,2,0,31.0
21,3.091042453358316,1,0,0,1,0,1,1952,7.577121930876679,1,2,2,6,2,1,0,2311.0
33,3.5263605246161616,1,0,0,3,5,3,28616,10.261756225813318,1,2,1,0,6,1,0,30031.0
12,2.5649493574615367,1,1,0,2,5,2,124,4.8283137373023015,1,1,4,5,4,4,0,211.0
8,2.1972245773362196,1,1,2,3,1,8,67,4.219507705176107,0,1,2,4,7,1,0,211.0
8,2.1972245773362196,1,1,2,3,1,8,190,5.25227342804663,1,1,0,1,0,2,0,211.0
8,2.1972245773362196,1,1,2,3,1,8,153,5.0369526024136295,0,0,3,6,3,1,0,211.0
36,3.6109179126442243,1,1,0,1,1,6,28612,10.261616438987998,1,1,2,3,2,4,0,30031.0
33,3.5263605246161616,1,0,0,3,5,3,2714,7.906547232368036,1,2,4,5,4,1,0,30031.0
7,2.0794415416798357,1,0,1,2,0,7,140,4.948759890378168,1,2,0,0,0,7,1,211.0
36,3.6109179126442243,1,1,0,1,1,6,28303,10.250758416399567,0,1,3,2,3,1,0,30031.0
28,3.367295829986474,1,1,1,3,0,8,1311,7.179307969504034,0,0,1,2,1,1,0,2311.0
25,3.258096538021482,1,0,1,0,4,5,128,4.859812404361672,1,2,3,2,8,1,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,738,6.6052979209482015,1,0,3,3,8,1,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,2915,7.977968093128549,0,2,0,3,5,1,0,30031.0
19,2.995732273553991,1,0,1,4,5,9,603,6.403574197934815,0,0,3,1,3,1,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,584,6.371611847231857,1,2,4,3,4,4,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,1991,7.596894438144544,0,2,1,3,1,1,0,2311.0
36,3.6109179126442243,1,1,0,1,1,6,1816,7.504942068396171,1,1,1,3,6,4,0,30031.0
6,1.9459101490553132,1,1,0,1,6,6,28,3.367295829986474,1,1,3,0,8,2,0,31.0
37,3.6375861597263857,1,0,1,2,2,7,7777,8.959054514715692,0,1,2,0,7,1,0,30031.0
5,1.791759469228055,1,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,1,0,31.0
16,2.833213344056216,1,1,1,1,2,6,656,6.48768401848461,1,2,1,5,6,16,1,2311.0
8,2.1972245773362196,1,1,2,3,1,8,46,3.8501476017100584,1,1,1,4,6,2,0,211.0
26,3.295836866004329,1,1,2,1,5,6,885,6.786716950605081,0,0,0,3,5,1,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,3595,8.18757739559151,0,1,0,4,5,1,0,30031.0
16,2.833213344056216,1,1,1,1,2,6,515,6.246106765481563,0,2,0,4,5,1,0,2311.0
7,2.0794415416798357,1,0,1,2,0,7,204,5.3230099791384085,1,0,4,1,4,1,0,211.0
36,3.6109179126442243,1,1,0,1,1,6,2762,7.924072324923417,1,2,2,4,2,2,0,30031.0
40,3.713572066704308,1,1,1,0,5,0,9016,9.106866963499908,1,1,1,0,6,8,0,30031.0
33,3.5263605246161616,1,0,0,3,5,3,3104,8.040768994367578,1,2,4,3,4,1,0,30031.0
32,3.4965075614664802,1,1,2,2,4,2,27293,10.21442217679806,0,2,3,0,3,1,0,30031.0
8,2.1972245773362196,1,1,2,3,1,8,60,4.110873864173311,1,0,0,4,0,4,0,211.0
11,2.4849066497880004,1,0,2,1,4,1,167,5.123963979403259,0,2,2,6,7,1,0,211.0
26,3.295836866004329,1,1,2,1,5,6,1799,7.495541943884256,0,2,4,0,9,1,0,2311.0
26,3.295836866004329,1,1,2,1,5,6,936,6.842683282238422,1,0,1,5,6,26,1,2311.0
9,2.302585092994046,1,0,0,4,2,9,193,5.267858159063328,0,1,3,4,3,1,0,211.0
33,3.5263605246161616,1,0,0,3,5,3,24870,10.12145774507634,1,0,0,6,0,3,0,30031.0
12,2.5649493574615367,1,1,0,2,5,2,123,4.820281565605037,0,0,3,4,3,3,0,211.0
11,2.4849066497880004,1,0,2,1,4,1,93,4.543294782270004,0,0,3,2,3,1,0,211.0
9,2.302585092994046,1,0,0,4,2,9,129,4.867534450455582,0,0,4,3,9,3,0,211.0
35,3.58351893845611,1,0,2,0,0,5,2872,7.96311205897929,1,1,2,2,2,1,0,30031.0
31,3.4657359027997265,1,0,1,1,3,1,4677,8.450625947144124,0,0,2,1,7,1,0,30031.0
28,3.367295829986474,1,1,1,3,0,8,1948,7.575071699507561,1,1,3,2,8,4,0,2311.0
19,2.995732273553991,1,0,1,4,5,9,1037,6.945051063725834,0,2,2,1,7,1,0,2311.0
18,2.9444389791664403,1,1,0,3,4,8,1091,6.9957661563048505,0,2,1,6,1,1,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,745,6.61472560020376,0,1,0,3,5,5,0,2311.0
39,3.6888794541139363,1,0,0,4,4,9,880,6.78105762593618,1,1,0,5,0,1,0,30031.0
6,1.9459101490553132,1,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,6,1,31.0
32,3.4965075614664802,1,1,2,2,4,2,10162,9.226508953137767,1,1,2,5,2,2,0,30031.0
16,2.833213344056216,1,1,1,1,2,6,1047,6.954638864880987,0,0,2,4,7,1,0,2311.0
33,3.5263605246161616,1,0,0,3,5,3,9604,9.170039075202657,1,1,4,0,4,1,0,30031.0
4,1.6094379124341003,1,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,1,0,31.0
17,2.8903717578961645,1,0,2,2,3,7,68,4.23410650459726,1,2,3,5,8,17,1,2311.0
31,3.4657359027997265,1,0,1,1,3,1,6209,8.733916174927524,0,2,4,0,9,1,0,30031.0
19,2.995732273553991,1,0,1,4,5,9,1820,7.507141079727608,1,2,0,0,0,1,0,2311.0
1,0.6931471805599453,1,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1,1,7.0
26,3.295836866004329,1,1,2,1,5,6,1251,7.132497551660044,0,0,1,5,1,1,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,81,4.406719247264253,0,0,1,4,1,9,1,211.0
21,3.091042453358316,1,0,0,1,0,1,102,4.634728988229636,1,0,2,4,2,3,0,2311.0
40,3.713572066704308,1,1,1,0,5,0,29644,10.297048756141468,1,1,4,6,4,4,0,30031.0
6,1.9459101490553132,1,1,0,1,6,6,18,2.9444389791664403,1,0,3,4,8,6,1,31.0
19,2.995732273553991,1,0,1,4,5,9,1796,7.493873886783559,1,2,1,4,6,1,0,2311.0
5,1.791759469228055,1,0,2,0,5,5,28,3.367295829986474,1,1,3,0,8,1,0,31.0
14,2.70805020110221,1,1,2,4,0,4,210,5.351858133476067,1,0,0,0,0,14,1,211.0
32,3.4965075614664802,1,1,2,2,4,2,3225,8.078998258685154,0,0,0,5,5,1,0,30031.0
18,2.9444389791664403,1,1,0,3,4,8,1188,7.080867896690782,1,0,3,5,8,18,1,2311.0
31,3.4657359027997265,1,0,1,1,3,1,5972,8.695004592732307,1,2,2,1,2,1,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,20127,9.909867159500168,0,0,2,2,7,1,0,30031.0
10,2.3978952727983707,1,1,1,0,3,0,127,4.852030263919617,0,1,2,1,7,1,0,211.0
38,3.6635616461296463,1,1,2,3,3,8,11094,9.314249835366695,1,0,4,6,4,2,0,30031.0
38,3.6635616461296463,1,1,2,3,3,8,9067,9.11250701162742,0,1,2,2,7,1,0,30031.0
39,3.6888794541139363,1,0,0,4,4,9,712,6.569481420414296,1,1,2,5,2,1,0,30031.0
20,3.044522437723423,1,1,2,0,6,0,1884,7.541683099882111,1,0,4,1,4,4,0,2311.0
5,1.791759469228055,1,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,1,0,31.0
16,2.833213344056216,1,1,1,1,2,6,705,6.559615237493242,0,0,0,5,5,1,0,2311.0
32,3.4965075614664802,1,1,2,2,4,2,6362,8.758255243232792,1,2,2,6,2,2,0,30031.0
34,3.5553480614894135,1,1,1,4,6,4,18903,9.847128818866743,0,0,3,3,3,1,0,30031.0
21,3.091042453358316,1,0,0,1,0,1,700,6.55250788703459,1,1,0,0,0,7,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,1371,7.22402480828583,0,0,1,6,1,1,0,2311.0
15,2.772588722239781,1,0,0,0,1,5,385,5.955837369464831,0,1,0,0,5,5,0,2311.0
7,2.0794415416798357,1,0,1,2,0,7,21,3.091042453358316,0,0,1,0,1,7,1,211.0
38,3.6635616461296463,1,1,2,3,3,8,4383,8.385716828627851,0,0,3,1,3,1,0,30031.0
8,2.1972245773362196,1,1,2,3,1,8,50,3.9318256327243257,1,2,0,1,0,2,0,211.0
13,2.6390573296152584,1,0,1,3,6,3,18,2.9444389791664403,1,0,3,4,8,1,0,211.0
24,3.2188758248682006,1,1,0,4,3,4,388,5.963579343618446,1,1,3,3,8,4,0,2311.0
36,3.6109179126442243,1,1,0,1,1,6,3058,8.025843344150903,1,1,3,6,8,2,0,30031.0
40,3.713572066704308,1,1,1,0,5,0,22991,10.042901608318806,0,2,1,3,1,1,0,30031.0
14,2.70805020110221,1,1,2,4,0,4,29,3.4011973816621555,0,2,4,1,9,1,0,211.0
32,3.4965075614664802,1,1,2,2,4,2,21404,9.971379818579047,1,2,4,5,4,4,0,30031.0
20,3.044522437723423,1,1,2,0,6,0,1940,7.57095858316901,1,2,0,1,0,20,1,2311.0
23,3.1780538303479458,1,0,2,3,2,3,2014,7.608374474380783,1,1,4,5,4,1,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,2276,7.7306140660637395,1,2,1,1,6,1,0,2311.0
5,1.791759469228055,1,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,1,0,31.0
16,2.833213344056216,1,1,1,1,2,6,1452,7.2813856635702825,1,0,2,3,2,4,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,714,6.5722825426940075,1,0,4,0,4,2,0,2311.0
22,3.1354942159291497,1,1,1,2,1,2,505,6.226536669287466,0,1,0,1,5,1,0,2311.0
33,3.5263605246161616,1,0,0,3,5,3,15046,9.618933914758879,1,1,1,3,6,1,0,30031.0
21,3.091042453358316,1,0,0,1,0,1,445,6.100318952020064,0,1,0,4,5,1,0,2311.0
21,3.091042453358316,1,0,0,1,0,1,243,5.497168225293202,0,0,3,5,3,3,0,2311.0
15,2.772588722239781,1,0,0,0,1,5,1102,7.005789019253503,1,1,2,3,2,1,0,2311.0
20,3.044522437723423,1,1,2,0,6,0,956,6.863803391452954,1,2,1,4,6,4,0,2311.0
9,2.302585092994046,1,0,0,4,2,9,179,5.19295685089021,0,2,4,4,9,1,0,211.0
3,1.3862943611198906,1,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,0,31.0
15,2.772588722239781,1,0,0,0,1,5,2118,7.6586995582682995,1,0,3,4,8,3,0,2311.0
19,2.995732273553991,1,0,1,4,5,9,1020,6.928537818164665,1,0,0,5,0,1,0,2311.0
35,3.58351893845611,1,0,2,0,0,5,14053,9.550662331752143,0,1,3,4,3,1,0,30031.0
30,3.4339872044851463,1,1,0,0,2,0,238,5.476463551931511,1,1,3,0,8,2,0,2311.0
31,3.4657359027997265,1,0,1,1,3,1,26924,10.20081050202459,1,2,4,2,4,1,0,30031.0
20,3.044522437723423,1,1,2,0,6,0,2136,7.667158255319148,1,0,1,1,6,4,0,2311.0
24,3.2188758248682006,1,1,0,4,3,4,2236,7.71289096149013,1,1,1,3,6,4,0,2311.0
19,2.995732273553991,1,0,1,4,5,9,1785,7.487733761436444,0,0,0,0,5,1,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,1971,7.586803535162581,0,0,1,4,1,1,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,27920,10.23713437285382,1,2,0,4,0,2,0,30031.0
33,3.5263605246161616,1,0,0,3,5,3,142,4.962844630259907,1,1,2,2,2,1,0,30031.0
19,2.995732273553991,1,0,1,4,5,9,1923,7.562161631225652,0,0,3,5,3,1,0,2311.0
17,2.8903717578961645,1,0,2,2,3,7,772,6.650279048587422,1,1,2,2,2,1,0,2311.0
3,1.3862943611198906,1,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,1,0,31.0
17,2.8903717578961645,1,0,2,2,3,7,1964,7.583247524303362,1,2,4,4,4,1,0,2311.0
19,2.995732273553991,1,0,1,4,5,9,906,6.810142450115136,1,0,1,3,6,1,0,2311.0
31,3.4657359027997265,1,0,1,1,3,1,1818,7.506042178518122,1,0,3,5,8,1,0,30031.0
31,3.4657359027997265,1,0,1,1,3,1,16195,9.692519577152051,0,1,0,4,5,1,0,30031.0
2,1.0986122886681098,1,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1,0,7.0
18,2.9444389791664403,1,1,0,3,4,8,805,6.692083742506628,0,1,0,0,5,1,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,7229,8.88599431515281,0,2,4,5,9,1,0,30031.0
27,3.332204510175204,1,0,0,2,6,7,1290,7.1631723908466425,1,0,0,2,0,3,0,2311.0
16,2.833213344056216,1,1,1,1,2,6,1758,7.472500744737558,1,0,3,1,8,2,0,2311.0
11,2.4849066497880004,1,0,2,1,4,1,31,3.4657359027997265,0,1,1,3,1,1,0,211.0
40,3.713572066704308,1,1,1,0,5,0,23813,10.07802892201112,0,2,3,6,3,1,0,30031.0
18,2.9444389791664403,1,1,0,3,4,8,1850,7.523481312573497,1,2,0,2,0,2,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,2012,7.607381425639791,1,2,2,3,2,4,0,2311.0
23,3.1780538303479458,1,0,2,3,2,3,722,6.583409222158765,1,2,2,1,2,1,0,2311.0
34,3.5553480614894135,1,1,1,4,6,4,25303,10.138717764985484,0,1,3,5,3,1,0,30031.0
28,3.367295829986474,1,1,1,3,0,8,339,5.8289456176102075,0,0,4,3,9,1,0,2311.0
25,3.258096538021482,1,0,1,0,4,5,1740,7.462214939768189,1,0,0,4,0,5,0,2311.0
28,3.367295829986474,1,1,1,3,0,8,1996,7.599401333415815,1,1,1,1,6,4,0,2311.0
36,3.6109179126442243,1,1,0,1,1,6,2995,8.005033344637111,0,1,0,6,5,1,0,30031.0
23,3.1780538303479458,1,0,2,3,2,3,2140,7.669028288589683,1,1,0,5,0,1,0,2311.0
11,2.4849066497880004,1,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,1,0,211.0
30,3.4339872044851463,1,1,0,0,2,0,2004,7.60339933974067,1,0,4,2,4,6,0,2311.0
