slot_first_player,slot_second_player,slot_move1,slot_move1_abs_log1p,slot_move1_is_even,slot_move1_mod3,slot_move1_mod5,slot_move1_mod7,slot_move1_mod10,slot_move2,slot_move2_abs_log1p,slot_move2_is_even,slot_move2_mod3,slot_move2_mod5,slot_move2_mod7,slot_move2_mod10,slot_upper_limit,slot_upper_limit_abs_log1p,slot_upper_limit_is_even,slot_upper_limit_mod3,slot_upper_limit_mod5,slot_upper_limit_mod7,slot_upper_limit_mod10,gcd_all,n_multiple_pairs,y
3,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,3619,8.194229304819817,0,1,4,0,9,1,1,1207.0
3,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,469,6.152732694704104,0,1,4,0,9,1,2,234.0
0,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,1201,7.091742115095153,0,1,1,4,1,1,1,401.0
2,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2047,7.6246189861593985,0,1,2,3,7,1,2,1023.0
4,3,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3106,8.041412909393047,1,1,1,5,6,1,2,1553.0
2,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2107,7.653494909661253,0,1,2,0,7,1,0,903.0
4,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2215,7.703459047867175,0,1,0,3,5,1,2,738.0
2,0,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,2939,7.986164860332727,0,2,4,6,9,1,1,1469.0
3,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1142,7.04141166379481,1,2,2,1,2,2,2,571.0
4,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3028,8.015987811027237,1,1,3,4,8,1,1,1010.0
1,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1963,7.582738488914411,0,1,3,3,3,1,0,785.0
4,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4167,8.335191583433202,0,0,2,2,7,1,1,1389.0
0,0,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2539,7.8399193600125825,0,1,4,5,9,1,1,1269.0
2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4146,8.330140460246382,1,0,1,2,6,1,3,2073.0
4,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,2326,7.752335163302292,1,1,1,2,6,1,1,1034.0
2,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,622,6.434546518787453,1,1,2,6,2,1,2,311.0
3,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1497,7.311886164077165,0,0,2,6,7,1,3,748.0
4,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,296,5.6937321388027,1,2,1,2,6,1,1,98.0
0,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,197,5.288267030694535,0,2,2,1,7,1,0,85.0
3,2,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,2069,7.635303886259415,0,2,4,4,9,1,1,1035.0
0,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,297,5.697093486505405,0,0,2,3,7,1,1,99.0
1,0,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1576,7.3632795869630385,1,1,1,1,6,1,2,788.0
1,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2922,7.980365765111246,1,0,2,3,2,3,3,974.0
3,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,646,6.472346294500901,1,1,1,2,6,1,2,277.0
1,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1257,7.1372784372603855,0,0,2,4,7,1,2,628.0
2,4,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,4290,8.364275084991524,1,0,0,6,0,3,3,1430.0
4,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2576,7.854381210652365,1,2,1,0,6,1,2,1288.0
2,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3218,8.076826031298808,1,2,3,5,8,1,2,1379.0
4,1,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,4967,8.510772623613315,0,2,2,4,7,1,0,2258.0
1,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,720,6.580639137284949,1,0,0,6,0,1,2,308.0
4,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,3264,8.09101504171053,1,0,4,2,4,1,1,1306.0
1,2,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4519,8.416267272826277,0,1,4,4,9,1,2,2259.0
3,2,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,2687,7.89655270164304,0,2,2,6,7,1,1,1343.0
0,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,3042,8.02059914989697,1,0,2,4,2,1,1,1352.0
4,2,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4588,8.431417414394833,1,1,3,3,8,2,3,1529.0
3,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1921,7.561121589530238,0,1,1,3,1,1,0,769.0
0,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2992,8.0040315078527,1,1,2,3,2,1,0,1122.0
1,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1874,7.536363938404511,1,2,4,5,4,2,2,750.0
1,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,610,6.415096959171596,1,1,0,1,0,1,3,203.0
2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3620,8.19450550976564,1,2,0,1,0,1,3,1448.0
1,3,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4155,8.332308352219117,0,0,0,4,5,1,2,1662.0
1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,1115,7.017506142941256,0,2,0,2,5,1,1,419.0
4,3,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1023,6.931471805599453,0,0,3,1,3,1,1,511.0
2,1,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,1022,6.930494765951626,1,2,2,0,2,2,2,409.0
0,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,768,6.645090969505644,1,0,3,5,8,1,1,341.0
4,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1770,7.479299637782834,1,0,0,6,0,1,2,885.0
0,4,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,4748,8.465689348549121,1,2,3,2,8,1,2,2035.0
4,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,4467,8.404696160189092,0,0,2,1,7,1,2,2233.0
2,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,405,6.0063531596017325,0,0,0,6,5,1,2,135.0
1,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,3869,8.261009786023827,0,2,4,5,9,1,2,1934.0
1,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,358,5.883322388488279,1,1,3,1,8,1,1,154.0
0,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3470,8.152198015861787,1,2,0,5,0,1,2,1487.0
4,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1953,7.577633832602728,0,0,3,0,3,1,3,976.0
0,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1306,7.175489713624222,1,1,1,4,6,1,2,560.0
0,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,942,6.849066282633458,1,0,2,4,2,1,1,404.0
2,1,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,4424,8.39502555744203,1,2,4,0,4,2,2,2212.0
2,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,1667,7.419380582918692,0,2,2,1,7,1,0,715.0
3,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2134,7.666221925662725,1,1,4,6,4,1,2,853.0
3,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2533,7.837554360881084,0,1,3,6,3,1,2,844.0
3,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,4928,8.502891406705377,1,2,3,0,8,1,3,1642.0
0,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3340,8.114025442356757,1,1,0,1,0,1,1,1114.0
4,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2355,7.764720544771477,0,0,0,3,5,1,1,785.0
2,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2857,7.957877358489813,0,1,2,1,7,1,0,1072.0
2,4,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,885,6.786716950605081,0,0,0,3,5,1,1,354.0
1,1,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1434,7.268920128193722,1,0,4,6,4,1,2,717.0
4,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2416,7.790282380703483,1,1,1,1,6,1,0,906.0
1,1,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,666,6.502790045915623,1,0,1,1,6,1,1,296.0
1,4,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,2199,7.696212639346407,0,0,4,1,9,3,2,1100.0
3,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,4617,8.43771698991444,0,0,2,4,7,1,2,1979.0
0,0,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1177,7.071573364211532,0,1,2,1,7,1,1,589.0
1,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,452,6.115892125483034,1,2,2,4,2,1,2,226.0
3,3,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,244,5.501258210544727,1,1,4,6,4,2,2,122.0
2,1,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,4628,8.44009614103127,1,2,3,1,8,1,2,2314.0
3,2,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,3544,8.173293438966228,1,1,4,2,4,1,2,1772.0
1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,926,6.831953565565855,1,2,1,2,6,2,2,309.0
4,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,4332,8.374015421739909,1,0,2,6,2,1,1,1625.0
4,4,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,2705,7.903226808730733,0,2,0,3,5,1,2,1352.0
1,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1071,6.977281341630747,0,0,1,0,1,1,3,535.0
4,4,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,2437,7.798933310041217,0,1,2,1,7,1,0,975.0
2,2,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,238,5.476463551931511,1,1,3,0,8,1,2,102.0
3,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,389,5.966146739123692,0,2,4,4,9,1,2,167.0
4,1,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,3041,8.020270472819238,0,2,1,3,1,1,0,1382.0
4,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1922,7.56164174558878,1,2,2,4,2,2,2,641.0
4,2,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1362,7.217443431696533,1,0,2,4,2,1,2,681.0
4,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,701,6.553933404025811,0,2,1,1,1,1,1,281.0
2,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3498,8.160232492367689,1,0,3,5,8,3,3,1166.0
2,2,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,1433,7.2682230211595655,0,2,3,5,3,1,2,716.0
4,3,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3104,8.040768994367578,1,2,4,3,4,1,3,1034.0
4,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,4043,8.304989580140361,0,2,3,4,3,1,0,1797.0
4,0,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,3349,8.116715624819111,0,1,4,3,9,1,2,1674.0
0,0,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3505,8.16223106548118,0,1,0,5,5,1,1,1169.0
4,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,3124,8.047189562170502,1,1,4,2,4,2,3,1041.0
0,3,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1093,6.9975959829819265,0,1,3,1,3,1,1,547.0
1,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,337,5.823045895483019,0,1,2,1,7,1,1,113.0
0,4,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1613,7.3864708488298945,0,2,3,3,3,1,0,646.0
2,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2719,7.908387159290043,0,1,4,3,9,1,2,1087.0
3,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,131,4.882801922586371,0,2,1,5,1,1,2,65.0
0,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,580,6.364750756851911,1,1,0,6,0,1,3,290.0
4,3,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,3594,8.187299270155147,1,0,4,3,4,1,1,1597.0
0,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,4826,8.481980435660493,1,2,1,3,6,2,2,1931.0
4,2,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,301,5.71042701737487,0,1,1,0,1,1,1,151.0
3,2,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1337,7.198931240688173,0,2,2,0,7,1,3,668.0
3,0,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,3653,8.203577736937952,0,2,3,6,3,1,2,1217.0
4,2,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,2979,7.9996785794994505,0,0,4,4,9,3,2,993.0
2,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2396,7.781973234434385,1,2,1,2,6,1,2,1198.0
4,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,2828,7.947678571301568,1,2,3,0,8,2,2,1131.0
1,3,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,3316,8.106816038947052,1,1,1,5,6,2,2,1327.0
0,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,229,5.438079308923196,0,1,4,5,9,1,2,91.0
0,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1882,7.5406215286571525,1,1,2,6,2,1,3,627.0
2,3,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1132,7.0326242610280065,1,1,2,5,2,1,1,503.0
2,4,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3600,8.188966863648876,1,0,0,2,0,1,3,1543.0
3,2,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,3392,8.129469764784231,1,2,2,4,2,2,3,1357.0
4,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,4947,8.506738733512378,0,0,2,5,7,1,1,1979.0
0,3,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,3704,8.217438537730187,1,2,4,1,4,1,1,1481.0
1,4,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,3267,8.091933455979893,0,0,2,5,7,1,0,1452.0
3,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3166,8.06054004653864,1,1,1,2,6,1,1,1357.0
4,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,998,6.906754778648554,1,2,3,4,8,1,0,428.0
1,1,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,1545,7.343426229147367,0,0,0,5,5,1,1,702.0
2,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,642,6.466144724237619,1,0,2,5,2,1,1,242.0
0,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2552,7.845024417241484,1,2,2,4,2,1,3,850.0
0,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,1522,7.328437352895162,1,1,2,3,2,1,1,609.0
2,0,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1552,7.347943823148687,1,1,2,5,2,1,3,621.0
1,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,948,6.855408798609928,1,0,3,3,8,2,2,379.0
1,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,882,6.78332520060396,1,0,2,0,2,2,2,294.0
3,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,4605,8.43511508038063,0,0,0,6,5,1,1,2094.0
0,1,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,482,6.180016653652572,1,2,2,6,2,1,1,242.0
0,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,3302,8.10258642539079,1,2,2,5,2,1,1,1415.0
3,3,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1396,7.242082359256962,1,1,1,3,6,1,2,698.0
4,4,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,4052,8.307212626628308,1,2,2,6,2,1,2,2026.0
1,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3285,8.097426298597213,0,0,0,2,5,1,3,1642.0
3,0,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,2956,7.9919305198524775,1,1,1,2,6,1,2,1478.0
4,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2651,7.883069351305753,0,2,1,5,1,1,0,995.0
2,0,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2109,7.6544432264701125,0,0,4,2,9,1,0,904.0
4,1,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,4881,8.493310250952906,0,0,1,2,1,1,2,2440.0
4,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,145,4.983606621708336,0,1,0,5,5,1,1,62.0
3,3,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,605,6.406879986069314,0,2,0,3,5,1,0,275.0
0,4,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3990,8.291797105048733,1,0,0,0,0,1,3,1710.0
4,1,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,3536,8.17103418920548,1,2,1,1,6,1,2,1515.0
3,3,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,4108,8.32093496888341,1,1,3,6,8,1,0,1643.0
0,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,1674,7.423568444259167,1,0,4,1,4,1,2,669.0
1,1,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,1127,7.028201432058005,0,2,2,0,7,1,1,451.0
2,0,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,556,6.322565239927284,1,1,1,3,6,2,2,223.0
0,2,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,4445,8.399760094524142,0,2,0,0,5,1,1,2222.0
0,3,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,1794,7.492760300922379,1,0,4,2,4,1,1,797.0
1,0,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,2384,7.776954403322442,1,2,4,4,4,1,1,1193.0
3,2,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,257,5.552959584921617,0,2,2,5,7,1,2,85.0
1,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,4331,8.37378460812088,0,2,1,5,1,1,1,1443.0
4,2,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,2214,7.703007682479236,1,0,4,2,4,1,1,950.0
3,1,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,1096,7.00033446027523,1,1,1,4,6,1,3,365.0
2,2,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,982,6.890609120147166,1,1,2,2,2,1,0,447.0
2,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,4018,8.2987883944492,1,1,3,0,8,1,2,1607.0
3,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,4304,8.367532416861831,1,2,4,6,4,1,1,1436.0
1,1,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1641,7.403670290012373,0,0,1,3,1,3,2,821.0
1,1,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,993,6.901737206656574,0,0,3,6,3,1,1,373.0
0,1,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3917,8.273336598504486,0,2,2,4,7,1,1,1307.0
2,4,1,0.6931471805599453,0,1,1,1,1,2,1.0986122886681098,1,2,2,2,2,2515,7.830425617820331,0,1,0,2,5,1,2,838.0
4,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3722,8.222285073872717,1,2,2,5,2,1,2,1861.0
2,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2785,7.932362154339751,0,1,0,6,5,1,1,929.0
1,4,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,979,6.887552571664617,0,1,4,6,9,1,0,419.0
4,1,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,297,5.697093486505405,0,0,2,3,7,1,1,119.0
0,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3699,8.216088098632316,0,0,4,3,9,1,1,1388.0
1,4,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,3667,8.207401833376355,0,1,2,6,7,1,2,1467.0
1,1,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,4965,8.510369966068112,0,0,0,2,5,1,1,2257.0
4,3,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,3404,8.133000218583613,1,2,4,2,4,2,3,1135.0
0,1,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2371,7.771488760117616,0,1,1,5,1,1,0,1016.0
3,4,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,3385,8.12740456269308,0,1,0,4,5,1,1,1129.0
1,2,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2224,7.707512194600341,1,1,4,5,4,1,0,834.0
1,1,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,778,6.658011045870748,1,1,3,1,8,1,2,311.0
4,2,1,0.6931471805599453,0,1,1,1,1,4,1.6094379124341003,1,1,4,4,4,2788,7.933438387627489,1,1,3,2,8,1,3,1115.0
4,4,1,0.6931471805599453,0,1,1,1,1,5,1.791759469228055,0,2,0,5,5,1284,7.158513997329321,1,0,4,3,4,1,2,642.0
2,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,486,6.18826412308259,1,0,1,3,6,1,1,182.0
4,4,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,2877,7.964850887447313,0,0,2,0,7,1,3,1438.0
3,3,2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,1805,7.498869733976931,0,2,0,6,5,1,1,903.0
3,0,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,4336,8.374938143835367,1,1,1,3,6,1,2,1858.0
2,0,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,4087,8.31581113188354,0,1,2,6,7,1,0,1858.0
1,1,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,3335,8.112527763478637,0,2,0,3,5,1,1,1111.0
4,3,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,3696,8.215276958936633,1,0,1,0,6,1,2,1680.0
4,4,2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,165,5.111987788356544,0,0,0,4,5,1,1,67.0
2,1,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,907,6.811244378601294,0,1,2,4,7,1,0,363.0
3,2,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,2247,7.717796211013582,0,0,2,0,7,1,3,1123.0
1,2,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,178,5.187385805840755,1,1,3,3,8,1,1,76.0
2,1,1,0.6931471805599453,0,1,1,1,1,3,1.3862943611198906,0,0,3,3,3,3572,8.181160858023409,1,2,2,2,2,1,2,1786.0
