slot_R,slot_R_abs_log1p,slot_R_is_even,slot_R_mod3,slot_R_mod5,slot_R_mod7,slot_R_mod10,slot_r,slot_r_abs_log1p,slot_r_is_even,slot_r_mod3,slot_r_mod5,slot_r_mod7,slot_r_mod10,slot_triangle_name,gcd_all,n_multiple_pairs,y
100,4.61512051684126,1,1,0,2,0,26,3.295836866004329,1,2,1,5,6,0,2,0,15600.0
80,4.394449154672439,1,2,0,3,0,14,2.70805020110221,1,2,4,0,4,3,2,0,6720.0
89,4.499809670330265,0,2,4,5,9,28,3.367295829986474,1,1,3,0,8,0,1,0,14952.0
39,3.6888794541139363,0,0,4,4,9,19,2.995732273553991,0,1,4,5,9,2,1,0,4446.0
73,4.30406509320417,0,1,3,3,3,8,2.1972245773362196,1,2,3,1,8,2,1,0,3504.0
64,4.174387269895637,1,1,4,1,4,16,2.833213344056216,1,1,1,2,6,1,16,1,6144.0
64,4.174387269895637,1,1,4,1,4,15,2.772588722239781,0,0,0,1,5,0,1,0,5760.0
38,3.6635616461296463,1,2,3,3,8,13,2.6390573296152584,0,1,3,6,3,2,1,0,2964.0
75,4.330733340286331,0,0,0,5,5,7,2.0794415416798357,0,1,2,0,7,2,1,0,3150.0
96,4.574710978503383,1,0,1,5,6,7,2.0794415416798357,0,1,2,0,7,0,1,0,4032.0
81,4.406719247264253,0,0,1,4,1,30,3.4339872044851463,1,0,0,2,0,2,3,0,14580.0
46,3.8501476017100584,1,1,1,4,6,23,3.1780538303479458,0,2,3,2,3,2,23,1,6348.0
64,4.174387269895637,1,1,4,1,4,8,2.1972245773362196,1,2,3,1,8,1,8,1,3072.0
30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,1,6,1,1080.0
89,4.499809670330265,0,2,4,5,9,11,2.4849066497880004,0,2,1,4,1,3,1,0,5874.0
21,3.091042453358316,0,0,1,0,1,8,2.1972245773362196,1,2,3,1,8,1,1,0,1008.0
36,3.6109179126442243,1,0,1,1,6,10,2.3978952727983707,1,1,0,3,0,3,2,0,2160.0
19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,2,1,0,798.0
61,4.127134385045092,0,1,1,5,1,11,2.4849066497880004,0,2,1,4,1,3,1,0,4026.0
46,3.8501476017100584,1,1,1,4,6,18,2.9444389791664403,1,0,3,4,8,3,2,0,4968.0
96,4.574710978503383,1,0,1,5,6,11,2.4849066497880004,0,2,1,4,1,2,1,0,6336.0
69,4.248495242049359,0,0,4,6,9,18,2.9444389791664403,1,0,3,4,8,1,3,0,7452.0
96,4.574710978503383,1,0,1,5,6,26,3.295836866004329,1,2,1,5,6,0,2,0,14976.0
47,3.871201010907891,0,2,2,5,7,4,1.6094379124341003,1,1,4,4,4,0,1,0,1128.0
89,4.499809670330265,0,2,4,5,9,10,2.3978952727983707,1,1,0,3,0,0,1,0,5340.0
85,4.454347296253507,0,1,0,1,5,26,3.295836866004329,1,2,1,5,6,1,1,0,13260.0
99,4.605170185988092,0,0,4,1,9,22,3.1354942159291497,1,1,2,1,2,2,11,0,13068.0
65,4.189654742026425,0,2,0,2,5,14,2.70805020110221,1,2,4,0,4,2,1,0,5460.0
54,4.007333185232471,1,0,4,5,4,16,2.833213344056216,1,1,1,2,6,1,2,0,5184.0
85,4.454347296253507,0,1,0,1,5,13,2.6390573296152584,0,1,3,6,3,1,1,0,6630.0
93,4.543294782270004,0,0,3,2,3,29,3.4011973816621555,0,2,4,1,9,1,1,0,16182.0
85,4.454347296253507,0,1,0,1,5,8,2.1972245773362196,1,2,3,1,8,3,1,0,4080.0
55,4.02535169073515,0,1,0,6,5,7,2.0794415416798357,0,1,2,0,7,3,1,0,2310.0
90,4.51085950651685,1,0,0,6,0,14,2.70805020110221,1,2,4,0,4,0,2,0,7560.0
95,4.564348191467836,0,2,0,4,5,13,2.6390573296152584,0,1,3,6,3,3,1,0,7410.0
82,4.418840607796598,1,1,2,5,2,27,3.332204510175204,0,0,2,6,7,0,1,0,13284.0
82,4.418840607796598,1,1,2,5,2,23,3.1780538303479458,0,2,3,2,3,2,1,0,11316.0
63,4.1588830833596715,0,0,3,0,3,14,2.70805020110221,1,2,4,0,4,2,7,0,5292.0
55,4.02535169073515,0,1,0,6,5,14,2.70805020110221,1,2,4,0,4,1,1,0,4620.0
78,4.3694478524670215,1,0,3,1,8,12,2.5649493574615367,1,0,2,5,2,1,6,0,5616.0
55,4.02535169073515,0,1,0,6,5,24,3.2188758248682006,1,0,4,3,4,2,1,0,7920.0
54,4.007333185232471,1,0,4,5,4,25,3.258096538021482,0,1,0,4,5,1,1,0,8100.0
61,4.127134385045092,0,1,1,5,1,25,3.258096538021482,0,1,0,4,5,0,1,0,9150.0
100,4.61512051684126,1,1,0,2,0,16,2.833213344056216,1,1,1,2,6,1,4,0,9600.0
34,3.5553480614894135,1,1,4,6,4,8,2.1972245773362196,1,2,3,1,8,0,2,0,1632.0
19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,2,1,0,342.0
59,4.0943445622221,0,2,4,3,9,27,3.332204510175204,0,0,2,6,7,2,1,0,9558.0
61,4.127134385045092,0,1,1,5,1,7,2.0794415416798357,0,1,2,0,7,0,1,0,2562.0
77,4.356708826689592,0,2,2,0,7,30,3.4339872044851463,1,0,0,2,0,2,1,0,13860.0
55,4.02535169073515,0,1,0,6,5,23,3.1780538303479458,0,2,3,2,3,3,1,0,7590.0
89,4.499809670330265,0,2,4,5,9,10,2.3978952727983707,1,1,0,3,0,1,1,0,5340.0
23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,2,1,0,276.0
63,4.1588830833596715,0,0,3,0,3,23,3.1780538303479458,0,2,3,2,3,2,1,0,8694.0
61,4.127134385045092,0,1,1,5,1,18,2.9444389791664403,1,0,3,4,8,1,1,0,6588.0
89,4.499809670330265,0,2,4,5,9,27,3.332204510175204,0,0,2,6,7,3,1,0,14418.0
59,4.0943445622221,0,2,4,3,9,13,2.6390573296152584,0,1,3,6,3,3,1,0,4602.0
66,4.204692619390966,1,0,1,3,6,24,3.2188758248682006,1,0,4,3,4,3,6,0,9504.0
22,3.1354942159291497,1,1,2,1,2,8,2.1972245773362196,1,2,3,1,8,1,2,0,1056.0
66,4.204692619390966,1,0,1,3,6,26,3.295836866004329,1,2,1,5,6,3,2,0,10296.0
55,4.02535169073515,0,1,0,6,5,22,3.1354942159291497,1,1,2,1,2,2,11,0,7260.0
72,4.290459441148391,1,0,2,2,2,19,2.995732273553991,0,1,4,5,9,3,1,0,8208.0
67,4.219507705176107,0,1,2,4,7,27,3.332204510175204,0,0,2,6,7,0,1,0,10854.0
63,4.1588830833596715,0,0,3,0,3,30,3.4339872044851463,1,0,0,2,0,0,3,0,11340.0
29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,0,1,6,6,3,1,0,1044.0
47,3.871201010907891,0,2,2,5,7,15,2.772588722239781,0,0,0,1,5,0,1,0,4230.0
47,3.871201010907891,0,2,2,5,7,2,1.0986122886681098,1,2,2,2,2,2,1,0,564.0
56,4.04305126783455,1,2,1,0,6,10,2.3978952727983707,1,1,0,3,0,2,2,0,3360.0
63,4.1588830833596715,0,0,3,0,3,24,3.2188758248682006,1,0,4,3,4,0,3,0,9072.0
59,4.0943445622221,0,2,4,3,9,25,3.258096538021482,0,1,0,4,5,3,1,0,8850.0
36,3.6109179126442243,1,0,1,1,6,17,2.8903717578961645,0,2,2,3,7,1,1,0,3672.0
53,3.9889840465642745,0,2,3,4,3,26,3.295836866004329,1,2,1,5,6,1,1,0,8268.0
49,3.912023005428146,0,1,4,0,9,23,3.1780538303479458,0,2,3,2,3,0,1,0,6762.0
18,2.9444389791664403,1,0,3,4,8,7,2.0794415416798357,0,1,2,0,7,0,1,0,756.0
54,4.007333185232471,1,0,4,5,4,20,3.044522437723423,1,2,0,6,0,0,2,0,6480.0
81,4.406719247264253,0,0,1,4,1,20,3.044522437723423,1,2,0,6,0,3,1,0,9720.0
68,4.23410650459726,1,2,3,5,8,11,2.4849066497880004,0,2,1,4,1,1,1,0,4488.0
69,4.248495242049359,0,0,4,6,9,1,0.6931471805599453,0,1,1,1,1,1,1,1,414.0
83,4.430816798843313,0,2,3,6,3,28,3.367295829986474,1,1,3,0,8,3,1,0,13944.0
52,3.970291913552122,1,1,2,3,2,14,2.70805020110221,1,2,4,0,4,0,2,0,4368.0
88,4.48863636973214,1,1,3,4,8,25,3.258096538021482,0,1,0,4,5,1,1,0,13200.0
94,4.553876891600541,1,1,4,3,4,12,2.5649493574615367,1,0,2,5,2,1,2,0,6768.0
67,4.219507705176107,0,1,2,4,7,30,3.4339872044851463,1,0,0,2,0,3,1,0,12060.0
95,4.564348191467836,0,2,0,4,5,21,3.091042453358316,0,0,1,0,1,1,1,0,11970.0
81,4.406719247264253,0,0,1,4,1,5,1.791759469228055,0,2,0,5,5,1,1,0,2430.0
68,4.23410650459726,1,2,3,5,8,27,3.332204510175204,0,0,2,6,7,0,1,0,11016.0
71,4.276666119016055,0,2,1,1,1,21,3.091042453358316,0,0,1,0,1,1,1,0,8946.0
45,3.828641396489095,0,0,0,3,5,9,2.302585092994046,0,0,4,2,9,0,9,1,2430.0
87,4.477336814478207,0,0,2,3,7,17,2.8903717578961645,0,2,2,3,7,1,1,0,8874.0
15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,3,1,1,90.0
73,4.30406509320417,0,1,3,3,3,24,3.2188758248682006,1,0,4,3,4,3,1,0,10512.0
75,4.330733340286331,0,0,0,5,5,19,2.995732273553991,0,1,4,5,9,3,1,0,8550.0
64,4.174387269895637,1,1,4,1,4,1,0.6931471805599453,0,1,1,1,1,3,1,1,384.0
70,4.2626798770413155,1,1,0,0,0,19,2.995732273553991,0,1,4,5,9,2,1,0,7980.0
19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,0,1,6,6,0,1,0,684.0
59,4.0943445622221,0,2,4,3,9,29,3.4011973816621555,0,2,4,1,9,2,1,0,10266.0
67,4.219507705176107,0,1,2,4,7,29,3.4011973816621555,0,2,4,1,9,0,1,0,11658.0
84,4.442651256490317,1,0,4,0,4,18,2.9444389791664403,1,0,3,4,8,1,6,0,9072.0
55,4.02535169073515,0,1,0,6,5,14,2.70805020110221,1,2,4,0,4,3,1,0,4620.0
48,3.8918202981106265,1,0,3,6,8,21,3.091042453358316,0,0,1,0,1,3,3,0,6048.0
60,4.110873864173311,1,0,0,4,0,1,0.6931471805599453,0,1,1,1,1,3,1,1,360.0
61,4.127134385045092,0,1,1,5,1,26,3.295836866004329,1,2,1,5,6,2,1,0,9516.0
75,4.330733340286331,0,0,0,5,5,30,3.4339872044851463,1,0,0,2,0,2,15,0,13500.0
63,4.1588830833596715,0,0,3,0,3,10,2.3978952727983707,1,1,0,3,0,1,1,0,3780.0
73,4.30406509320417,0,1,3,3,3,29,3.4011973816621555,0,2,4,1,9,3,1,0,12702.0
49,3.912023005428146,0,1,4,0,9,24,3.2188758248682006,1,0,4,3,4,1,1,0,7056.0
40,3.713572066704308,1,1,0,5,0,12,2.5649493574615367,1,0,2,5,2,1,4,0,2880.0
26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,0,2,0,624.0
74,4.31748811353631,1,2,4,4,4,29,3.4011973816621555,0,2,4,1,9,2,1,0,12876.0
67,4.219507705176107,0,1,2,4,7,12,2.5649493574615367,1,0,2,5,2,1,1,0,4824.0
69,4.248495242049359,0,0,4,6,9,21,3.091042453358316,0,0,1,0,1,1,3,0,8694.0
23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,3,1,0,552.0
17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,3,1,0,306.0
76,4.343805421853684,1,1,1,6,6,19,2.995732273553991,0,1,4,5,9,3,19,1,8664.0
91,4.5217885770490405,0,1,1,0,1,9,2.302585092994046,0,0,4,2,9,2,1,0,4914.0
48,3.8918202981106265,1,0,3,6,8,5,1.791759469228055,0,2,0,5,5,1,1,0,1440.0
89,4.499809670330265,0,2,4,5,9,6,1.9459101490553132,1,0,1,6,6,1,1,0,3204.0
87,4.477336814478207,0,0,2,3,7,29,3.4011973816621555,0,2,4,1,9,3,29,1,15138.0
92,4.532599493153256,1,2,2,1,2,6,1.9459101490553132,1,0,1,6,6,1,2,0,3312.0
82,4.418840607796598,1,1,2,5,2,20,3.044522437723423,1,2,0,6,0,3,2,0,9840.0
94,4.553876891600541,1,1,4,3,4,28,3.367295829986474,1,1,3,0,8,0,2,0,15792.0
93,4.543294782270004,0,0,3,2,3,9,2.302585092994046,0,0,4,2,9,0,3,0,5022.0
48,3.8918202981106265,1,0,3,6,8,23,3.1780538303479458,0,2,3,2,3,0,1,0,6624.0
48,3.8918202981106265,1,0,3,6,8,9,2.302585092994046,0,0,4,2,9,3,3,0,2592.0
71,4.276666119016055,0,2,1,1,1,16,2.833213344056216,1,1,1,2,6,0,1,0,6816.0
66,4.204692619390966,1,0,1,3,6,10,2.3978952727983707,1,1,0,3,0,3,2,0,3960.0
50,3.9318256327243257,1,2,0,1,0,1,0.6931471805599453,0,1,1,1,1,1,1,1,300.0
61,4.127134385045092,0,1,1,5,1,14,2.70805020110221,1,2,4,0,4,1,1,0,5124.0
96,4.574710978503383,1,0,1,5,6,30,3.4339872044851463,1,0,0,2,0,0,6,0,17280.0
35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,2,7,1,1470.0
69,4.248495242049359,0,0,4,6,9,25,3.258096538021482,0,1,0,4,5,2,1,0,10350.0
88,4.48863636973214,1,1,3,4,8,9,2.302585092994046,0,0,4,2,9,0,1,0,4752.0
70,4.2626798770413155,1,1,0,0,0,8,2.1972245773362196,1,2,3,1,8,1,2,0,3360.0
96,4.574710978503383,1,0,1,5,6,12,2.5649493574615367,1,0,2,5,2,1,12,1,6912.0
41,3.7376696182833684,0,2,1,6,1,7,2.0794415416798357,0,1,2,0,7,1,1,0,1722.0
87,4.477336814478207,0,0,2,3,7,22,3.1354942159291497,1,1,2,1,2,2,1,0,11484.0
67,4.219507705176107,0,1,2,4,7,24,3.2188758248682006,1,0,4,3,4,2,1,0,9648.0
97,4.584967478670572,0,1,2,6,7,5,1.791759469228055,0,2,0,5,5,1,1,0,2910.0
97,4.584967478670572,0,1,2,6,7,27,3.332204510175204,0,0,2,6,7,3,1,0,15714.0
83,4.430816798843313,0,2,3,6,3,26,3.295836866004329,1,2,1,5,6,2,1,0,12948.0
89,4.499809670330265,0,2,4,5,9,26,3.295836866004329,1,2,1,5,6,2,1,0,13884.0
64,4.174387269895637,1,1,4,1,4,29,3.4011973816621555,0,2,4,1,9,3,1,0,11136.0
78,4.3694478524670215,1,0,3,1,8,25,3.258096538021482,0,1,0,4,5,2,1,0,11700.0
50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,1,1,0,900.0
72,4.290459441148391,1,0,2,2,2,12,2.5649493574615367,1,0,2,5,2,3,12,1,5184.0
53,3.9889840465642745,0,2,3,4,3,23,3.1780538303479458,0,2,3,2,3,0,1,0,7314.0
95,4.564348191467836,0,2,0,4,5,30,3.4339872044851463,1,0,0,2,0,1,5,0,17100.0
27,3.332204510175204,0,0,2,6,7,1,0.6931471805599453,0,1,1,1,1,0,1,1,162.0
26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,3,2,1,312.0
68,4.23410650459726,1,2,3,5,8,13,2.6390573296152584,0,1,3,6,3,1,1,0,5304.0
98,4.59511985013459,1,2,3,0,8,20,3.044522437723423,1,2,0,6,0,1,2,0,11760.0
99,4.605170185988092,0,0,4,1,9,17,2.8903717578961645,0,2,2,3,7,1,1,0,10098.0
18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,3,3,1,324.0
16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,3,1,1,96.0
87,4.477336814478207,0,0,2,3,7,1,0.6931471805599453,0,1,1,1,1,3,1,1,522.0
58,4.07753744390572,1,1,3,2,8,28,3.367295829986474,1,1,3,0,8,0,2,0,9744.0
84,4.442651256490317,1,0,4,0,4,4,1.6094379124341003,1,1,4,4,4,1,4,1,2016.0
64,4.174387269895637,1,1,4,1,4,29,3.4011973816621555,0,2,4,1,9,1,1,0,11136.0
63,4.1588830833596715,0,0,3,0,3,18,2.9444389791664403,1,0,3,4,8,0,9,0,6804.0
71,4.276666119016055,0,2,1,1,1,10,2.3978952727983707,1,1,0,3,0,0,1,0,4260.0
21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,2,3,1,378.0
95,4.564348191467836,0,2,0,4,5,19,2.995732273553991,0,1,4,5,9,1,19,1,10830.0
44,3.8066624897703196,1,2,4,2,4,12,2.5649493574615367,1,0,2,5,2,0,4,0,3168.0
86,4.465908118654584,1,2,1,2,6,8,2.1972245773362196,1,2,3,1,8,0,2,0,4128.0
23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,0,1,0,552.0
53,3.9889840465642745,0,2,3,4,3,1,0.6931471805599453,0,1,1,1,1,1,1,1,318.0
53,3.9889840465642745,0,2,3,4,3,7,2.0794415416798357,0,1,2,0,7,2,1,0,2226.0
45,3.828641396489095,0,0,0,3,5,7,2.0794415416798357,0,1,2,0,7,2,1,0,1890.0
72,4.290459441148391,1,0,2,2,2,30,3.4339872044851463,1,0,0,2,0,1,6,0,12960.0
99,4.605170185988092,0,0,4,1,9,12,2.5649493574615367,1,0,2,5,2,0,3,0,7128.0
80,4.394449154672439,1,2,0,3,0,11,2.4849066497880004,0,2,1,4,1,2,1,0,5280.0
48,3.8918202981106265,1,0,3,6,8,6,1.9459101490553132,1,0,1,6,6,0,6,1,1728.0
35,3.58351893845611,0,2,0,0,5,7,2.0794415416798357,0,1,2,0,7,0,7,1,1470.0
87,4.477336814478207,0,0,2,3,7,2,1.0986122886681098,1,2,2,2,2,1,1,0,1044.0
86,4.465908118654584,1,2,1,2,6,22,3.1354942159291497,1,1,2,1,2,2,2,0,11352.0
53,3.9889840465642745,0,2,3,4,3,6,1.9459101490553132,1,0,1,6,6,1,1,0,1908.0
63,4.1588830833596715,0,0,3,0,3,2,1.0986122886681098,1,2,2,2,2,2,1,0,756.0
27,3.332204510175204,0,0,2,6,7,9,2.302585092994046,0,0,4,2,9,1,9,1,1458.0
100,4.61512051684126,1,1,0,2,0,21,3.091042453358316,0,0,1,0,1,1,1,0,12600.0
92,4.532599493153256,1,2,2,1,2,15,2.772588722239781,0,0,0,1,5,2,1,0,8280.0
87,4.477336814478207,0,0,2,3,7,23,3.1780538303479458,0,2,3,2,3,3,1,0,12006.0
75,4.330733340286331,0,0,0,5,5,27,3.332204510175204,0,0,2,6,7,0,3,0,12150.0
80,4.394449154672439,1,2,0,3,0,9,2.302585092994046,0,0,4,2,9,1,1,0,4320.0
41,3.7376696182833684,0,2,1,6,1,17,2.8903717578961645,0,2,2,3,7,1,1,0,4182.0
95,4.564348191467836,0,2,0,4,5,26,3.295836866004329,1,2,1,5,6,0,1,0,14820.0
58,4.07753744390572,1,1,3,2,8,14,2.70805020110221,1,2,4,0,4,1,2,0,4872.0
91,4.5217885770490405,0,1,1,0,1,9,2.302585092994046,0,0,4,2,9,0,1,0,4914.0
21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,1,1,1,126.0
76,4.343805421853684,1,1,1,6,6,18,2.9444389791664403,1,0,3,4,8,3,2,0,8208.0
65,4.189654742026425,0,2,0,2,5,16,2.833213344056216,1,1,1,2,6,2,1,0,6240.0
92,4.532599493153256,1,2,2,1,2,27,3.332204510175204,0,0,2,6,7,3,1,0,14904.0
98,4.59511985013459,1,2,3,0,8,30,3.4339872044851463,1,0,0,2,0,1,2,0,17640.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,0,1,0,84.0
71,4.276666119016055,0,2,1,1,1,20,3.044522437723423,1,2,0,6,0,1,1,0,8520.0
55,4.02535169073515,0,1,0,6,5,6,1.9459101490553132,1,0,1,6,6,3,1,0,1980.0
98,4.59511985013459,1,2,3,0,8,25,3.258096538021482,0,1,0,4,5,1,1,0,14700.0
40,3.713572066704308,1,1,0,5,0,1,0.6931471805599453,0,1,1,1,1,0,1,1,240.0
95,4.564348191467836,0,2,0,4,5,9,2.302585092994046,0,0,4,2,9,3,1,0,5130.0
46,3.8501476017100584,1,1,1,4,6,14,2.70805020110221,1,2,4,0,4,0,2,0,3864.0
70,4.2626798770413155,1,1,0,0,0,9,2.302585092994046,0,0,4,2,9,2,1,0,3780.0
42,3.7612001156935624,1,0,2,0,2,14,2.70805020110221,1,2,4,0,4,3,14,1,3528.0
82,4.418840607796598,1,1,2,5,2,9,2.302585092994046,0,0,4,2,9,2,1,0,4428.0
42,3.7612001156935624,1,0,2,0,2,6,1.9459101490553132,1,0,1,6,6,3,6,1,1512.0
59,4.0943445622221,0,2,4,3,9,6,1.9459101490553132,1,0,1,6,6,1,1,0,2124.0
49,3.912023005428146,0,1,4,0,9,23,3.1780538303479458,0,2,3,2,3,3,1,0,6762.0
75,4.330733340286331,0,0,0,5,5,11,2.4849066497880004,0,2,1,4,1,3,1,0,4950.0
86,4.465908118654584,1,2,1,2,6,29,3.4011973816621555,0,2,4,1,9,2,1,0,14964.0
63,4.1588830833596715,0,0,3,0,3,15,2.772588722239781,0,0,0,1,5,3,3,0,5670.0
42,3.7612001156935624,1,0,2,0,2,13,2.6390573296152584,0,1,3,6,3,1,1,0,3276.0
51,3.9512437185814275,0,0,1,2,1,23,3.1780538303479458,0,2,3,2,3,1,1,0,7038.0
62,4.143134726391533,1,2,2,6,2,22,3.1354942159291497,1,1,2,1,2,3,2,0,8184.0
35,3.58351893845611,0,2,0,0,5,10,2.3978952727983707,1,1,0,3,0,0,5,0,2100.0
58,4.07753744390572,1,1,3,2,8,12,2.5649493574615367,1,0,2,5,2,2,2,0,4176.0
16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,3,2,1,192.0
54,4.007333185232471,1,0,4,5,4,8,2.1972245773362196,1,2,3,1,8,1,2,0,2592.0
69,4.248495242049359,0,0,4,6,9,22,3.1354942159291497,1,1,2,1,2,2,1,0,9108.0
85,4.454347296253507,0,1,0,1,5,30,3.4339872044851463,1,0,0,2,0,2,5,0,15300.0
30,3.4339872044851463,1,0,0,2,0,14,2.70805020110221,1,2,4,0,4,2,2,0,2520.0
64,4.174387269895637,1,1,4,1,4,26,3.295836866004329,1,2,1,5,6,3,2,0,9984.0
79,4.382026634673881,0,1,4,2,9,28,3.367295829986474,1,1,3,0,8,1,1,0,13272.0
45,3.828641396489095,0,0,0,3,5,19,2.995732273553991,0,1,4,5,9,1,1,0,5130.0
75,4.330733340286331,0,0,0,5,5,12,2.5649493574615367,1,0,2,5,2,0,3,0,5400.0
80,4.394449154672439,1,2,0,3,0,23,3.1780538303479458,0,2,3,2,3,3,1,0,11040.0
22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,3,2,1,264.0
69,4.248495242049359,0,0,4,6,9,27,3.332204510175204,0,0,2,6,7,3,3,0,11178.0
88,4.48863636973214,1,1,3,4,8,15,2.772588722239781,0,0,0,1,5,3,1,0,7920.0
45,3.828641396489095,0,0,0,3,5,20,3.044522437723423,1,2,0,6,0,0,5,0,5400.0
80,4.394449154672439,1,2,0,3,0,28,3.367295829986474,1,1,3,0,8,1,4,0,13440.0
97,4.584967478670572,0,1,2,6,7,24,3.2188758248682006,1,0,4,3,4,3,1,0,13968.0
75,4.330733340286331,0,0,0,5,5,29,3.4011973816621555,0,2,4,1,9,2,1,0,13050.0
29,3.4011973816621555,0,2,4,1,9,10,2.3978952727983707,1,1,0,3,0,0,1,0,1740.0
87,4.477336814478207,0,0,2,3,7,28,3.367295829986474,1,1,3,0,8,1,1,0,14616.0
52,3.970291913552122,1,1,2,3,2,19,2.995732273553991,0,1,4,5,9,1,1,0,5928.0
73,4.30406509320417,0,1,3,3,3,29,3.4011973816621555,0,2,4,1,9,0,1,0,12702.0
79,4.382026634673881,0,1,4,2,9,12,2.5649493574615367,1,0,2,5,2,3,1,0,5688.0
71,4.276666119016055,0,2,1,1,1,24,3.2188758248682006,1,0,4,3,4,1,1,0,10224.0
97,4.584967478670572,0,1,2,6,7,20,3.044522437723423,1,2,0,6,0,2,1,0,11640.0
79,4.382026634673881,0,1,4,2,9,28,3.367295829986474,1,1,3,0,8,3,1,0,13272.0
70,4.2626798770413155,1,1,0,0,0,12,2.5649493574615367,1,0,2,5,2,1,2,0,5040.0
54,4.007333185232471,1,0,4,5,4,9,2.302585092994046,0,0,4,2,9,0,9,1,2916.0
61,4.127134385045092,0,1,1,5,1,25,3.258096538021482,0,1,0,4,5,1,1,0,9150.0
97,4.584967478670572,0,1,2,6,7,29,3.4011973816621555,0,2,4,1,9,3,1,0,16878.0
17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,2,1,0,612.0
20,3.044522437723423,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,3,4,0,960.0
84,4.442651256490317,1,0,4,0,4,9,2.302585092994046,0,0,4,2,9,3,3,0,4536.0
14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,2,2,0,504.0
90,4.51085950651685,1,0,0,6,0,13,2.6390573296152584,0,1,3,6,3,2,1,0,7020.0
66,4.204692619390966,1,0,1,3,6,19,2.995732273553991,0,1,4,5,9,0,1,0,7524.0
33,3.5263605246161616,0,0,3,5,3,13,2.6390573296152584,0,1,3,6,3,1,1,0,2574.0
71,4.276666119016055,0,2,1,1,1,4,1.6094379124341003,1,1,4,4,4,3,1,0,1704.0
89,4.499809670330265,0,2,4,5,9,3,1.3862943611198906,0,0,3,3,3,3,1,0,1602.0
82,4.418840607796598,1,1,2,5,2,2,1.0986122886681098,1,2,2,2,2,0,2,1,984.0
56,4.04305126783455,1,2,1,0,6,28,3.367295829986474,1,1,3,0,8,2,28,1,9408.0
99,4.605170185988092,0,0,4,1,9,26,3.295836866004329,1,2,1,5,6,1,1,0,15444.0
25,3.258096538021482,0,1,0,4,5,10,2.3978952727983707,1,1,0,3,0,2,5,0,1500.0
40,3.713572066704308,1,1,0,5,0,19,2.995732273553991,0,1,4,5,9,2,1,0,4560.0
55,4.02535169073515,0,1,0,6,5,24,3.2188758248682006,1,0,4,3,4,1,1,0,7920.0
77,4.356708826689592,0,2,2,0,7,23,3.1780538303479458,0,2,3,2,3,3,1,0,10626.0
50,3.9318256327243257,1,2,0,1,0,22,3.1354942159291497,1,1,2,1,2,2,2,0,6600.0
73,4.30406509320417,0,1,3,3,3,13,2.6390573296152584,0,1,3,6,3,3,1,0,5694.0
52,3.970291913552122,1,1,2,3,2,5,1.791759469228055,0,2,0,5,5,3,1,0,1560.0
94,4.553876891600541,1,1,4,3,4,25,3.258096538021482,0,1,0,4,5,2,1,0,14100.0
21,3.091042453358316,0,0,1,0,1,1,0.6931471805599453,0,1,1,1,1,0,1,1,126.0
7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,2,1,0,126.0
77,4.356708826689592,0,2,2,0,7,14,2.70805020110221,1,2,4,0,4,2,7,0,6468.0
90,4.51085950651685,1,0,0,6,0,12,2.5649493574615367,1,0,2,5,2,3,6,0,6480.0
91,4.5217885770490405,0,1,1,0,1,21,3.091042453358316,0,0,1,0,1,2,7,0,11466.0
46,3.8501476017100584,1,1,1,4,6,17,2.8903717578961645,0,2,2,3,7,0,1,0,4692.0
