slot_total_listed,slot_total_listed_abs_log1p,slot_total_listed_is_even,slot_total_listed_mod3,slot_total_listed_mod5,slot_total_listed_mod7,slot_total_listed_mod10,slot_alice_name,slot_bob_name,gcd_all,y
51225,10.844002494634465,0,0,0,6,5,2,0,51225,53.0
91140,11.420163036888468,1,0,0,0,0,2,0,91140,60.0
170543,12.046748606928919,0,2,3,2,3,1,3,170543,85.0
349359,12.763858188159443,0,0,4,3,9,0,4,349359,99.0
61363,11.024578622964665,0,1,3,1,3,0,4,61363,109.0
236425,12.373390541545911,0,1,0,0,5,3,1,236425,108.0
267282,12.496063301152024,1,0,2,1,2,0,2,267282,50.0
418080,12.9434304726383,1,0,0,5,0,2,3,418080,81.0
114796,11.650920630121965,1,1,1,3,6,3,3,114796,68.0
385325,12.861845008223387,0,2,0,3,5,0,1,385325,104.0
201060,12.211363623586752,1,0,0,6,0,4,0,201060,73.0
174295,12.06851028230617,0,1,0,2,5,4,1,174295,86.0
213876,12.273156362407347,1,0,1,5,6,0,4,213876,90.0
259219,12.465432400977367,0,1,4,2,9,4,3,259219,120.0
429428,12.970211698243238,1,2,3,6,8,1,1,429428,106.0
397765,12.893619171663763,0,1,0,4,5,3,3,397765,78.0
266194,12.491984401896726,1,1,4,5,4,4,4,266194,83.0
464512,13.048744823927285,1,1,2,6,2,2,4,464512,96.0
497468,13.11728852208155,1,2,3,6,8,1,3,497468,131.0
252180,12.43790236264088,1,0,0,5,0,1,3,252180,108.0
465583,13.051047810547733,0,1,3,6,3,3,2,465583,113.0
34538,10.449844399341774,1,2,3,0,8,4,3,34538,64.0
367441,12.814320762050396,0,1,1,4,1,1,0,367441,109.0
366477,12.811693771222004,0,0,2,6,7,3,0,366477,111.0
219554,12.299358049586157,1,2,4,6,4,3,3,219554,100.0
454509,13.026975194557846,0,0,4,6,9,0,2,454509,145.0
433136,12.978809354170217,1,2,1,4,6,3,0,433136,123.0
193101,12.170973825690778,0,0,1,6,1,0,1,193101,101.0
134670,11.81059004597529,1,0,0,4,0,4,2,134670,60.0
23643,10.07086466194426,0,0,3,4,3,2,0,23643,70.0
148205,11.906358476854553,0,2,0,1,5,4,1,148205,72.0
351335,12.769498309519358,0,2,0,5,5,3,1,351335,106.0
275763,12.52730070645253,0,0,3,5,3,1,1,275763,80.0
337656,12.729785866314822,1,0,1,4,6,0,0,337656,101.0
362283,12.800183713611545,0,0,3,5,3,3,3,362283,95.0
126756,11.750027146752942,1,0,1,0,6,2,0,126756,113.0
316523,12.665154347075351,0,2,3,4,3,2,3,316523,94.0
48531,10.789978653171763,0,0,1,0,1,3,1,48531,91.0
212058,12.264619816822155,1,0,3,0,8,1,0,212058,103.0
143791,11.876123089898154,0,1,1,4,1,3,2,143791,78.0
364674,12.806761824954414,1,0,4,2,4,2,2,364674,75.0
274510,12.522746611988572,1,1,0,5,0,4,1,274510,62.0
57646,10.962093486181855,1,1,1,1,6,3,2,57646,69.0
378801,12.844768920111168,0,0,1,3,1,3,2,378801,117.0
46175,10.740215461573598,0,2,0,3,5,2,2,46175,76.0
58561,10.977841301057458,0,1,1,6,1,0,1,58561,72.0
316160,12.664006856492103,1,2,0,5,0,4,3,316160,82.0
331176,12.71040825463742,1,0,1,6,6,1,0,331176,86.0
96716,11.479544467437899,1,2,1,4,6,3,2,96716,102.0
191207,12.161117119728312,0,2,2,2,7,4,0,191207,112.0
426047,12.962307294960375,0,2,2,6,7,1,2,426047,74.0
415573,12.937415976096247,0,1,3,4,3,3,3,415573,111.0
226637,12.331109309897865,0,2,2,5,7,2,3,226637,112.0
349695,12.764819484610298,0,0,0,3,5,4,1,349695,120.0
442784,13.000839603904083,1,2,4,6,4,3,1,442784,91.0
433158,12.978860145123896,1,0,3,5,8,0,3,433158,94.0
241894,12.396259026686275,1,1,4,2,4,1,4,241894,104.0
344469,12.749762282915338,0,0,4,6,9,3,0,344469,77.0
188639,12.147595715771198,0,2,4,3,9,4,2,188639,93.0
315351,12.66144475423119,0,0,1,1,1,1,4,315351,118.0
100916,11.5220536757971,1,2,1,4,6,2,0,100916,69.0
262345,12.477419522190925,0,1,0,6,5,2,2,262345,39.0
154162,11.945765763199885,1,1,2,1,2,1,3,154162,81.0
376263,12.838046303655299,0,0,3,6,3,1,3,376263,132.0
4281,8.362175469149628,0,0,1,4,1,0,2,4281,37.0
432473,12.97727748794012,0,2,3,6,3,0,0,432473,104.0
208529,12.247838194762641,0,2,4,6,9,3,4,208529,96.0
400839,12.901317624172265,0,0,4,5,9,4,4,400839,103.0
182150,12.112591292402424,1,2,0,3,0,4,2,182150,92.0
388706,12.870581125425264,1,2,1,3,6,4,1,388706,129.0
254973,12.448916858157896,0,0,3,5,3,2,3,254973,133.0
248534,12.423338959671508,1,2,4,6,4,0,0,248534,113.0
477793,13.076934956239537,0,1,3,1,3,2,1,477793,105.0
222188,12.311283650011761,1,2,3,1,8,0,1,222188,111.0
445534,13.007031086218955,1,1,4,5,4,0,3,445534,112.0
142585,11.867700605424591,0,1,0,2,5,2,4,142585,86.0
64734,11.078057292492748,1,0,4,5,4,2,3,64734,110.0
487272,13.09657981994995,1,0,2,2,2,0,3,487272,142.0
91538,11.424520389961815,1,2,3,6,8,4,0,91538,81.0
409675,12.923121882370742,0,1,0,0,5,2,2,409675,66.0
198251,12.197294227718592,0,2,1,4,1,1,4,198251,76.0
15358,9.639456900415627,1,1,3,0,8,3,4,15358,93.0
233007,12.358828066722362,0,0,2,5,7,3,3,233007,100.0
400311,12.89999952204821,0,0,1,2,1,2,4,400311,106.0
494443,13.111189177929395,0,1,3,5,3,2,0,494443,121.0
2209,7.700747794511798,0,1,4,4,9,3,0,2209,27.0
354625,12.778818991987333,0,1,0,5,5,2,2,354625,94.0
110883,11.616239888809117,0,0,3,3,3,4,0,110883,78.0
191152,12.160829433482176,1,1,2,3,2,0,4,191152,104.0
82207,11.31700789990961,0,1,2,6,7,1,1,82207,56.0
131010,11.783036568123698,1,0,0,5,0,4,2,131010,134.0
83000,11.326607934898927,1,2,0,1,0,2,1,83000,58.0
86824,11.371649877612274,1,1,4,3,4,1,2,86824,74.0
191616,12.163253867096502,1,0,1,5,6,1,3,191616,94.0
497528,13.11740912533919,1,2,3,3,8,1,4,497528,135.0
103842,11.550635422121516,1,0,2,4,2,4,1,103842,82.0
253260,12.442175856508216,1,0,0,0,0,1,4,253260,125.0
355181,12.780385613140421,0,2,1,1,1,4,2,355181,117.0
110309,11.611049862963428,0,2,4,3,9,2,4,110309,105.0
65847,11.09510433465248,0,0,2,5,7,3,1,65847,43.0
78352,11.268979536776724,1,1,2,1,2,4,0,78352,59.0
214219,12.27475880331862,0,1,4,5,9,1,0,214219,83.0
336155,12.725330616912364,0,2,0,1,5,1,2,336155,71.0
30605,10.328951347150982,0,2,0,1,5,4,4,30605,88.0
16046,9.68327719519936,1,2,1,2,6,1,4,16046,83.0
264284,12.48478334529284,1,2,4,6,4,2,0,264284,50.0
418950,12.945509246958263,1,0,0,0,0,2,0,418950,90.0
65690,11.092717208787851,1,2,0,2,0,1,1,65690,36.0
297460,12.603038402937482,1,1,0,2,0,0,4,297460,85.0
404239,12.90976403996579,0,1,4,3,9,2,4,404239,92.0
283489,12.554932128159217,0,1,4,3,9,3,3,283489,80.0
255767,12.452026062568901,0,2,2,1,7,4,2,255767,121.0
364247,12.805590233307992,0,2,2,2,7,1,4,364247,111.0
453908,13.025652016403964,1,2,3,0,8,3,4,453908,122.0
376698,12.839201739044276,1,0,3,0,8,1,4,376698,145.0
367135,12.81348763059887,0,1,0,6,5,0,3,367135,102.0
409713,12.923214634296022,0,0,3,3,3,1,2,409713,71.0
194123,12.176252409117694,0,2,3,6,3,3,2,194123,111.0
153208,11.939558281299398,1,1,3,6,8,4,2,153208,89.0
256507,12.454915132190413,0,1,2,6,7,0,0,256507,134.0
234108,12.363542097848935,1,0,3,0,8,3,4,234108,99.0
72069,11.185393147918488,0,0,4,4,9,2,2,72069,63.0
206186,12.236538802990731,1,2,1,1,6,2,2,206186,88.0
16711,9.723882303236401,0,1,1,2,1,3,4,16711,37.0
54085,10.898330651308273,0,1,0,3,5,4,4,54085,74.0
188424,12.14645532871167,1,0,4,5,4,3,3,188424,67.0
211146,12.260309852352087,1,0,1,5,6,4,4,211146,95.0
110045,11.608653739179088,0,2,0,5,5,2,1,110045,107.0
195614,12.183903720759112,1,2,4,6,4,0,0,195614,113.0
342426,12.743813775281009,1,0,1,0,6,1,1,342426,103.0
117024,11.670142866168272,1,0,4,5,4,3,1,117024,75.0
61047,11.01941571896947,0,0,2,0,7,3,0,61047,102.0
81456,11.30783055263325,1,0,1,4,6,4,3,81456,88.0
155773,11.956161517876492,0,1,3,2,3,1,1,155773,73.0
229901,12.34540841014797,0,2,1,0,1,0,3,229901,69.0
324576,12.690278075113499,1,0,1,0,6,0,2,324576,117.0
428453,12.967938660032212,0,2,3,4,3,1,1,428453,92.0
131578,11.787362710671909,1,1,3,6,8,1,1,131578,59.0
429041,12.969310095215958,0,2,1,4,1,2,0,429041,111.0
21264,9.964817807687734,1,0,4,5,4,4,1,21264,52.0
300530,12.613306189034299,1,2,0,6,0,2,1,300530,96.0
334056,12.719066916080935,1,0,1,2,6,4,3,334056,86.0
284318,12.557852126218535,1,2,3,6,8,0,4,284318,90.0
324097,12.688801218175701,0,1,2,4,7,2,0,324097,88.0
124607,11.732928088731871,0,2,2,0,7,3,4,124607,112.0
183463,12.119773741943808,0,1,3,0,3,0,4,183463,92.0
246986,12.417090982646076,1,2,1,5,6,1,4,246986,98.0
138652,11.839729688025855,1,1,2,3,2,0,2,138652,83.0
363557,12.803694123062332,0,2,2,5,7,2,4,363557,85.0
449718,13.016378222255424,1,0,3,3,8,1,1,449718,128.0
323121,12.685785239869043,0,0,1,1,1,2,0,323121,109.0
245629,12.411581617632574,0,1,4,6,9,3,0,245629,146.0
338197,12.731386801768576,0,1,2,6,7,3,3,338197,80.0
74486,11.218379892497046,1,2,1,6,6,4,4,74486,72.0
333327,12.716882269168163,0,0,2,1,7,3,4,333327,80.0
384813,12.860515379648243,0,0,3,2,3,2,2,384813,136.0
150123,11.919216898244363,0,0,3,1,3,1,3,150123,75.0
118826,11.68542393281542,1,2,1,1,6,0,3,118826,73.0
152705,11.93626978316563,0,2,0,0,5,3,3,152705,66.0
498409,13.119178310459555,0,1,4,2,9,0,4,498409,131.0
408080,12.919220963093707,1,2,0,1,0,1,0,408080,91.0
360608,12.79554954784256,1,2,3,3,8,4,3,360608,66.0
3723,8.222553638396958,0,0,3,6,3,3,4,3723,48.0
229505,12.343684451931844,0,2,0,3,5,1,1,229505,60.0
294324,12.592439877946397,1,0,4,2,4,0,0,294324,115.0
149980,11.918263898388826,1,1,0,5,0,1,4,149980,81.0
407828,12.91860324788489,1,2,3,1,8,0,2,407828,93.0
196126,12.186517687561414,1,1,1,0,6,1,3,196126,123.0
74791,11.222466206371152,0,1,1,3,1,3,4,74791,54.0
25606,10.150621030590434,1,1,1,0,6,2,1,25606,45.0
224983,12.323784567546932,0,1,3,3,3,3,3,224983,123.0
111623,11.622891359572042,0,2,3,1,3,4,1,111623,77.0
328295,12.70167091943739,0,2,0,2,5,4,0,328295,65.0
118917,11.686189458941682,0,0,2,1,7,4,3,118917,73.0
124970,11.735836989368275,1,2,0,6,0,2,1,124970,86.0
443819,13.003174353809968,0,2,4,5,9,4,4,443819,109.0
389520,12.87267305811556,1,0,0,5,0,2,0,389520,116.0
186083,12.13395346365215,0,2,3,2,3,0,0,186083,107.0
149897,11.917710341773528,0,2,2,6,7,3,4,149897,67.0
302753,12.620675873549363,0,2,3,3,3,1,3,302753,96.0
294012,12.591379263030321,1,0,2,5,2,0,2,294012,109.0
39662,10.588174042178206,1,2,2,0,2,2,1,39662,81.0
407629,12.91811517919241,0,1,4,5,9,1,3,407629,91.0
204495,12.228303694371496,0,0,0,4,5,3,4,204495,106.0
93299,11.443575386835436,0,2,4,3,9,3,1,93299,90.0
167371,12.02797415900909,0,1,1,1,1,3,2,167371,88.0
445342,13.00660005076186,1,1,2,2,2,0,0,445342,121.0
396567,12.890602805983004,0,0,2,3,7,4,0,396567,80.0
359699,12.793025629683715,0,2,4,4,9,1,2,359699,118.0
33464,10.418255395534743,1,2,4,4,4,3,3,33464,49.0
342980,12.745430331027789,1,2,0,1,0,2,4,342980,112.0
483026,13.087827831693446,1,2,1,5,6,2,4,483026,137.0
487310,13.096657801940253,1,2,0,5,0,4,1,487310,142.0
431639,12.97534718647767,0,2,4,5,9,3,3,431639,98.0
300541,12.613342790245802,0,1,1,3,1,3,4,300541,102.0
331181,12.710423352190258,0,2,1,4,1,0,1,331181,90.0
341781,12.741928385901257,0,0,1,6,1,0,3,341781,102.0
365121,12.807986823292028,0,0,1,1,1,3,3,365121,83.0
83808,11.33629567927138,1,0,3,4,8,1,0,83808,75.0
209229,12.251189404333298,0,0,4,6,9,4,3,209229,86.0
240696,12.391294160045797,1,0,1,1,6,4,4,240696,103.0
367317,12.813983236868902,0,0,2,6,7,3,1,367317,111.0
314818,12.659753149485496,1,1,3,0,8,0,2,314818,99.0
231292,12.351440584034814,1,1,2,5,2,3,4,231292,106.0
362149,12.799813769623473,0,1,4,4,9,4,4,362149,91.0
494348,13.110997024464934,1,2,3,1,8,2,0,494348,108.0
400717,12.901013217002872,0,1,2,2,7,0,4,400717,97.0
91388,11.422880400090177,1,2,3,3,8,0,3,91388,90.0
48718,10.793824376721568,1,1,3,5,8,0,3,48718,92.0
217808,12.291373810941304,1,2,3,3,8,1,1,217808,93.0
431533,12.97510158130297,0,1,3,4,3,3,2,431533,108.0
91807,11.42745471878109,0,1,2,2,7,4,4,91807,90.0
442821,13.00092316241259,0,0,1,1,1,0,3,442821,96.0
394001,12.88411126440932,0,2,1,6,1,1,0,394001,62.0
35352,10.473138533353255,1,0,2,2,2,2,2,35352,47.0
269141,12.502994400344685,0,2,1,5,1,1,0,269141,79.0
400551,12.900598874765237,0,0,1,4,1,2,4,400551,93.0
162074,11.995814470043197,1,2,4,3,4,0,1,162074,92.0
316113,12.66385818700466,0,0,3,0,3,4,0,316113,94.0
419434,12.94666384651925,1,1,4,1,4,2,1,419434,106.0
418851,12.945272914549665,0,0,1,6,1,4,2,418851,86.0
385116,12.86130246320675,1,0,1,4,6,3,4,385116,100.0
338513,12.732320729415694,0,2,3,0,3,2,2,338513,85.0
231518,12.352417222574712,1,2,3,0,8,0,2,231518,84.0
118985,11.686761118113886,0,2,0,6,5,4,4,118985,81.0
96124,11.473404706807946,1,1,4,0,4,4,0,96124,114.0
159206,11.97796052127502,1,2,1,5,6,4,3,159206,105.0
418320,12.944004359373594,1,0,0,0,0,1,3,418320,81.0
228181,12.337898835122028,0,1,1,2,1,2,0,228181,124.0
151581,11.928882011631792,0,0,1,3,1,3,2,151581,59.0
411835,12.92838049083302,0,1,0,4,5,0,1,411835,90.0
303341,12.62261616084534,0,2,1,3,1,3,4,303341,78.0
491398,13.10501170406511,1,1,3,5,8,2,4,491398,151.0
347761,12.759273616738843,0,1,1,1,1,0,1,347761,103.0
319694,12.675122695263449,1,2,4,4,4,0,2,319694,88.0
325025,12.691660458112045,0,2,0,1,5,1,4,325025,112.0
299937,12.611331065613173,0,0,2,1,7,3,3,299937,82.0
115431,11.656436890977092,0,0,1,1,1,2,3,115431,85.0
480205,13.081970457485067,0,1,0,5,5,3,0,480205,124.0
269966,12.506055008288545,1,2,1,4,6,1,4,269966,82.0
235992,12.371557422550902,1,0,2,1,2,1,0,235992,109.0
135079,11.813622474499503,0,1,4,0,9,0,2,135079,80.0
182849,12.116421423577528,0,2,4,2,9,1,3,182849,79.0
242269,12.397808085684703,0,1,4,6,9,2,1,242269,108.0
204135,12.226541717369514,0,0,0,1,5,2,0,204135,99.0
441498,12.997931034017924,1,0,3,1,8,0,3,441498,122.0
52879,10.875780474525568,0,1,4,1,9,2,3,52879,82.0
49468,10.809101489746167,1,1,3,6,8,1,2,49468,58.0
147621,11.902410231531954,0,0,1,5,1,0,1,147621,51.0
371796,12.826103285382704,1,0,1,5,6,2,0,371796,104.0
324907,12.691297344314963,0,1,2,2,7,0,4,324907,110.0
240073,12.388702488132509,0,1,3,1,3,3,1,240073,106.0
55814,10.929797929448833,1,2,4,3,4,4,1,55814,71.0
280370,12.543869005113518,1,2,0,6,0,3,0,280370,77.0
198833,12.200225584738247,0,2,3,5,3,0,2,198833,67.0
109270,11.601586314165635,1,1,0,0,0,3,0,109270,94.0
45431,10.723971981557268,0,2,1,1,1,0,1,45431,76.0
457783,13.034152736130126,0,1,3,4,3,4,3,457783,135.0
484398,13.090664226249364,1,0,3,5,8,4,4,484398,109.0
460983,13.041118614218126,0,0,3,5,3,0,0,460983,91.0
63570,11.059912670497306,1,0,0,3,0,1,3,63570,84.0
244630,12.407506231735349,1,1,0,1,0,4,2,244630,127.0
498045,13.118447721218905,0,0,0,2,5,3,4,498045,130.0
259304,12.465760254024996,1,2,4,3,4,0,2,259304,129.0
370391,12.822317183248778,0,2,1,0,1,4,1,370391,113.0
204951,12.230531084362548,0,0,1,5,1,3,4,204951,68.0
463047,13.045585999401094,0,0,2,4,7,4,4,463047,88.0
223794,12.31848573323416,1,0,4,4,4,3,4,223794,99.0
364393,12.80599097880977,0,1,3,1,3,0,2,364393,112.0
454178,13.026246672446012,1,2,3,4,8,4,0,454178,123.0
72553,11.192086391182565,0,1,3,5,3,0,1,72553,79.0
403504,12.907944158189096,1,1,4,3,4,4,1,403504,74.0
366228,12.811014099785575,1,0,3,2,8,4,0,366228,102.0
296627,12.600234107466946,0,2,2,2,7,0,1,296627,78.0
295338,12.59587912809395,1,0,3,1,8,3,0,295338,64.0
6134,8.721765357145012,1,2,4,2,4,1,1,6134,74.0
419935,12.947857597696013,0,1,0,5,5,2,4,419935,100.0
242412,12.398398162102277,1,0,2,2,2,4,3,242412,116.0
314198,12.657781822112407,1,2,3,3,8,0,3,314198,98.0
397085,12.891908160894728,0,2,0,3,5,4,4,397085,92.0
123890,11.727157425753695,1,2,0,4,0,4,0,123890,109.0
44755,10.708980792927612,0,1,0,4,5,2,3,44755,86.0
75831,11.236275646132878,0,0,1,0,1,0,0,75831,60.0
91379,11.422781915117262,0,2,4,1,9,4,2,91379,86.0
499347,13.12105852645649,0,0,2,2,7,4,4,499347,132.0
195894,12.185334080380773,1,0,4,6,4,2,3,195894,124.0
368546,12.817323526576164,1,2,1,3,6,0,1,368546,123.0
362258,12.800114704594801,1,2,3,1,8,4,1,362258,89.0
467960,13.056140238094036,1,2,0,3,0,0,4,467960,117.0
438525,12.991174382081082,0,0,0,3,5,0,0,438525,114.0
137162,11.828925278603629,1,2,2,4,2,3,0,137162,82.0
473538,13.067989553580738,1,0,3,2,8,1,4,473538,119.0
35601,10.480157095037379,0,0,1,6,1,2,1,35601,53.0
204479,12.228225450171307,0,2,4,2,9,3,2,204479,110.0
155106,11.951870480318997,1,0,1,0,6,4,3,155106,101.0
493419,13.1091160173187,0,0,4,3,9,0,3,493419,120.0
26304,10.177514314164908,1,0,4,5,4,3,1,26304,65.0
162318,11.997318813810438,1,0,3,2,8,1,1,162318,91.0
253960,12.444935990904607,1,1,0,0,0,1,1,253960,84.0
32768,10.397238225511654,1,2,3,1,8,1,4,32768,16.0
158069,11.970793251871441,0,2,4,2,9,1,1,158069,90.0
262684,12.478710874690528,1,1,4,2,4,4,2,262684,41.0
79965,11.289356823317922,0,0,0,4,5,2,2,79965,76.0
467552,13.055267990269058,1,2,2,1,2,0,0,467552,91.0
347228,12.757739783625906,1,2,3,0,8,2,2,347228,93.0
469035,13.058434803544424,0,0,0,0,5,0,4,469035,93.0
65442,11.08893481374663,1,0,2,6,2,4,4,65442,116.0
410519,12.92517992775965,0,2,4,4,9,3,2,410519,90.0
394720,12.885934465201402,1,1,0,4,0,2,4,394720,78.0
455259,13.02862396330138,0,0,4,0,9,4,4,455259,124.0
462571,13.044557499494092,0,1,1,4,1,1,3,462571,115.0
383473,12.857027100880984,0,1,3,6,3,2,1,383473,128.0
291092,12.581398082725247,1,2,2,4,2,0,3,291092,78.0
294166,12.591902912265313,1,1,1,5,6,1,1,294166,103.0
378697,12.844494332650696,0,1,2,4,7,4,3,378697,109.0
301596,12.616846968116866,1,0,1,1,6,2,1,301596,82.0
470085,13.06067093567108,0,0,0,0,5,3,0,470085,102.0
2054,7.628031126930335,1,2,4,3,4,3,3,2054,17.0
141225,11.858116723067667,0,0,0,0,5,1,3,141225,81.0
93714,11.448013540793085,1,0,4,5,4,1,4,93714,86.0
132287,11.79273664304144,0,2,2,1,7,0,0,132287,58.0
483400,13.088601815929563,1,1,0,1,0,4,4,483400,94.0
154555,11.94831176919427,0,1,0,2,5,1,2,154555,103.0
299276,12.609124844914048,1,2,1,5,6,1,2,299276,64.0
450364,13.017813644084764,1,1,4,5,4,3,2,450364,141.0
201089,12.211507848020114,0,2,4,0,9,1,3,201089,66.0
20945,9.949702976333091,0,2,0,1,5,4,2,20945,58.0
372848,12.828928790924627,1,2,3,0,8,1,2,372848,97.0
358747,12.790375471127536,0,1,2,4,7,2,0,358747,118.0
457217,13.032915580206552,0,2,2,5,7,2,4,457217,118.0
31282,10.350830097988764,1,1,2,6,2,4,4,31282,77.0
185681,12.131790812109612,0,2,1,6,1,4,2,185681,95.0
269452,12.504149257090718,1,1,2,1,2,4,0,269452,70.0
62432,11.04184926072152,1,2,2,6,2,4,0,62432,98.0
87248,11.376521378680941,1,2,3,0,8,2,1,87248,76.0
64219,11.070069967643505,0,1,4,1,9,0,0,64219,107.0
220922,12.305569503499239,1,2,2,2,2,4,1,220922,128.0
223481,12.317086152879737,0,2,1,6,1,2,3,223481,107.0
212788,12.26805634338424,1,1,3,2,8,1,0,212788,118.0
281389,12.547496886428284,0,1,4,3,9,0,3,281389,79.0
220078,12.301741851785879,1,1,3,5,8,1,3,220078,117.0
157339,11.966164347883234,0,1,4,0,9,2,4,157339,88.0
74984,11.225043372515781,1,2,4,0,4,0,0,74984,67.0
304394,12.626081479079179,1,2,4,6,4,1,2,304394,75.0
456766,13.031928693033121,1,1,1,2,6,4,4,456766,127.0
19954,9.901235017482835,1,1,4,4,4,4,0,19954,75.0
113554,11.640042580029693,1,1,4,0,4,3,2,113554,106.0
328110,12.70110724475111,1,0,0,6,0,2,0,328110,68.0
408601,12.920496856116284,0,1,1,4,1,0,1,408601,97.0
327434,12.699044841076573,1,2,4,2,4,2,4,327434,125.0
202331,12.217665191565981,0,2,1,3,1,2,1,202331,88.0
161645,11.993164038028368,0,2,0,1,5,4,2,161645,111.0
175020,12.072661245706227,1,0,0,6,0,4,0,175020,100.0
316343,12.664585508060412,0,2,3,6,3,2,1,316343,107.0
260359,12.469820567686323,0,1,4,1,9,2,0,260359,120.0
104125,11.553356983264564,0,1,0,0,5,0,2,104125,94.0
318005,12.669825529508845,0,2,0,2,5,1,2,318005,100.0
218773,12.295794512487403,0,1,3,2,3,2,4,218773,101.0
443505,13.002466609388849,0,0,0,6,5,0,3,443505,98.0
46174,10.74019380506744,1,1,4,2,4,1,2,46174,75.0
300721,12.613941528920918,0,1,1,1,1,3,1,300721,89.0
170142,12.044394538912334,1,0,2,0,2,1,0,170142,81.0
261200,12.473045504861005,1,2,0,2,0,0,2,261200,128.0
12389,9.424644974623188,0,2,4,6,9,0,0,12389,44.0
298459,12.60639119948546,0,1,4,0,9,4,0,298459,94.0
203317,12.222526534801855,0,1,2,2,7,4,4,203317,85.0
433270,12.979118677262958,1,1,0,5,0,1,1,433270,112.0
496014,13.11436144718527,1,0,4,1,4,0,3,496014,109.0
469452,13.059323466123193,1,0,2,4,2,0,0,469452,111.0
145953,11.891046782552817,0,0,3,3,3,3,0,145953,74.0
137093,11.8284221009166,0,2,3,5,3,3,0,137093,73.0
130564,11.779626466033266,1,1,4,0,4,4,1,130564,111.0
134759,11.811250697520489,0,2,4,2,9,4,0,134759,70.0
377716,12.841900516954276,1,1,1,3,6,1,0,377716,107.0
146435,11.89434375191984,0,2,0,2,5,1,1,146435,71.0
821,6.71174039505618,0,2,1,2,1,1,3,821,34.0
280274,12.543526543021795,1,2,4,1,4,4,4,280274,77.0
172219,12.056528008250156,0,1,4,5,9,1,0,172219,74.0
460696,13.040495839072982,1,1,1,5,6,4,3,460696,101.0
208867,12.24945775246958,0,1,2,1,7,1,3,208867,115.0
57585,10.961034761585639,0,0,0,3,5,4,2,57585,72.0
451936,13.021298068569026,1,1,1,2,6,2,2,451936,115.0
96676,11.479130804133241,1,1,1,6,6,2,1,96676,97.0
69170,11.144336978624723,1,2,0,3,0,3,1,69170,63.0
405572,12.913056160996023,1,2,2,6,2,0,3,405572,74.0
317740,12.668991864496356,1,1,0,3,0,0,2,317740,97.0
370745,12.823272471000642,0,2,0,4,5,1,3,370745,94.0
416804,12.94037376551057,1,2,4,3,4,3,1,416804,97.0
247266,12.418224003440866,1,0,1,5,6,2,1,247266,109.0
102032,11.533051569353818,1,2,2,0,2,3,0,102032,79.0
267381,12.496433626500163,0,0,1,2,1,2,1,267381,65.0
496749,13.115842160414063,0,0,4,1,9,2,1,496749,115.0
52792,10.874133885147835,1,1,2,5,2,4,3,52792,79.0
225998,12.328285853465873,1,2,3,3,8,3,0,225998,111.0
215339,12.279973453369708,0,2,4,5,9,1,4,215339,84.0
233253,12.359883267544328,0,0,3,6,3,4,4,233253,103.0
54661,10.908924048640696,0,1,1,5,1,4,4,54661,76.0
493627,13.109537476058454,0,1,2,1,7,2,3,493627,100.0
300378,12.612800289637578,1,0,3,1,8,1,1,300378,86.0
84644,11.34622131907135,1,2,4,0,4,2,3,84644,71.0
280918,12.545821650534313,1,1,3,1,8,1,4,280918,72.0
338584,12.732530447640828,1,1,4,1,4,2,3,338584,89.0
173676,12.064952531256976,1,0,1,6,6,4,4,173676,89.0
62963,11.050318413474711,0,2,3,5,3,2,3,62963,107.0
324146,12.688952395585765,1,2,1,4,6,1,0,324146,100.0
344795,12.75070821677631,0,2,0,3,5,2,3,344795,88.0
330607,12.708688662503386,0,1,2,4,7,1,0,330607,90.0
265632,12.48987093585435,1,0,2,3,2,1,4,265632,65.0
358155,12.788723924659497,0,0,0,0,5,4,1,358155,115.0
74682,11.221007768246775,1,0,2,6,2,0,2,74682,75.0
162374,11.997663753972901,1,2,4,2,4,2,2,162374,94.0
127076,11.752548480928217,1,2,1,5,6,1,0,127076,91.0
39837,10.592576509635219,0,0,2,0,7,0,3,39837,81.0
212785,12.26804224481172,0,1,0,6,5,0,0,212785,116.0
12066,9.3982297330736,1,0,1,5,6,0,4,12066,64.0
125603,11.740889379642883,0,2,3,2,3,0,1,125603,101.0
166087,12.020273047356385,0,1,2,5,7,4,2,166087,67.0
251436,12.43494774012442,1,0,1,3,6,0,1,251436,113.0
195303,12.182312597965835,0,0,3,3,3,3,3,195303,125.0
269741,12.505221225590702,0,2,1,3,1,2,1,269741,86.0
185618,12.131451464784371,1,2,3,6,8,1,4,185618,89.0
387995,12.868750309273919,0,2,0,6,5,4,4,387995,132.0
226347,12.32982891695142,0,0,2,2,7,3,3,226347,101.0
49299,10.805679360030782,0,0,4,5,9,1,4,49299,47.0
153676,11.94260827616913,1,1,1,5,6,1,2,153676,72.0
319303,12.673898906028102,0,1,3,5,3,4,2,319303,118.0
202339,12.217704729759882,0,1,4,4,9,0,3,202339,85.0
22542,10.023179875454133,1,0,2,2,2,1,4,22542,49.0
353754,12.776359862115315,1,0,4,2,4,3,0,353754,111.0
471440,13.063549240670245,1,2,0,4,0,3,3,471440,103.0
248303,12.422409080911406,0,2,3,6,3,2,1,248303,118.0
198947,12.200798763027466,0,2,2,0,7,3,1,198947,65.0
253790,12.44426637264076,1,2,0,5,0,2,2,253790,142.0
465199,13.050222699626646,0,1,4,0,9,3,0,465199,104.0
