slot_n_big,slot_n_big_abs_log1p,slot_n_big_is_even,slot_n_big_mod3,slot_n_big_mod5,slot_n_big_mod7,slot_n_big_mod10,slot_R_big,slot_R_big_abs_log1p,slot_R_big_is_even,slot_R_big_mod3,slot_R_big_mod5,slot_R_big_mod7,slot_R_big_mod10,slot_N_small,slot_N_small_abs_log1p,slot_N_small_is_even,slot_N_small_mod3,slot_N_small_mod5,slot_N_small_mod7,slot_N_small_mod10,slot_r_small,slot_r_small_abs_log1p,slot_r_small_is_even,slot_r_small_mod3,slot_r_small_mod5,slot_r_small_mod7,slot_r_small_mod10,gcd_all,n_multiple_pairs,y
9,2.302585092994046,0,0,4,2,9,28,3.367295829986474,1,1,3,0,8,276,5.6240175061873385,1,0,1,3,6,17,2.8903717578961645,0,2,2,3,7,1,0,131543.0
6,1.9459101490553132,1,0,1,6,6,56,4.04305126783455,1,2,1,0,6,349,5.857933154483459,0,1,4,6,9,50,3.9318256327243257,1,2,0,1,0,1,0,12219.0
4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,150,5.017279836814924,1,0,0,3,0,5,1.791759469228055,0,2,0,5,5,1,1,2917.0
11,2.4849066497880004,0,2,1,4,1,47,3.871201010907891,0,2,2,5,7,128,4.859812404361672,1,2,3,2,8,26,3.295836866004329,1,2,1,5,6,1,0,24301.0
5,1.791759469228055,0,2,0,5,5,53,3.9889840465642745,0,2,3,4,3,335,5.817111159963204,0,2,0,6,5,42,3.7612001156935624,1,0,2,0,2,1,1,17009.0
12,2.5649493574615367,1,0,2,5,2,28,3.367295829986474,1,1,3,0,8,90,4.51085950651685,1,0,0,6,0,23,3.1780538303479458,0,2,3,2,3,1,0,51971.0
4,1.6094379124341003,1,1,4,4,4,42,3.7612001156935624,1,0,2,0,2,119,4.787491742782046,0,2,4,0,9,24,3.2188758248682006,1,0,4,3,4,1,1,19771.0
8,2.1972245773362196,1,2,3,1,8,31,3.4657359027997265,0,1,1,3,1,430,6.066108090103747,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,1,0,101224.0
7,2.0794415416798357,0,1,2,0,7,54,4.007333185232471,1,0,4,5,4,271,5.605802066295998,0,1,1,5,1,33,3.5263605246161616,0,0,3,5,3,1,0,2957.0
4,1.6094379124341003,1,1,4,4,4,43,3.784189633918261,0,1,3,1,3,430,6.066108090103747,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,1,1,187427.0
9,2.302585092994046,0,0,4,2,9,13,2.6390573296152584,0,1,3,6,3,91,4.5217885770490405,0,1,1,0,1,5,1.791759469228055,0,2,0,5,5,1,1,2838.0
3,1.3862943611198906,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,346,5.849324779946859,1,1,1,3,6,20,3.044522437723423,1,2,0,6,0,1,1,45727.0
5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,394,5.978885764901122,1,1,4,2,4,3,1.3862943611198906,0,0,3,3,3,1,1,5045.0
8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,327,5.793013608384144,0,0,2,5,7,10,2.3978952727983707,1,1,0,3,0,1,0,76469.0
10,2.3978952727983707,1,1,0,3,0,52,3.970291913552122,1,1,2,3,2,316,5.75890177387728,1,1,1,1,6,16,2.833213344056216,1,1,1,2,6,2,0,7199.0
9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,61,4.127134385045092,0,1,1,5,1,5,1.791759469228055,0,2,0,5,5,1,1,68.0
8,2.1972245773362196,1,2,3,1,8,60,4.110873864173311,1,0,0,4,0,400,5.993961427306569,1,1,0,1,0,7,2.0794415416798357,0,1,2,0,7,1,1,7953.0
10,2.3978952727983707,1,1,0,3,0,34,3.5553480614894135,1,1,4,6,4,143,4.969813299576001,0,2,3,3,3,27,3.332204510175204,0,0,2,6,7,1,0,997.0
12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,152,5.030437921392435,1,2,2,5,2,3,1.3862943611198906,0,0,3,3,3,1,3,5059.0
9,2.302585092994046,0,0,4,2,9,49,3.912023005428146,0,1,4,0,9,250,5.5254529391317835,1,1,0,5,0,16,2.833213344056216,1,1,1,2,6,1,0,24067.0
7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,0,5,211,5.356586274672012,0,1,1,1,1,30,3.4339872044851463,1,0,0,2,0,1,1,1049.0
5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,466,6.1463292576688975,1,1,1,4,6,1,0.6931471805599453,0,1,1,1,1,1,3,1983.0
6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,142,4.962844630259907,1,1,2,2,2,7,2.0794415416798357,0,1,2,0,7,1,0,10457.0
4,1.6094379124341003,1,1,4,4,4,60,4.110873864173311,1,0,0,4,0,18,2.9444389791664403,1,0,3,4,8,27,3.332204510175204,0,0,2,6,7,1,1,2551.0
11,2.4849066497880004,0,2,1,4,1,29,3.4011973816621555,0,2,4,1,9,108,4.6913478822291435,1,0,3,3,8,11,2.4849066497880004,0,2,1,4,1,1,1,31830.0
8,2.1972245773362196,1,2,3,1,8,27,3.332204510175204,0,0,2,6,7,355,5.87493073085203,0,1,0,5,5,14,2.70805020110221,1,2,4,0,4,1,0,6473.0
12,2.5649493574615367,1,0,2,5,2,24,3.2188758248682006,1,0,4,3,4,326,5.7899601708972535,1,2,1,4,6,2,1.0986122886681098,1,2,2,2,2,2,4,7729.0
8,2.1972245773362196,1,2,3,1,8,57,4.060443010546419,0,0,2,1,7,223,5.4116460518550396,0,1,3,6,3,32,3.4965075614664802,1,2,2,4,2,1,1,26591.0
3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,175,5.170483995038151,0,1,0,0,5,22,3.1354942159291497,1,1,2,1,2,1,1,49189.0
6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,463,6.139884552226255,0,1,3,1,3,9,2.302585092994046,0,0,4,2,9,1,0,43159.0
6,1.9459101490553132,1,0,1,6,6,47,3.871201010907891,0,2,2,5,7,474,6.163314804034641,1,0,4,5,4,29,3.4011973816621555,0,2,4,1,9,1,1,36187.0
5,1.791759469228055,0,2,0,5,5,58,4.07753744390572,1,1,3,2,8,415,6.030685260261263,0,1,0,2,5,46,3.8501476017100584,1,1,1,4,6,1,1,278173.0
12,2.5649493574615367,1,0,2,5,2,50,3.9318256327243257,1,2,0,1,0,277,5.627621113690637,0,1,2,4,7,46,3.8501476017100584,1,1,1,4,6,1,0,310823.0
4,1.6094379124341003,1,1,4,4,4,45,3.828641396489095,0,0,0,3,5,250,5.5254529391317835,1,1,0,5,0,19,2.995732273553991,0,1,4,5,9,1,0,35821.0
9,2.302585092994046,0,0,4,2,9,19,2.995732273553991,0,1,4,5,9,161,5.087596335232384,0,2,1,0,1,7,2.0794415416798357,0,1,2,0,7,1,1,2648.0
6,1.9459101490553132,1,0,1,6,6,31,3.4657359027997265,0,1,1,3,1,442,6.093569770045136,1,1,2,1,2,11,2.4849066497880004,0,2,1,4,1,1,0,38343.0
6,1.9459101490553132,1,0,1,6,6,47,3.871201010907891,0,2,2,5,7,90,4.51085950651685,1,0,0,6,0,18,2.9444389791664403,1,0,3,4,8,1,3,72431.0
9,2.302585092994046,0,0,4,2,9,39,3.6888794541139363,0,0,4,4,9,296,5.6937321388027,1,2,1,2,6,16,2.833213344056216,1,1,1,2,6,1,0,22937.0
4,1.6094379124341003,1,1,4,4,4,19,2.995732273553991,0,1,4,5,9,471,6.156978985585555,0,0,1,2,1,12,2.5649493574615367,1,0,2,5,2,1,1,37353.0
6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,404,6.003887067106539,1,2,4,5,4,18,2.9444389791664403,1,0,3,4,8,1,1,171911.0
10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,389,5.966146739123692,0,2,4,4,9,3,1.3862943611198906,0,0,3,3,3,1,1,1322.0
8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,480,6.175867270105761,1,0,0,4,0,2,1.0986122886681098,1,2,2,2,2,1,3,11265.0
10,2.3978952727983707,1,1,0,3,0,33,3.5263605246161616,0,0,3,5,3,154,5.043425116919247,1,1,4,0,4,29,3.4011973816621555,0,2,4,1,9,1,0,3943.0
6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,440,6.089044875446846,1,2,0,6,0,8,2.1972245773362196,1,2,3,1,8,1,2,41649.0
7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,88,4.48863636973214,1,1,3,4,8,4,1.6094379124341003,1,1,4,4,4,1,1,49.0
4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,242,5.493061443340548,1,2,2,4,2,2,1.0986122886681098,1,2,2,2,2,2,4,2133.0
4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,261,5.568344503761097,0,0,1,2,1,8,2.1972245773362196,1,2,3,1,8,1,1,6575.0
6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,385,5.955837369464831,0,1,0,0,5,3,1.3862943611198906,0,0,3,3,3,1,2,6812.0
10,2.3978952727983707,1,1,0,3,0,58,4.07753744390572,1,1,3,2,8,311,5.7430031878094825,0,2,1,3,1,54,4.007333185232471,1,0,4,5,4,1,0,53275.0
11,2.4849066497880004,0,2,1,4,1,45,3.828641396489095,0,0,0,3,5,114,4.74493212836325,1,0,4,2,4,26,3.295836866004329,1,2,1,5,6,1,0,61499.0
6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,312,5.746203190540153,1,0,2,4,2,4,1.6094379124341003,1,1,4,4,4,1,2,7339.0
8,2.1972245773362196,1,2,3,1,8,55,4.02535169073515,0,1,0,6,5,595,6.39024066706535,0,1,0,0,5,2,1.0986122886681098,1,2,2,2,2,1,1,5943.0
5,1.791759469228055,0,2,0,5,5,36,3.6109179126442243,1,0,1,1,6,426,6.056784013228625,1,0,1,6,6,27,3.332204510175204,0,0,2,6,7,1,0,46727.0
5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,80,4.394449154672439,1,2,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,3,1342.0
8,2.1972245773362196,1,2,3,1,8,34,3.5553480614894135,1,1,4,6,4,314,5.752572638825633,1,2,4,6,4,24,3.2188758248682006,1,0,4,3,4,2,1,128485.0
3,1.3862943611198906,0,0,3,3,3,55,4.02535169073515,0,1,0,6,5,489,6.194405391104672,0,0,4,6,9,49,3.912023005428146,0,1,4,0,9,1,1,222262.0
3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,312,5.746203190540153,1,0,2,4,2,11,2.4849066497880004,0,2,1,4,1,1,2,47582.0
6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,124,4.8283137373023015,1,1,4,5,4,11,2.4849066497880004,0,2,1,4,1,1,1,5623.0
8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,74,4.31748811353631,1,2,4,4,4,9,2.302585092994046,0,0,4,2,9,1,0,3557.0
9,2.302585092994046,0,0,4,2,9,17,2.8903717578961645,0,2,2,3,7,221,5.402677381872279,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,1,1,10482.0
6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,413,6.025865973825314,0,2,3,0,3,11,2.4849066497880004,0,2,1,4,1,1,0,62668.0
8,2.1972245773362196,1,2,3,1,8,54,4.007333185232471,1,0,4,5,4,448,6.1070228877422545,1,1,3,0,8,33,3.5263605246161616,0,0,3,5,3,1,1,88717.0
7,2.0794415416798357,0,1,2,0,7,8,2.1972245773362196,1,2,3,1,8,410,6.018593214496234,1,2,0,4,0,1,0.6931471805599453,0,1,1,1,1,1,3,3585.0
5,1.791759469228055,0,2,0,5,5,58,4.07753744390572,1,1,3,2,8,360,5.8888779583328805,1,0,0,3,0,39,3.6888794541139363,0,0,4,4,9,1,1,816779.0
8,2.1972245773362196,1,2,3,1,8,50,3.9318256327243257,1,2,0,1,0,191,5.2574953720277815,0,2,1,2,1,47,3.871201010907891,0,2,2,5,7,1,0,14621.0
7,2.0794415416798357,0,1,2,0,7,38,3.6635616461296463,1,2,3,3,8,68,4.23410650459726,1,2,3,5,8,21,3.091042453358316,0,0,1,0,1,1,1,16619.0
12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,571,6.349138991379798,0,1,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,2,12232.0
9,2.302585092994046,0,0,4,2,9,60,4.110873864173311,1,0,0,4,0,200,5.303304908059076,1,2,0,4,0,50,3.9318256327243257,1,2,0,1,0,1,1,58247.0
4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,273,5.6131281063880705,0,0,3,0,3,1,0.6931471805599453,0,1,1,1,1,1,3,934.0
9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,465,6.144185634125646,0,0,0,3,5,1,0.6931471805599453,0,1,1,1,1,1,3,150.0
12,2.5649493574615367,1,0,2,5,2,55,4.02535169073515,0,1,0,6,5,469,6.152732694704104,0,1,4,0,9,19,2.995732273553991,0,1,4,5,9,1,0,485852.0
5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,1,0,3,6,8,512,6.240275845170769,1,2,2,1,2,1,0.6931471805599453,0,1,1,1,1,1,3,24655.0
11,2.4849066497880004,0,2,1,4,1,25,3.258096538021482,0,1,0,4,5,472,6.159095388491933,1,1,2,3,2,11,2.4849066497880004,0,2,1,4,1,1,1,131706.0
10,2.3978952727983707,1,1,0,3,0,53,3.9889840465642745,0,2,3,4,3,90,4.51085950651685,1,0,0,6,0,39,3.6888794541139363,0,0,4,4,9,1,1,28059.0
7,2.0794415416798357,0,1,2,0,7,35,3.58351893845611,0,2,0,0,5,213,5.365976015021851,0,0,3,3,3,33,3.5263605246161616,0,0,3,5,3,1,1,40786.0
4,1.6094379124341003,1,1,4,4,4,47,3.871201010907891,0,2,2,5,7,12,2.5649493574615367,1,0,2,5,2,18,2.9444389791664403,1,0,3,4,8,1,1,2275.0
8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,212,5.3612921657094255,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,1,2,9743.0
9,2.302585092994046,0,0,4,2,9,21,3.091042453358316,0,0,1,0,1,437,6.082218910376446,0,2,2,3,7,9,2.302585092994046,0,0,4,2,9,1,1,7054.0
7,2.0794415416798357,0,1,2,0,7,31,3.4657359027997265,0,1,1,3,1,372,5.921578419643816,1,0,2,1,2,8,2.1972245773362196,1,2,3,1,8,1,1,46651.0
7,2.0794415416798357,0,1,2,0,7,30,3.4339872044851463,1,0,0,2,0,140,4.948759890378168,1,2,0,0,0,5,1.791759469228055,0,2,0,5,5,1,3,4093.0
8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,193,5.267858159063328,0,1,3,4,3,7,2.0794415416798357,0,1,2,0,7,1,0,2216.0
5,1.791759469228055,0,2,0,5,5,39,3.6888794541139363,0,0,4,4,9,377,5.934894195619588,0,2,2,6,7,15,2.772588722239781,0,0,0,1,5,1,1,18592.0
12,2.5649493574615367,1,0,2,5,2,45,3.828641396489095,0,0,0,3,5,255,5.545177444479562,0,0,0,3,5,20,3.044522437723423,1,2,0,6,0,1,0,44657.0
10,2.3978952727983707,1,1,0,3,0,49,3.912023005428146,0,1,4,0,9,271,5.605802066295998,0,1,1,5,1,17,2.8903717578961645,0,2,2,3,7,1,0,24618.0
6,1.9459101490553132,1,0,1,6,6,42,3.7612001156935624,1,0,2,0,2,317,5.762051382780177,0,2,2,2,7,25,3.258096538021482,0,1,0,4,5,1,1,33424.0
8,2.1972245773362196,1,2,3,1,8,49,3.912023005428146,0,1,4,0,9,184,5.220355825078324,1,1,4,2,4,25,3.258096538021482,0,1,0,4,5,1,1,27479.0
7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,324,5.783825182329737,1,0,4,2,4,6,1.9459101490553132,1,0,1,6,6,1,1,333.0
12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,126,4.844187086458591,1,0,1,0,6,12,2.5649493574615367,1,0,2,5,2,2,1,179.0
5,1.791759469228055,0,2,0,5,5,43,3.784189633918261,0,1,3,1,3,369,5.91350300563827,0,0,4,5,9,18,2.9444389791664403,1,0,3,4,8,1,0,72047.0
8,2.1972245773362196,1,2,3,1,8,19,2.995732273553991,0,1,4,5,9,323,5.780743515792329,0,2,3,1,3,4,1.6094379124341003,1,1,4,4,4,1,2,239.0
7,2.0794415416798357,0,1,2,0,7,7,2.0794415416798357,0,1,2,0,7,160,5.081404364984463,1,1,0,6,0,6,1.9459101490553132,1,0,1,6,6,1,1,1223.0
11,2.4849066497880004,0,2,1,4,1,51,3.9512437185814275,0,0,1,2,1,180,5.198497031265826,1,0,0,5,0,47,3.871201010907891,0,2,2,5,7,1,0,412996.0
12,2.5649493574615367,1,0,2,5,2,23,3.1780538303479458,0,2,3,2,3,404,6.003887067106539,1,2,4,5,4,8,2.1972245773362196,1,2,3,1,8,1,0,75099.0
9,2.302585092994046,0,0,4,2,9,6,1.9459101490553132,1,0,1,6,6,431,6.068425588244111,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,0,1475.0
3,1.3862943611198906,0,0,3,3,3,37,3.6375861597263857,0,1,2,2,7,462,6.137727054086234,1,0,2,0,2,14,2.70805020110221,1,2,4,0,4,1,2,122071.0
9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,0,5,0,348,5.855071922202427,1,0,3,5,8,36,3.6109179126442243,1,0,1,1,6,1,1,125083.0
7,2.0794415416798357,0,1,2,0,7,43,3.784189633918261,0,1,3,1,3,383,5.950642552587727,0,2,3,5,3,14,2.70805020110221,1,2,4,0,4,1,1,115721.0
4,1.6094379124341003,1,1,4,4,4,34,3.5553480614894135,1,1,4,6,4,113,4.736198448394496,0,2,3,1,3,5,1.791759469228055,0,2,0,5,5,1,0,9494.0
3,1.3862943611198906,0,0,3,3,3,42,3.7612001156935624,1,0,2,0,2,133,4.897839799950911,0,1,3,0,3,5,1.791759469228055,0,2,0,5,5,1,1,2323.0
6,1.9459101490553132,1,0,1,6,6,41,3.7376696182833684,0,2,1,6,1,430,6.066108090103747,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,1,3,2201.0
7,2.0794415416798357,0,1,2,0,7,58,4.07753744390572,1,1,3,2,8,72,4.290459441148391,1,0,2,2,2,33,3.5263605246161616,0,0,3,5,3,1,0,8427.0
9,2.302585092994046,0,0,4,2,9,49,3.912023005428146,0,1,4,0,9,451,6.113682179832232,0,1,1,3,1,2,1.0986122886681098,1,2,2,2,2,1,0,10956.0
12,2.5649493574615367,1,0,2,5,2,31,3.4657359027997265,0,1,1,3,1,72,4.290459441148391,1,0,2,2,2,10,2.3978952727983707,1,1,0,3,0,1,1,6323.0
11,2.4849066497880004,0,2,1,4,1,21,3.091042453358316,0,0,1,0,1,48,3.8918202981106265,1,0,3,6,8,17,2.8903717578961645,0,2,2,3,7,1,0,13798.0
11,2.4849066497880004,0,2,1,4,1,23,3.1780538303479458,0,2,3,2,3,41,3.7376696182833684,0,2,1,6,1,10,2.3978952727983707,1,1,0,3,0,1,0,707.0
11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,173,5.159055299214529,0,2,3,5,3,2,1.0986122886681098,1,2,2,2,2,1,1,211.0
5,1.791759469228055,0,2,0,5,5,52,3.970291913552122,1,1,2,3,2,219,5.393627546352362,0,0,4,2,9,17,2.8903717578961645,0,2,2,3,7,1,0,96337.0
7,2.0794415416798357,0,1,2,0,7,51,3.9512437185814275,0,0,1,2,1,369,5.91350300563827,0,0,4,5,9,32,3.4965075614664802,1,2,2,4,2,1,0,301127.0
12,2.5649493574615367,1,0,2,5,2,14,2.70805020110221,1,2,4,0,4,359,5.886104031450156,0,2,4,2,9,10,2.3978952727983707,1,1,0,3,0,1,0,26003.0
6,1.9459101490553132,1,0,1,6,6,45,3.828641396489095,0,0,0,3,5,49,3.912023005428146,0,1,4,0,9,6,1.9459101490553132,1,0,1,6,6,1,1,1297.0
3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,487,6.1903154058531475,0,1,2,4,7,4,1.6094379124341003,1,1,4,4,4,1,1,7093.0
8,2.1972245773362196,1,2,3,1,8,11,2.4849066497880004,0,2,1,4,1,345,5.846438775057725,0,0,0,2,5,10,2.3978952727983707,1,1,0,3,0,1,0,40433.0
5,1.791759469228055,0,2,0,5,5,48,3.8918202981106265,1,0,3,6,8,173,5.159055299214529,0,2,3,5,3,13,2.6390573296152584,0,1,3,6,3,1,0,3817.0
5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,50,3.9318256327243257,1,2,0,1,0,3,1.3862943611198906,0,0,3,3,3,1,1,152.0
8,2.1972245773362196,1,2,3,1,8,9,2.302585092994046,0,0,4,2,9,323,5.780743515792329,0,2,3,1,3,6,1.9459101490553132,1,0,1,6,6,1,0,899.0
9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,436,6.07993319509559,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,1,1,474.0
8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,261,5.568344503761097,0,0,1,2,1,12,2.5649493574615367,1,0,2,5,2,1,0,3269.0
7,2.0794415416798357,0,1,2,0,7,39,3.6888794541139363,0,0,4,4,9,131,4.882801922586371,0,2,1,5,1,23,3.1780538303479458,0,2,3,2,3,1,0,2192.0
6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,417,6.035481432524756,0,0,2,4,7,8,2.1972245773362196,1,2,3,1,8,1,0,85403.0
12,2.5649493574615367,1,0,2,5,2,37,3.6375861597263857,0,1,2,2,7,403,6.0014148779611505,0,1,3,4,3,24,3.2188758248682006,1,0,4,3,4,1,1,356449.0
8,2.1972245773362196,1,2,3,1,8,58,4.07753744390572,1,1,3,2,8,397,5.986452005284438,0,1,2,5,7,7,2.0794415416798357,0,1,2,0,7,1,0,11450.0
10,2.3978952727983707,1,1,0,3,0,48,3.8918202981106265,1,0,3,6,8,387,5.961005339623274,0,0,2,2,7,6,1.9459101490553132,1,0,1,6,6,1,1,9205.0
6,1.9459101490553132,1,0,1,6,6,56,4.04305126783455,1,2,1,0,6,316,5.75890177387728,1,1,1,1,6,47,3.871201010907891,0,2,2,5,7,1,0,23727.0
4,1.6094379124341003,1,1,4,4,4,54,4.007333185232471,1,0,4,5,4,58,4.07753744390572,1,1,3,2,8,8,2.1972245773362196,1,2,3,1,8,2,1,3937.0
5,1.791759469228055,0,2,0,5,5,47,3.871201010907891,0,2,2,5,7,145,4.983606621708336,0,1,0,5,5,30,3.4339872044851463,1,0,0,2,0,1,2,50383.0
3,1.3862943611198906,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,376,5.932245187448011,1,1,1,5,6,4,1.6094379124341003,1,1,4,4,4,1,1,5030.0
9,2.302585092994046,0,0,4,2,9,33,3.5263605246161616,0,0,3,5,3,261,5.568344503761097,0,0,1,2,1,26,3.295836866004329,1,2,1,5,6,1,1,3977.0
12,2.5649493574615367,1,0,2,5,2,42,3.7612001156935624,1,0,2,0,2,170,5.14166355650266,1,2,0,2,0,10,2.3978952727983707,1,1,0,3,0,2,1,16897.0
11,2.4849066497880004,0,2,1,4,1,22,3.1354942159291497,1,1,2,1,2,503,6.222576268071369,0,2,3,6,3,3,1.3862943611198906,0,0,3,3,3,1,1,16879.0
12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,519,6.253828811575473,0,0,4,1,9,2,1.0986122886681098,1,2,2,2,2,1,3,3527.0
5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,426,6.056784013228625,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,1,1,444.0
10,2.3978952727983707,1,1,0,3,0,49,3.912023005428146,0,1,4,0,9,407,6.0112671744041615,0,2,2,1,7,26,3.295836866004329,1,2,1,5,6,1,0,73699.0
5,1.791759469228055,0,2,0,5,5,19,2.995732273553991,0,1,4,5,9,153,5.0369526024136295,0,0,3,6,3,10,2.3978952727983707,1,1,0,3,0,1,1,389.0
8,2.1972245773362196,1,2,3,1,8,58,4.07753744390572,1,1,3,2,8,103,4.6443908991413725,0,1,3,5,3,43,3.784189633918261,0,1,3,1,3,1,0,24091.0
12,2.5649493574615367,1,0,2,5,2,58,4.07753744390572,1,1,3,2,8,265,5.583496308781699,0,1,0,6,5,18,2.9444389791664403,1,0,3,4,8,1,0,12193.0
3,1.3862943611198906,0,0,3,3,3,43,3.784189633918261,0,1,3,1,3,22,3.1354942159291497,1,1,2,1,2,9,2.302585092994046,0,0,4,2,9,1,1,7456.0
12,2.5649493574615367,1,0,2,5,2,20,3.044522437723423,1,2,0,6,0,403,6.0014148779611505,0,1,3,4,3,16,2.833213344056216,1,1,1,2,6,1,0,32833.0
5,1.791759469228055,0,2,0,5,5,43,3.784189633918261,0,1,3,1,3,452,6.115892125483034,1,2,2,4,2,34,3.5553480614894135,1,1,4,6,4,1,0,111446.0
3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,31,3.4657359027997265,0,1,1,3,1,6,1.9459101490553132,1,0,1,6,6,1,1,377.0
8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,498,6.212606095751519,1,0,3,1,8,8,2.1972245773362196,1,2,3,1,8,2,1,4197.0
5,1.791759469228055,0,2,0,5,5,47,3.871201010907891,0,2,2,5,7,231,5.44673737166631,0,0,1,0,1,24,3.2188758248682006,1,0,4,3,4,1,0,65065.0
12,2.5649493574615367,1,0,2,5,2,10,2.3978952727983707,1,1,0,3,0,475,6.16541785423142,0,1,0,6,5,2,1.0986122886681098,1,2,2,2,2,1,2,5049.0
12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,207,5.337538079701318,0,0,2,4,7,8,2.1972245773362196,1,2,3,1,8,1,0,2629.0
9,2.302585092994046,0,0,4,2,9,51,3.9512437185814275,0,0,1,2,1,298,5.700443573390687,1,1,3,4,8,28,3.367295829986474,1,1,3,0,8,1,0,35050.0
3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,200,5.303304908059076,1,2,0,4,0,11,2.4849066497880004,0,2,1,4,1,1,1,41159.0
11,2.4849066497880004,0,2,1,4,1,16,2.833213344056216,1,1,1,2,6,245,5.5053315359323625,0,2,0,0,5,3,1.3862943611198906,0,0,3,3,3,1,0,227.0
10,2.3978952727983707,1,1,0,3,0,44,3.8066624897703196,1,2,4,2,4,263,5.575949103146316,0,2,3,4,3,25,3.258096538021482,0,1,0,4,5,1,0,142227.0
8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,360,5.8888779583328805,1,0,0,3,0,27,3.332204510175204,0,0,2,6,7,1,2,39065.0
10,2.3978952727983707,1,1,0,3,0,50,3.9318256327243257,1,2,0,1,0,153,5.0369526024136295,0,0,3,6,3,49,3.912023005428146,0,1,4,0,9,1,1,178674.0
12,2.5649493574615367,1,0,2,5,2,54,4.007333185232471,1,0,4,5,4,171,5.147494476813453,0,0,1,3,1,49,3.912023005428146,0,1,4,0,9,1,0,214225.0
