slot_town_name,slot_total_residents,slot_total_residents_abs_log1p,slot_total_residents_is_even,slot_total_residents_mod3,slot_total_residents_mod5,slot_total_residents_mod7,slot_total_residents_mod10,slot_item_a_name,slot_item_b_name,slot_item_c_name,slot_universal_item_name,slot_count_item_a,slot_count_item_a_abs_log1p,slot_count_item_a_is_even,slot_count_item_a_mod3,slot_count_item_a_mod5,slot_count_item_a_mod7,slot_count_item_a_mod10,slot_count_item_b,slot_count_item_b_abs_log1p,slot_count_item_b_sign,slot_count_item_b_is_even,slot_count_item_b_mod3,slot_count_item_b_mod5,slot_count_item_b_mod7,slot_count_item_b_mod10,slot_count_item_c,slot_count_item_c_abs_log1p,slot_count_item_c_sign,slot_count_item_c_is_even,slot_count_item_c_mod3,slot_count_item_c_mod5,slot_count_item_c_mod7,slot_count_item_c_mod10,slot_count_universal,slot_count_universal_abs_log1p,slot_count_universal_is_even,slot_count_universal_mod3,slot_count_universal_mod5,slot_count_universal_mod7,slot_count_universal_mod10,slot_exactly_two_count,slot_exactly_two_count_abs_log1p,slot_exactly_two_count_sign,slot_exactly_two_count_is_even,slot_exactly_two_count_mod3,slot_exactly_two_count_mod5,slot_exactly_two_count_mod7,slot_exactly_two_count_mod10,slot_exactly_three_count,slot_exactly_three_count_abs_log1p,slot_exactly_three_count_sign,slot_exactly_three_count_is_even,slot_exactly_three_count_mod3,slot_exactly_three_count_mod5,slot_exactly_three_count_mod7,slot_exactly_three_count_mod10,gcd_all,n_multiple_pairs,y
3,1531,7.3343293503005365,0,1,1,5,1,3,9,17,1,1531,7.3343293503005365,0,1,1,5,1,1015,6.923628628138427,1,0,1,0,0,5,0,0.0,0,1,0,0,0,0,1531,7.3343293503005365,0,1,1,5,1,605,6.406879986069314,1,0,2,0,3,5,621,6.432940092739179,1,0,0,1,5,1,1,3,233.0
8,324,5.783825182329737,1,0,4,2,4,10,16,16,0,324,5.783825182329737,1,0,4,2,4,243,5.497168225293202,1,0,0,3,5,3,0,0.0,0,1,0,0,0,0,324,5.783825182329737,1,0,4,2,4,108,4.6913478822291435,1,1,0,3,3,8,168,5.1298987149230735,1,1,0,3,0,8,3,6,41.0
3,1970,7.58629630715272,1,2,0,3,0,11,11,0,4,1511,7.321188556739478,0,2,1,6,1,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1970,7.58629630715272,1,2,0,3,0,967,6.875232087276577,1,0,1,2,1,7,260,5.564520407322694,1,1,2,0,1,0,1,1,8.0
8,1978,7.590346945602565,1,1,3,4,8,17,12,1,4,1978,7.590346945602565,1,1,3,4,8,510,6.236369590203704,1,1,0,0,6,0,0,0.0,0,1,0,0,0,0,1978,7.590346945602565,1,1,3,4,8,1120,7.02197642307216,1,1,1,0,0,0,183,5.214935757608986,1,0,0,3,1,3,1,3,334.0
2,1627,7.395107546562485,0,1,2,3,7,1,11,7,2,1607,7.382746449738912,0,2,2,4,7,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1627,7.395107546562485,0,1,2,3,7,1592,7.373374309910049,1,1,2,2,3,2,0,0.0,0,1,0,0,0,0,1,1,5.0
2,323,5.780743515792329,0,2,3,1,3,0,12,15,0,323,5.780743515792329,0,2,3,1,3,265,5.583496308781699,1,0,1,0,6,5,0,0.0,0,1,0,0,0,0,323,5.780743515792329,0,2,3,1,3,117,4.770684624465665,1,0,0,2,5,7,9,2.302585092994046,1,0,0,4,2,9,1,4,151.0
4,1004,6.912742820493176,1,2,4,3,4,1,15,15,0,1004,6.912742820493176,1,2,4,3,4,419,6.040254711277414,1,0,2,4,6,9,0,0.0,0,1,0,0,0,0,1004,6.912742820493176,1,2,4,3,4,553,6.317164686747284,1,0,1,3,0,3,141,4.955827057601261,1,0,0,1,1,1,1,3,196.0
0,1543,7.342131730584722,0,1,3,3,3,17,0,1,4,1543,7.342131730584722,0,1,3,3,3,55,4.02535169073515,1,0,1,0,6,5,0,0.0,0,1,0,0,0,0,1543,7.342131730584722,0,1,3,3,3,1110,7.01301578963963,1,1,0,0,4,0,187,5.236441962829949,1,0,1,2,5,7,1,3,38.0
4,391,5.971261839790462,0,1,1,6,1,14,4,0,5,316,5.75890177387728,1,1,1,1,6,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,391,5.971261839790462,0,1,1,6,1,253,5.537334267018537,1,0,1,3,1,3,21,3.091042453358316,1,0,0,1,0,1,1,1,7.0
4,324,5.783825182329737,1,0,4,2,4,2,17,10,1,324,5.783825182329737,1,0,4,2,4,97,4.584967478670572,1,0,1,2,6,7,0,0.0,0,1,0,0,0,0,324,5.783825182329737,1,0,4,2,4,106,4.672828834461906,1,1,1,1,1,6,126,4.844187086458591,1,1,0,1,0,6,1,3,21.0
7,663,6.498282149476434,0,0,3,5,3,10,3,10,2,663,6.498282149476434,0,0,3,5,3,643,6.467698726104354,1,0,1,3,6,3,0,0.0,0,1,0,0,0,0,663,6.498282149476434,0,0,3,5,3,126,4.844187086458591,1,1,0,1,0,6,284,5.652489180268651,1,1,2,4,4,4,1,3,204.0
5,1189,7.081708586105575,0,1,4,6,9,15,13,11,2,1189,7.081708586105575,0,1,4,6,9,990,6.898714534329988,1,1,0,0,3,0,0,0.0,0,1,0,0,0,0,1189,7.081708586105575,0,1,4,6,9,174,5.1647859739235145,1,1,0,4,6,4,938,6.844815479208263,1,1,2,3,0,8,1,3,43.0
7,512,6.240275845170769,1,2,2,1,2,11,1,4,1,512,6.240275845170769,1,2,2,1,2,142,4.962844630259907,1,1,1,2,2,2,0,0.0,0,1,0,0,0,0,512,6.240275845170769,1,2,2,1,2,279,5.634789603169249,1,0,0,4,6,9,87,4.477336814478207,1,0,0,2,3,7,1,3,67.0
8,1723,7.452402451223638,0,1,3,1,3,5,6,11,2,1723,7.452402451223638,0,1,3,1,3,1569,7.358830898342354,1,0,0,4,1,9,0,0.0,0,1,0,0,0,0,1723,7.452402451223638,0,1,3,1,3,547,6.306275286948016,1,0,1,2,1,7,354,5.872117789475416,1,1,0,4,4,4,1,3,679.0
0,1905,7.552762084214147,0,0,0,1,5,9,9,7,4,1905,7.552762084214147,0,0,0,1,5,1225,7.111512116496157,1,0,1,0,0,5,0,0.0,0,1,0,0,0,0,1905,7.552762084214147,0,0,0,1,5,943,6.8501261661455,1,0,1,3,5,3,636,6.456769655572163,1,1,0,1,6,6,1,3,305.0
3,1526,7.3310603052186325,1,2,1,0,6,11,11,5,0,1526,7.3310603052186325,1,2,1,0,6,1423,7.261225091971921,1,0,1,3,2,3,0,0.0,0,1,0,0,0,0,1526,7.3310603052186325,1,2,1,0,6,643,6.467698726104354,1,0,1,3,6,3,256,5.54907608489522,1,1,1,1,4,6,1,3,598.0
6,1320,7.186144304522325,1,0,0,4,0,2,11,3,0,1320,7.186144304522325,1,0,0,4,0,130,4.875197323201151,1,1,1,0,4,0,0,0.0,0,1,0,0,0,0,1320,7.186144304522325,1,0,0,4,0,572,6.35088571671474,1,1,2,2,5,2,67,4.219507705176107,1,0,1,2,4,7,1,3,248.0
7,558,6.326149473155099,1,0,3,5,8,11,7,15,0,558,6.326149473155099,1,0,3,5,8,284,5.652489180268651,1,1,2,4,4,4,0,0.0,0,1,0,0,0,0,558,6.326149473155099,1,0,3,5,8,151,5.0238805208462765,1,0,1,1,4,1,143,4.969813299576001,1,0,2,3,3,3,1,3,135.0
0,1178,7.072421900537371,1,2,3,2,8,16,17,10,0,1178,7.072421900537371,1,2,3,2,8,184,5.220355825078324,1,1,1,4,2,4,0,0.0,0,1,0,0,0,0,1178,7.072421900537371,1,2,3,2,8,951,6.858565034791365,1,0,0,1,6,1,78,4.3694478524670215,1,1,0,3,1,8,1,3,85.0
1,964,6.872128101338986,1,1,4,5,4,16,7,5,0,964,6.872128101338986,1,1,4,5,4,189,5.247024072160486,1,0,0,4,0,9,0,0.0,0,1,0,0,0,0,964,6.872128101338986,1,1,4,5,4,390,5.968707559985366,1,1,0,0,5,0,278,5.631211781821365,1,1,2,3,5,8,1,3,69.0
4,1589,7.371489295214277,0,2,4,0,9,11,9,8,0,1589,7.371489295214277,0,2,4,0,9,283,5.648974238161206,1,0,1,3,3,3,0,0.0,0,1,0,0,0,0,1589,7.371489295214277,0,2,4,0,9,1260,7.13966033596492,1,1,0,0,0,0,267,5.5909869805108565,1,0,0,2,1,7,1,3,26.0
5,750,6.621405651764134,1,0,0,1,0,3,10,2,5,750,6.621405651764134,1,0,0,1,0,551,6.313548046277095,1,0,2,1,5,1,0,0.0,0,1,0,0,0,0,750,6.621405651764134,1,0,0,1,0,201,5.308267697401205,1,0,0,1,5,1,547,6.306275286948016,1,0,1,2,1,7,1,3,2.0
3,1367,7.221105098182496,0,2,2,2,7,9,0,1,3,1367,7.221105098182496,0,2,2,2,7,385,5.955837369464831,1,0,1,0,0,5,0,0.0,0,1,0,0,0,0,1367,7.221105098182496,0,2,2,2,7,742,6.610696044717759,1,1,1,2,0,2,475,6.16541785423142,1,0,1,0,6,5,1,3,20.0
2,1873,7.535830462798367,0,1,3,4,3,10,6,5,4,1873,7.535830462798367,0,1,3,4,3,459,6.131226489483141,1,0,0,4,4,9,0,0.0,0,1,0,0,0,0,1873,7.535830462798367,0,1,3,4,3,1329,7.1929342212158,1,0,0,4,6,9,395,5.981414211254481,1,0,2,0,3,5,1,3,71.0
0,850,6.7464121285733745,1,1,0,3,0,1,15,16,2,850,6.7464121285733745,1,1,0,3,0,100,4.61512051684126,1,1,1,0,2,0,0,0.0,0,1,0,0,0,0,850,6.7464121285733745,1,1,0,3,0,738,6.6052979209482015,1,1,0,3,3,8,88,4.48863636973214,1,1,1,3,4,8,2,3,12.0
0,338,5.82600010738045,1,2,3,2,8,10,15,17,2,338,5.82600010738045,1,2,3,2,8,278,5.631211781821365,1,1,2,3,5,8,0,0.0,0,1,0,0,0,0,338,5.82600010738045,1,2,3,2,8,113,4.736198448394496,1,0,2,3,1,3,64,4.174387269895637,1,1,1,4,1,4,1,3,125.0
0,518,6.251903883165888,1,2,3,0,8,11,3,2,0,518,6.251903883165888,1,2,3,0,8,39,3.6888794541139363,1,0,0,4,4,9,0,0.0,0,1,0,0,0,0,518,6.251903883165888,1,2,3,0,8,493,6.202535517187923,1,0,1,3,3,3,8,2.1972245773362196,1,1,2,3,1,8,1,3,16.0
8,941,6.848005274576363,0,2,1,3,1,14,11,9,5,941,6.848005274576363,0,2,1,3,1,96,4.574710978503383,1,1,0,1,5,6,0,0.0,0,1,0,0,0,0,941,6.848005274576363,0,2,1,3,1,772,6.650279048587422,1,1,1,2,2,2,83,4.430816798843313,1,0,2,3,6,3,1,3,33.0
5,1798,7.4949862339505335,1,1,3,6,8,3,16,3,3,1798,7.4949862339505335,1,1,3,6,8,279,5.634789603169249,1,0,0,4,6,9,0,0.0,0,1,0,0,0,0,1798,7.4949862339505335,1,1,3,6,8,193,5.267858159063328,1,0,1,3,4,3,348,5.855071922202427,1,1,0,3,5,8,1,3,396.0
3,1447,7.277938572945661,0,1,2,5,7,9,5,8,0,1447,7.277938572945661,0,1,2,5,7,631,6.448889394146858,1,0,1,1,1,1,0,0.0,0,1,0,0,0,0,1447,7.277938572945661,0,1,2,5,7,900,6.803505257608338,1,1,0,0,4,0,406,6.008813185442595,1,1,1,1,0,6,1,3,122.0
8,1517,7.325148957955575,0,2,2,5,7,14,10,1,0,1517,7.325148957955575,0,2,2,5,7,751,6.62273632394984,1,0,1,1,2,1,0,0.0,0,1,0,0,0,0,1517,7.325148957955575,0,2,2,5,7,767,6.643789733147672,1,0,2,2,4,7,200,5.303304908059076,1,1,2,0,4,0,1,3,367.0
5,507,6.230481447578482,0,0,2,3,7,12,15,0,5,494,6.20455776256869,1,2,4,4,4,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,507,6.230481447578482,0,0,2,3,7,266,5.58724865840025,1,1,2,1,0,6,96,4.574710978503383,1,1,0,1,5,6,1,1,12.0
8,1584,7.368339686311381,1,0,4,2,4,6,17,6,4,1584,7.368339686311381,1,0,4,2,4,18,2.9444389791664403,1,1,0,3,4,8,0,0.0,0,1,0,0,0,0,1584,7.368339686311381,1,0,4,2,4,1502,7.315218389752975,1,1,2,2,4,2,17,2.8903717578961645,1,0,2,2,3,7,1,6,22.0
7,1185,7.078341579557671,0,0,0,2,5,6,9,3,0,1185,7.078341579557671,0,0,0,2,5,947,6.854354502255021,1,0,2,2,2,7,0,0.0,0,1,0,0,0,0,1185,7.078341579557671,0,0,0,2,5,243,5.497168225293202,1,0,0,3,5,3,919,6.824373670043086,1,0,1,4,2,9,1,3,17.0
2,1657,7.4133673356952405,0,1,2,5,7,0,16,9,5,1657,7.4133673356952405,0,1,2,5,7,1146,7.044905117129371,1,1,0,1,5,6,0,0.0,0,1,0,0,0,0,1657,7.4133673356952405,0,1,2,5,7,370,5.916202062607435,1,1,1,0,6,0,900,6.803505257608338,1,1,0,0,4,0,1,3,211.0
4,1960,7.581209826196346,1,1,0,0,0,0,7,5,4,1960,7.581209826196346,1,1,0,0,0,1848,7.522400231387125,1,1,0,3,0,8,0,0.0,0,1,0,0,0,0,1960,7.581209826196346,1,1,0,0,0,154,5.043425116919247,1,1,1,4,0,4,222,5.407171771460119,1,1,0,2,5,2,2,4,1070.0
7,1834,7.51479976048867,1,1,4,0,4,7,15,8,5,1834,7.51479976048867,1,1,4,0,4,1195,7.086737934510577,1,0,1,0,5,5,0,0.0,0,1,0,0,0,0,1834,7.51479976048867,1,1,4,0,4,784,6.665683717782408,1,1,1,4,0,4,116,4.762173934797756,1,1,2,1,4,6,1,3,671.0
1,1683,7.428927194802272,0,0,3,3,3,12,8,4,5,1683,7.428927194802272,0,0,3,3,3,650,6.478509642208569,1,1,2,0,6,0,0,0.0,0,1,0,0,0,0,1683,7.428927194802272,0,0,3,3,3,1024,6.932447891572509,1,1,1,4,2,4,530,6.274762021241939,1,1,2,0,5,0,1,3,83.0
1,579,6.363028103540465,0,0,4,5,9,8,2,9,3,579,6.363028103540465,0,0,4,5,9,102,4.634728988229636,1,1,0,2,4,2,0,0.0,0,1,0,0,0,0,579,6.363028103540465,0,0,4,5,9,264,5.579729825986222,1,1,0,4,5,4,48,3.8918202981106265,1,1,0,3,6,8,3,3,107.0
6,574,6.354370040797351,1,1,4,0,4,7,3,16,0,574,6.354370040797351,1,1,4,0,4,445,6.100318952020064,1,0,1,0,4,5,0,0.0,0,1,0,0,0,0,574,6.354370040797351,1,1,4,0,4,1,0.6931471805599453,1,0,1,1,1,1,320,5.771441123130016,1,1,2,0,5,0,1,8,126.0
8,1860,7.528869256642251,1,0,0,5,0,17,12,1,0,1860,7.528869256642251,1,0,0,5,0,158,5.0689042022202315,1,1,2,3,4,8,0,0.0,0,1,0,0,0,0,1860,7.528869256642251,1,0,0,5,0,904,6.807934943699926,1,1,1,4,1,4,158,5.0689042022202315,1,1,2,3,4,8,2,4,266.0
7,1962,7.5822291942764615,1,0,2,2,2,10,14,1,2,1962,7.5822291942764615,1,0,2,2,2,196,5.2832037287379885,1,1,1,1,0,6,0,0.0,0,1,0,0,0,0,1962,7.5822291942764615,1,0,2,2,2,1608,7.3833681469923835,1,1,0,3,5,8,236,5.4680601411351315,1,1,2,1,5,6,2,3,26.0
6,1827,7.510977752014095,0,0,2,0,7,16,11,5,3,1827,7.510977752014095,0,0,2,0,7,519,6.253828811575473,1,0,0,4,1,9,0,0.0,0,1,0,0,0,0,1827,7.510977752014095,0,0,2,0,7,1305,7.174724309836376,1,0,0,0,3,5,501,6.218600119691729,1,0,0,1,4,1,3,3,13.0
4,866,6.7650389767805414,1,2,1,5,6,0,12,8,2,866,6.7650389767805414,1,2,1,5,6,489,6.194405391104672,1,0,0,4,6,9,0,0.0,0,1,0,0,0,0,866,6.7650389767805414,1,2,1,5,6,374,5.926926025970411,1,1,2,4,3,4,333,5.811140992976701,1,0,0,3,4,3,1,3,105.0
6,305,5.723585101952381,0,2,0,4,5,12,4,10,0,305,5.723585101952381,0,2,0,4,5,48,3.8918202981106265,1,1,0,3,6,8,0,0.0,0,1,0,0,0,0,305,5.723585101952381,0,2,0,4,5,262,5.572154032177765,1,1,1,2,3,2,23,3.1780538303479458,1,0,2,3,2,3,1,3,15.0
8,818,6.70808408385307,1,2,3,6,8,5,6,13,4,818,6.70808408385307,1,2,3,6,8,334,5.814130531825066,1,1,1,4,5,4,0,0.0,0,1,0,0,0,0,818,6.70808408385307,1,2,3,6,8,491,6.198478716492308,1,0,2,1,1,1,311,5.7430031878094825,1,0,2,1,3,1,1,3,13.0
5,584,6.371611847231857,1,2,4,3,4,10,10,12,5,584,6.371611847231857,1,2,4,3,4,85,4.454347296253507,1,0,1,0,1,5,0,0.0,0,1,0,0,0,0,584,6.371611847231857,1,2,4,3,4,508,6.2324480165505225,1,1,1,3,4,8,64,4.174387269895637,1,1,1,4,1,4,1,3,11.0
6,1883,7.5411524551363085,0,2,3,0,3,9,8,4,1,1168,7.063903961472068,1,1,3,6,8,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1883,7.5411524551363085,0,2,3,0,3,938,6.844815479208263,1,1,2,3,0,8,7,2.0794415416798357,1,0,1,2,0,7,1,4,72.0
4,1083,6.988413181999592,0,0,3,5,3,10,17,14,1,1083,6.988413181999592,0,0,3,5,3,931,6.837332814685591,1,0,1,1,0,1,0,0.0,0,1,0,0,0,0,1083,6.988413181999592,0,0,3,5,3,530,6.274762021241939,1,1,2,0,5,0,22,3.1354942159291497,1,1,1,2,1,2,1,3,480.0
4,1091,6.9957661563048505,0,2,1,6,1,3,9,3,5,1091,6.9957661563048505,0,2,1,6,1,931,6.837332814685591,1,0,1,1,0,1,0,0.0,0,1,0,0,0,0,1091,6.9957661563048505,0,2,1,6,1,5,1.791759469228055,1,0,2,0,5,5,761,6.635946555686647,1,0,2,1,5,1,1,3,165.0
5,820,6.710523109452428,1,1,0,1,0,16,7,8,1,820,6.710523109452428,1,1,0,1,0,75,4.330733340286331,1,0,0,0,5,5,0,0.0,0,1,0,0,0,0,820,6.710523109452428,1,1,0,1,0,743,6.612041034833092,1,0,2,3,1,3,40,3.713572066704308,1,1,1,0,5,0,1,3,24.0
2,1089,6.993932975223189,0,0,4,4,9,4,15,9,5,1089,6.993932975223189,0,0,4,4,9,178,5.187385805840755,1,1,1,3,3,8,0,0.0,0,1,0,0,0,0,1089,6.993932975223189,0,0,4,4,9,886,6.787844982309579,1,1,1,1,4,6,189,5.247024072160486,1,0,0,4,0,9,1,3,1.0
5,879,6.779921907472252,0,0,4,4,9,10,0,7,5,879,6.779921907472252,0,0,4,4,9,232,5.4510384535657,1,1,1,2,1,2,0,0.0,0,1,0,0,0,0,879,6.779921907472252,0,0,4,4,9,545,6.302618975744905,1,0,2,0,6,5,211,5.356586274672012,1,0,1,1,1,1,1,3,48.0
7,1496,7.311218384419629,1,2,1,5,6,0,2,1,5,1496,7.311218384419629,1,2,1,5,6,450,6.111467339502679,1,1,0,0,2,0,0,0.0,0,1,0,0,0,0,1496,7.311218384419629,1,2,1,5,6,993,6.901737206656574,1,0,0,3,6,3,343,5.840641657373398,1,0,1,3,0,3,1,3,89.0
3,834,6.727431724850855,1,0,4,1,4,15,10,1,0,815,6.704414354964107,0,2,0,3,5,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,834,6.727431724850855,1,0,4,1,4,804,6.690842277418564,1,1,0,4,6,4,4,1.6094379124341003,1,1,1,4,4,4,1,2,1.0
6,494,6.20455776256869,1,2,4,4,4,10,12,0,3,494,6.20455776256869,1,2,4,4,4,493,6.202535517187923,1,0,1,3,3,3,0,0.0,0,1,0,0,0,0,494,6.20455776256869,1,2,4,4,4,49,3.912023005428146,1,0,1,4,0,9,70,4.2626798770413155,1,1,1,0,0,0,1,3,266.0
0,1393,7.2399325913204695,0,1,3,0,3,13,7,5,3,1393,7.2399325913204695,0,1,3,0,3,834,6.727431724850855,1,1,0,4,1,4,0,0.0,0,1,0,0,0,0,1393,7.2399325913204695,0,1,3,0,3,413,6.025865973825314,1,0,2,3,0,3,823,6.714170529909472,1,0,1,3,4,3,1,3,56.0
7,944,6.851184927493743,1,2,4,6,4,15,1,3,3,944,6.851184927493743,1,2,4,6,4,32,3.4965075614664802,1,1,2,2,4,2,0,0.0,0,1,0,0,0,0,944,6.851184927493743,1,2,4,6,4,872,6.771935555839602,1,1,2,2,4,2,46,3.8501476017100584,1,1,1,1,4,6,2,3,4.0
0,633,6.452048954437226,0,0,3,3,3,3,13,0,5,633,6.452048954437226,0,0,3,3,3,212,5.3612921657094255,1,1,2,2,2,2,0,0.0,0,1,0,0,0,0,633,6.452048954437226,0,0,3,3,3,466,6.1463292576688975,1,1,1,1,4,6,92,4.532599493153256,1,1,2,2,1,2,1,3,65.0
5,1994,7.598399329323964,1,2,4,6,4,6,14,6,5,1994,7.598399329323964,1,2,4,6,4,1804,7.498315870766981,1,1,1,4,5,4,0,0.0,0,1,0,0,0,0,1994,7.598399329323964,1,2,4,6,4,169,5.135798437050262,1,0,1,4,1,9,1618,7.389563953677635,1,1,1,3,1,8,1,3,131.0
1,1591,7.3727463664043285,0,1,1,2,1,14,3,13,2,1591,7.3727463664043285,0,1,1,2,1,46,3.8501476017100584,1,1,1,1,4,6,0,0.0,0,1,0,0,0,0,1591,7.3727463664043285,0,1,1,2,1,1490,7.307202314764738,1,1,2,0,6,0,72,4.290459441148391,1,1,0,2,2,2,1,3,1.0
7,1979,7.590852123688581,0,2,4,5,9,16,8,11,1,1979,7.590852123688581,0,2,4,5,9,788,6.670766320845874,1,1,2,3,4,8,0,0.0,0,1,0,0,0,0,1979,7.590852123688581,0,2,4,5,9,1217,7.1049654482698426,1,0,2,2,6,7,556,6.322565239927284,1,1,1,1,3,6,1,3,146.0
2,974,6.882437470997847,1,2,4,1,4,13,6,17,3,974,6.882437470997847,1,2,4,1,4,17,2.8903717578961645,1,0,2,2,3,7,0,0.0,0,1,0,0,0,0,974,6.882437470997847,1,2,4,1,4,961,6.8690144506657065,1,0,1,1,2,1,0,0.0,0,1,0,0,0,0,1,3,10.0
4,326,5.7899601708972535,1,2,1,4,6,3,13,6,1,326,5.7899601708972535,1,2,1,4,6,216,5.37989735354046,1,1,0,1,6,6,0,0.0,0,1,0,0,0,0,326,5.7899601708972535,1,2,1,4,6,60,4.110873864173311,1,1,0,0,4,0,241,5.488937726156687,1,0,1,1,3,1,1,3,0.0
2,603,6.403574197934815,0,0,3,1,3,8,12,14,0,603,6.403574197934815,0,0,3,1,3,141,4.955827057601261,1,0,0,1,1,1,0,0.0,0,1,0,0,0,0,603,6.403574197934815,0,0,3,1,3,384,5.953243334287785,1,1,0,4,6,4,150,5.017279836814924,1,1,0,0,3,0,3,3,20.0
3,518,6.251903883165888,1,2,3,0,8,17,12,7,4,518,6.251903883165888,1,2,3,0,8,31,3.4657359027997265,1,0,1,1,3,1,0,0.0,0,1,0,0,0,0,518,6.251903883165888,1,2,3,0,8,490,6.19644412779452,1,1,1,0,0,0,7,2.0794415416798357,1,0,1,2,0,7,1,7,15.0
8,520,6.255750041753367,1,1,0,2,0,10,11,2,5,520,6.255750041753367,1,1,0,2,0,512,6.240275845170769,1,1,2,2,1,2,0,0.0,0,1,0,0,0,0,520,6.255750041753367,1,1,0,2,0,15,2.772588722239781,1,0,0,0,1,5,489,6.194405391104672,1,0,0,4,6,9,1,3,13.0
7,1512,7.321849713788356,1,0,2,0,2,8,16,6,4,1512,7.321849713788356,1,0,2,0,2,847,6.742880635791903,1,0,1,2,0,7,0,0.0,0,1,0,0,0,0,1512,7.321849713788356,1,0,2,0,2,726,6.588926477533519,1,1,0,1,5,6,359,5.886104031450156,1,0,2,4,2,9,1,3,305.0
1,1161,7.057897937411856,0,0,1,6,1,10,9,3,0,1103,7.00669522683704,0,2,3,4,3,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1161,7.057897937411856,0,0,1,6,1,372,5.921578419643816,1,1,0,2,1,2,106,4.672828834461906,1,1,1,1,1,6,1,1,173.0
6,1337,7.198931240688173,0,2,2,0,7,8,0,2,5,1337,7.198931240688173,0,2,2,0,7,1292,7.164720378771857,1,1,2,2,4,2,0,0.0,0,1,0,0,0,0,1337,7.198931240688173,0,2,2,0,7,165,5.111987788356544,1,0,0,0,4,5,677,6.519147287940395,1,0,2,2,5,7,1,3,370.0
6,539,6.29156913955832,0,2,4,0,9,6,5,7,5,539,6.29156913955832,0,2,4,0,9,539,6.29156913955832,1,0,2,4,0,9,227,5.429345628954441,1,0,2,2,3,7,539,6.29156913955832,0,2,4,0,9,39,3.6888794541139363,1,0,0,4,4,9,150,5.017279836814924,1,1,0,0,3,0,1,6,322.0
3,1329,7.1929342212158,0,0,4,6,9,13,7,9,4,1329,7.1929342212158,0,0,4,6,9,80,4.394449154672439,1,1,2,0,3,0,0,0.0,0,1,0,0,0,0,1329,7.1929342212158,0,0,4,6,9,1258,7.138073034044347,1,1,1,3,5,8,32,3.4965075614664802,1,1,2,2,4,2,1,3,29.0
7,576,6.3578422665081,1,0,1,2,6,7,8,8,5,576,6.3578422665081,1,0,1,2,6,407,6.0112671744041615,1,0,2,2,1,7,0,0.0,0,1,0,0,0,0,576,6.3578422665081,1,0,1,2,6,10,2.3978952727983707,1,1,1,0,3,0,128,4.859812404361672,1,1,2,3,2,8,1,3,239.0
4,388,5.963579343618446,1,1,3,3,8,7,16,9,4,388,5.963579343618446,1,1,3,3,8,151,5.0238805208462765,1,0,1,1,4,1,0,0.0,0,1,0,0,0,0,388,5.963579343618446,1,1,3,3,8,16,2.833213344056216,1,1,1,1,2,6,155,5.049856007249537,1,0,2,0,1,5,1,3,71.0
0,1392,7.239214973779806,1,0,2,6,2,1,15,17,0,1392,7.239214973779806,1,0,2,6,2,805,6.692083742506628,1,0,1,0,0,5,0,0.0,0,1,0,0,0,0,1392,7.239214973779806,1,0,2,6,2,62,4.143134726391533,1,1,2,2,6,2,601,6.400257445308821,1,0,1,1,6,1,1,3,311.0
6,1580,7.365812837209472,1,2,0,5,0,7,7,15,0,1580,7.365812837209472,1,2,0,5,0,1580,7.365812837209472,1,1,2,0,5,0,793,6.677083461247136,1,0,1,3,2,3,1580,7.365812837209472,1,2,0,5,0,25,3.258096538021482,1,0,1,0,4,5,563,6.335054251498059,1,0,2,3,3,3,1,6,934.0
6,900,6.803505257608338,1,0,0,4,0,6,3,15,3,900,6.803505257608338,1,0,0,4,0,884,6.785587645007929,1,1,2,4,2,4,0,0.0,0,1,0,0,0,0,900,6.803505257608338,1,0,0,4,0,334,5.814130531825066,1,1,1,4,5,4,230,5.442417710521793,1,1,2,0,6,0,2,3,330.0
1,990,6.898714534329988,1,0,0,3,0,9,10,17,5,990,6.898714534329988,1,0,0,3,0,453,6.118097198041348,1,0,0,3,5,3,0,0.0,0,1,0,0,0,0,990,6.898714534329988,1,0,0,3,0,9,2.302585092994046,1,0,0,4,2,9,426,6.056784013228625,1,1,0,1,6,6,3,6,194.0
4,1845,7.520776415062797,0,0,0,4,5,12,8,11,1,1845,7.520776415062797,0,0,0,4,5,834,6.727431724850855,1,1,0,4,1,4,0,0.0,0,1,0,0,0,0,1845,7.520776415062797,0,0,0,4,5,1086,6.99117688712121,1,1,0,1,1,6,639,6.461468176353717,1,0,0,4,2,9,3,3,105.0
6,652,6.481577129276431,1,1,2,1,2,5,0,2,5,652,6.481577129276431,1,1,2,1,2,462,6.137727054086234,1,1,0,2,0,2,0,0.0,0,1,0,0,0,0,652,6.481577129276431,1,1,2,1,2,103,4.6443908991413725,1,0,1,3,5,3,474,6.163314804034641,1,1,0,4,5,4,1,3,21.0
