slot_tube_radius,slot_tube_radius_abs_log1p,slot_tube_radius_is_even,slot_tube_radius_mod3,slot_tube_radius_mod5,slot_tube_radius_mod7,slot_tube_radius_mod10,slot_axis_distance,slot_axis_distance_abs_log1p,slot_axis_distance_is_even,slot_axis_distance_mod3,slot_axis_distance_mod5,slot_axis_distance_mod7,slot_axis_distance_mod10,slot_sphere_radius,slot_sphere_radius_abs_log1p,slot_sphere_radius_is_even,slot_sphere_radius_mod3,slot_sphere_radius_mod5,slot_sphere_radius_mod7,slot_sphere_radius_mod10,gcd_all,n_multiple_pairs,y
2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,17,2.8903717578961645,0,2,2,3,7,1,0,761.0
12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,23,3.1780538303479458,0,2,3,2,3,1,1,1489.0
13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,1,0,363.0
20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,37,3.6375861597263857,0,1,2,2,7,1,1,8369.0
8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,2,0,47.0
9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,1,563.0
18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,32,3.4965075614664802,1,2,2,4,2,1,0,323.0
10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,1,1,589.0
7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,34,3.5553480614894135,1,1,4,6,4,1,0,3487.0
6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,32,3.4965075614664802,1,2,2,4,2,1,2,343.0
13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,1,1,919.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,27,3.332204510175204,0,0,2,6,7,1,0,359.0
16,2.833213344056216,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,38,3.6635616461296463,1,2,3,3,8,1,0,4249.0
17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,0,3,0,40,3.713572066704308,1,1,0,5,0,1,1,14911.0
18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,0,4,5,1,1,2101.0
7,2.0794415416798357,0,1,2,0,7,19,2.995732273553991,0,1,4,5,9,34,3.5553480614894135,1,1,4,6,4,1,0,10151.0
4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,29,3.4011973816621555,0,2,4,1,9,1,2,1057.0
4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,31,3.4657359027997265,0,1,1,3,1,1,0,311.0
10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,1,1,6029.0
16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,21,3.091042453358316,0,0,1,0,1,1,2,857.0
20,3.044522437723423,1,2,0,6,0,12,2.5649493574615367,1,0,2,5,2,43,3.784189633918261,0,1,3,1,3,1,0,7363.0
5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,1,1,5.0
17,2.8903717578961645,0,2,2,3,7,9,2.302585092994046,0,0,4,2,9,39,3.6888794541139363,0,0,4,4,9,1,0,6583.0
15,2.772588722239781,0,0,0,1,5,10,2.3978952727983707,1,1,0,3,0,44,3.8066624897703196,1,2,4,2,4,1,0,14911.0
16,2.833213344056216,1,1,1,2,6,13,2.6390573296152584,0,1,3,6,3,39,3.6888794541139363,0,0,4,4,9,1,1,17489.0
4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,1,1,281.0
15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,1,0,41.0
5,1.791759469228055,0,2,0,5,5,6,1.9459101490553132,1,0,1,6,6,23,3.1780538303479458,0,2,3,2,3,1,0,157.0
10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,27,3.332204510175204,0,0,2,6,7,1,0,8729.0
12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,36,3.6109179126442243,1,0,1,1,6,1,1,25.0
2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,2,3,239.0
3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,32,3.4965075614664802,1,2,2,4,2,1,1,6199.0
20,3.044522437723423,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,32,3.4965075614664802,1,2,2,4,2,1,0,253.0
9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,1,0,241.0
8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,22,3.1354942159291497,1,1,2,1,2,1,0,1249.0
18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,2,1,103.0
10,2.3978952727983707,1,1,0,3,0,1,0.6931471805599453,0,1,1,1,1,27,3.332204510175204,0,0,2,6,7,1,2,1169.0
20,3.044522437723423,1,2,0,6,0,9,2.302585092994046,0,0,4,2,9,37,3.6375861597263857,0,1,2,2,7,1,0,4763.0
10,2.3978952727983707,1,1,0,3,0,21,3.091042453358316,0,0,1,0,1,35,3.58351893845611,0,2,0,0,5,1,0,211.0
9,2.302585092994046,0,0,4,2,9,10,2.3978952727983707,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,1,1,17.0
6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,3,2,27.0
8,2.1972245773362196,1,2,3,1,8,12,2.5649493574615367,1,0,2,5,2,21,3.091042453358316,0,0,1,0,1,1,0,4409.0
7,2.0794415416798357,0,1,2,0,7,9,2.302585092994046,0,0,4,2,9,29,3.4011973816621555,0,2,4,1,9,1,0,247.0
10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,31,3.4657359027997265,0,1,1,3,1,1,0,907.0
11,2.4849066497880004,0,2,1,4,1,7,2.0794415416798357,0,1,2,0,7,41,3.7376696182833684,0,2,1,6,1,1,0,3937.0
18,2.9444389791664403,1,0,3,4,8,21,3.091042453358316,0,0,1,0,1,41,3.7376696182833684,0,2,1,6,1,1,0,32353.0
9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,37,3.6375861597263857,0,1,2,2,7,1,1,1643.0
11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,1,1,1159.0
19,2.995732273553991,0,1,4,5,9,15,2.772588722239781,0,0,0,1,5,42,3.7612001156935624,1,0,2,0,2,1,0,25343.0
13,2.6390573296152584,0,1,3,6,3,9,2.302585092994046,0,0,4,2,9,27,3.332204510175204,0,0,2,6,7,1,1,3439.0
6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,25,3.258096538021482,0,1,0,4,5,1,0,4789.0
15,2.772588722239781,0,0,0,1,5,22,3.1354942159291497,1,1,2,1,2,43,3.784189633918261,0,1,3,1,3,1,0,7501.0
4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,26,3.295836866004329,1,2,1,5,6,1,0,1049.0
12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,22,3.1354942159291497,1,1,2,1,2,1,0,149.0
13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,1,0,407.0
11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,19,2.995732273553991,0,1,4,5,9,1,2,329.0
12,2.5649493574615367,1,0,2,5,2,11,2.4849066497880004,0,2,1,4,1,28,3.367295829986474,1,1,3,0,8,1,0,251.0
20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,31,3.4657359027997265,0,1,1,3,1,1,1,3041.0
6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,26,3.295836866004329,1,2,1,5,6,1,1,197.0
5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,1,1,19.0
5,1.791759469228055,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,30,3.4339872044851463,1,0,0,2,0,1,1,41.0
8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,16,2.833213344056216,1,1,1,2,6,1,3,7.0
13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,41,3.7376696182833684,0,2,1,6,1,1,2,1289.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,0,95.0
10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,29,3.4011973816621555,0,2,4,1,9,1,0,2567.0
19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,40,3.713572066704308,1,1,0,5,0,1,1,4279.0
11,2.4849066497880004,0,2,1,4,1,9,2.302585092994046,0,0,4,2,9,27,3.332204510175204,0,0,2,6,7,1,1,2977.0
8,2.1972245773362196,1,2,3,1,8,7,2.0794415416798357,0,1,2,0,7,24,3.2188758248682006,1,0,4,3,4,1,1,25.0
17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,0,3,0,31,3.4657359027997265,0,1,1,3,1,1,0,2803.0
6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,31,3.4657359027997265,0,1,1,3,1,1,0,929.0
13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,1,2,13.0
18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,1,1,4801.0
7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,1,1,19.0
19,2.995732273553991,0,1,4,5,9,13,2.6390573296152584,0,1,3,6,3,41,3.7376696182833684,0,2,1,6,1,1,0,10787.0
3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,29,3.4011973816621555,0,2,4,1,9,1,1,677.0
10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,2,1,35.0
20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,30,3.4339872044851463,1,0,0,2,0,1,1,41.0
17,2.8903717578961645,0,2,2,3,7,9,2.302585092994046,0,0,4,2,9,27,3.332204510175204,0,0,2,6,7,1,1,4351.0
6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,1,1,121.0
7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,1,5.0
16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,23,3.1780538303479458,0,2,3,2,3,1,2,1009.0
5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,1,1,4.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,32,3.4965075614664802,1,2,2,4,2,1,1,1871.0
13,2.6390573296152584,0,1,3,6,3,13,2.6390573296152584,0,1,3,6,3,27,3.332204510175204,0,0,2,6,7,1,1,4843.0
12,2.5649493574615367,1,0,2,5,2,26,3.295836866004329,1,2,1,5,6,40,3.713572066704308,1,1,0,5,0,2,0,127.0
13,2.6390573296152584,0,1,3,6,3,13,2.6390573296152584,0,1,3,6,3,43,3.784189633918261,0,1,3,1,3,1,1,8107.0
11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,1,0,304.0
8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,1,0,403.0
14,2.70805020110221,1,2,4,0,4,17,2.8903717578961645,0,2,2,3,7,41,3.7376696182833684,0,2,1,6,1,1,0,21001.0
6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,1,0,41.0
3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,6,1.9459101490553132,1,0,1,6,6,1,3,7.0
20,3.044522437723423,1,2,0,6,0,28,3.367295829986474,1,1,3,0,8,50,3.9318256327243257,1,2,0,1,0,2,0,83.0
14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,43,3.784189633918261,0,1,3,1,3,1,0,1755.0
10,2.3978952727983707,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,40,3.713572066704308,1,1,0,5,0,2,1,69.0
6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,26,3.295836866004329,1,2,1,5,6,2,2,79.0
13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,17,2.8903717578961645,0,2,2,3,7,1,2,281.0
9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,32,3.4965075614664802,1,2,2,4,2,1,0,9583.0
17,2.8903717578961645,0,2,2,3,7,10,2.3978952727983707,1,1,0,3,0,46,3.8501476017100584,1,1,1,4,6,1,0,17467.0
14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,1,1,3929.0
9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,21,3.091042453358316,0,0,1,0,1,1,0,25.0
18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,48,3.8918202981106265,1,0,3,6,8,6,2,343.0
15,2.772588722239781,0,0,0,1,5,17,2.8903717578961645,0,2,2,3,7,37,3.6375861597263857,0,1,2,2,7,1,0,10007.0
3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,1,1,19.0
20,3.044522437723423,1,2,0,6,0,1,0.6931471805599453,0,1,1,1,1,25,3.258096538021482,0,1,0,4,5,1,2,49.0
12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,32,3.4965075614664802,1,2,2,4,2,4,2,247.0
10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,34,3.5553480614894135,1,1,4,6,4,1,0,727.0
9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,3,2,199.0
19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,47,3.871201010907891,0,2,2,5,7,1,0,2987.0
2,1.0986122886681098,1,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,22,3.1354942159291497,1,1,2,1,2,1,1,203.0
7,2.0794415416798357,0,1,2,0,7,10,2.3978952727983707,1,1,0,3,0,36,3.6109179126442243,1,0,1,1,6,1,0,6287.0
20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,29,3.4011973816621555,0,2,4,1,9,1,1,2761.0
12,2.5649493574615367,1,0,2,5,2,17,2.8903717578961645,0,2,2,3,7,33,3.5263605246161616,0,0,3,5,3,1,0,1601.0
6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,2,2,19.0
8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,4,1,181.0
2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,2,3,107.0
14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,36,3.6109179126442243,1,0,1,1,6,1,1,2039.0
10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,38,3.6635616461296463,1,2,3,3,8,2,1,559.0
3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,32,3.4965075614664802,1,2,2,4,2,1,0,529.0
19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,22,3.1354942159291497,1,1,2,1,2,1,1,1795.0
18,2.9444389791664403,1,0,3,4,8,10,2.3978952727983707,1,1,0,3,0,36,3.6109179126442243,1,0,1,1,6,2,1,43.0
4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,27,3.332204510175204,0,0,2,6,7,1,0,2873.0
16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,26,3.295836866004329,1,2,1,5,6,1,2,313.0
14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,29,3.4011973816621555,0,2,4,1,9,1,1,6329.0
18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,41,3.7376696182833684,0,2,1,6,1,1,0,8737.0
8,2.1972245773362196,1,2,3,1,8,8,2.1972245773362196,1,2,3,1,8,37,3.6375861597263857,0,1,2,2,7,1,1,6041.0
4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,24,3.2188758248682006,1,0,4,3,4,1,1,43.0
4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,20,3.044522437723423,1,2,0,6,0,1,1,77.0
10,2.3978952727983707,1,1,0,3,0,12,2.5649493574615367,1,0,2,5,2,34,3.5553480614894135,1,1,4,6,4,2,0,96.0
19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,0,6,0,45,3.828641396489095,0,0,0,3,5,1,0,4483.0
14,2.70805020110221,1,2,4,0,4,15,2.772588722239781,0,0,0,1,5,36,3.6109179126442243,1,0,1,1,6,1,0,811.0
11,2.4849066497880004,0,2,1,4,1,1,0.6931471805599453,0,1,1,1,1,40,3.713572066704308,1,1,0,5,0,1,2,2359.0
14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,40,3.713572066704308,1,1,0,5,0,2,0,677.0
5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,1,1,167.0
14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,35,3.58351893845611,0,2,0,0,5,1,0,181.0
6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,34,3.5553480614894135,1,1,4,6,4,1,1,1007.0
5,1.791759469228055,0,2,0,5,5,17,2.8903717578961645,0,2,2,3,7,34,3.5553480614894135,1,1,4,6,4,1,1,6911.0
14,2.70805020110221,1,2,4,0,4,7,2.0794415416798357,0,1,2,0,7,44,3.8066624897703196,1,2,4,2,4,1,1,2591.0
15,2.772588722239781,0,0,0,1,5,27,3.332204510175204,0,0,2,6,7,45,3.828641396489095,0,0,0,3,5,3,1,85.0
19,2.995732273553991,0,1,4,5,9,20,3.044522437723423,1,2,0,6,0,44,3.8066624897703196,1,2,4,2,4,1,0,7003.0
17,2.8903717578961645,0,2,2,3,7,9,2.302585092994046,0,0,4,2,9,33,3.5263605246161616,0,0,3,5,3,1,0,5449.0
13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,39,3.6888794541139363,0,0,4,4,9,1,1,5.0
17,2.8903717578961645,0,2,2,3,7,12,2.5649493574615367,1,0,2,5,2,31,3.4657359027997265,0,1,1,3,1,1,0,555.0
13,2.6390573296152584,0,1,3,6,3,12,2.5649493574615367,1,0,2,5,2,28,3.367295829986474,1,1,3,0,8,1,0,3117.0
5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,26,3.295836866004329,1,2,1,5,6,1,0,2731.0
15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,3,2,89.0
9,2.302585092994046,0,0,4,2,9,12,2.5649493574615367,1,0,2,5,2,22,3.1354942159291497,1,1,2,1,2,1,0,5155.0
14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,1,0,7141.0
4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,27,3.332204510175204,0,0,2,6,7,1,0,3521.0
9,2.302585092994046,0,0,4,2,9,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,1,0,2839.0
6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,3,3,5.0
18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,43,3.784189633918261,0,1,3,1,3,1,0,4949.0
3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,28,3.367295829986474,1,1,3,0,8,1,2,943.0
7,2.0794415416798357,0,1,2,0,7,22,3.1354942159291497,1,1,2,1,2,32,3.4965075614664802,1,2,2,4,2,1,0,10831.0
8,2.1972245773362196,1,2,3,1,8,20,3.044522437723423,1,2,0,6,0,34,3.5553480614894135,1,1,4,6,4,2,0,2993.0
18,2.9444389791664403,1,0,3,4,8,21,3.091042453358316,0,0,1,0,1,44,3.8066624897703196,1,2,4,2,4,1,0,8719.0
17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,39,3.6888794541139363,0,0,4,4,9,1,1,2605.0
5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,1,0,83.0
15,2.772588722239781,0,0,0,1,5,8,2.1972245773362196,1,2,3,1,8,44,3.8066624897703196,1,2,4,2,4,1,0,12271.0
6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,34,3.5553480614894135,1,1,4,6,4,2,0,239.0
10,2.3978952727983707,1,1,0,3,0,9,2.302585092994046,0,0,4,2,9,35,3.58351893845611,0,2,0,0,5,1,0,33.0
17,2.8903717578961645,0,2,2,3,7,21,3.091042453358316,0,0,1,0,1,40,3.713572066704308,1,1,0,5,0,1,0,9957.0
7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,25,3.258096538021482,0,1,0,4,5,1,2,463.0
5,1.791759469228055,0,2,0,5,5,1,0.6931471805599453,0,1,1,1,1,12,2.5649493574615367,1,0,2,5,2,1,2,239.0
4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,22,3.1354942159291497,1,1,2,1,2,1,1,601.0
13,2.6390573296152584,0,1,3,6,3,21,3.091042453358316,0,0,1,0,1,39,3.6888794541139363,0,0,4,4,9,1,1,67.0
9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,15,2.772588722239781,0,0,0,1,5,1,2,23.0
4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,28,3.367295829986474,1,1,3,0,8,1,3,31.0
6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,20,3.044522437723423,1,2,0,6,0,1,0,751.0
11,2.4849066497880004,0,2,1,4,1,8,2.1972245773362196,1,2,3,1,8,33,3.5263605246161616,0,0,3,5,3,1,1,7.0
17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,21,3.091042453358316,0,0,1,0,1,1,2,433.0
16,2.833213344056216,1,1,1,2,6,1,0.6931471805599453,0,1,1,1,1,25,3.258096538021482,0,1,0,4,5,1,2,1169.0
3,1.3862943611198906,0,0,3,3,3,1,0.6931471805599453,0,1,1,1,1,9,2.302585092994046,0,0,4,2,9,1,3,7.0
20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,27,3.332204510175204,0,0,2,6,7,1,1,2489.0
14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,29,3.4011973816621555,0,2,4,1,9,1,0,1839.0
9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,32,3.4965075614664802,1,2,2,4,2,1,1,6127.0
17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,1,1,5711.0
4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,19,2.995732273553991,0,1,4,5,9,1,0,2017.0
19,2.995732273553991,0,1,4,5,9,3,1.3862943611198906,0,0,3,3,3,27,3.332204510175204,0,0,2,6,7,1,1,1723.0
19,2.995732273553991,0,1,4,5,9,1,0.6931471805599453,0,1,1,1,1,23,3.1780538303479458,0,2,3,2,3,1,2,521.0
14,2.70805020110221,1,2,4,0,4,1,0.6931471805599453,0,1,1,1,1,23,3.1780538303479458,0,2,3,2,3,1,2,977.0
10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,2,2,179.0
19,2.995732273553991,0,1,4,5,9,7,2.0794415416798357,0,1,2,0,7,36,3.6109179126442243,1,0,1,1,6,1,0,10511.0
4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,2,0,71.0
18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,38,3.6635616461296463,1,2,3,3,8,2,1,583.0
11,2.4849066497880004,0,2,1,4,1,17,2.8903717578961645,0,2,2,3,7,30,3.4339872044851463,1,0,0,2,0,1,0,11999.0
13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,1,0,2027.0
15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,39,3.6888794541139363,0,0,4,4,9,1,1,397.0
7,2.0794415416798357,0,1,2,0,7,27,3.332204510175204,0,0,2,6,7,37,3.6375861597263857,0,1,2,2,7,1,0,2551.0
14,2.70805020110221,1,2,4,0,4,11,2.4849066497880004,0,2,1,4,1,30,3.4339872044851463,1,0,0,2,0,1,0,113.0
15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,29,3.4011973816621555,0,2,4,1,9,1,0,479.0
19,2.995732273553991,0,1,4,5,9,10,2.3978952727983707,1,1,0,3,0,30,3.4339872044851463,1,0,0,2,0,1,1,11939.0
12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,29,3.4011973816621555,0,2,4,1,9,1,1,3481.0
9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,26,3.295836866004329,1,2,1,5,6,1,0,587.0
4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,25,3.258096538021482,0,1,0,4,5,1,0,1403.0
