slot_max_number,slot_max_number_abs_log1p,slot_max_number_is_even,slot_max_number_mod3,slot_max_number_mod5,slot_max_number_mod7,slot_max_number_mod10,slot_k,slot_k_abs_log1p,slot_k_is_even,slot_k_mod3,slot_k_mod5,slot_k_mod7,slot_k_mod10,slot_r,slot_r_abs_log1p,slot_r_is_even,slot_r_mod3,slot_r_mod5,slot_r_mod7,slot_r_mod10,slot_t,slot_t_abs_log1p,slot_t_is_even,slot_t_mod3,slot_t_mod5,slot_t_mod7,slot_t_mod10,gcd_all,n_multiple_pairs,y
13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,1,1,33.0
23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,1,2,94.0
25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,1,1,2.0
20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,4,1.6094379124341003,1,1,4,4,4,1,3,47.0
14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,0,23.0
11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,1,26.0
18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,1,1,34.0
23,3.1780538303479458,0,2,3,2,3,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,1,1,104.0
30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,6,2.0
13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,53.0
19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,1,2.0
15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,3,2.0
26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,1,1,43.0
29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,0,1,6,6,27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,1,0,28.0
8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,4,6,2.0
20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,3,2.0
18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,2,5,2.0
30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,4,2.0
13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,1,38.0
11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,3,1.3862943611198906,0,0,3,3,3,1,1,14.0
21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,3,2,2.0
12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,1,19.0
18,2.9444389791664403,1,0,3,4,8,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,4,28.0
21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,1,1,44.0
27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,1,1,2.0
28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,1,2,2.0
13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,1,3,2.0
29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,1,1,66.0
14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,3,1590.0
29,3.4011973816621555,0,2,4,1,9,3,1.3862943611198906,0,0,3,3,3,28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,1,1,55.0
27,3.332204510175204,0,0,2,6,7,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,2,1.0986122886681098,1,2,2,2,2,1,1,187.0
10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,1,19.0
15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,3,5,2.0
14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,2,1.0986122886681098,1,2,2,2,2,1,3,13.0
7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,1,3,2.0
29,3.4011973816621555,0,2,4,1,9,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,1,1,7027.0
30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,3,5,2.0
20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,5,1.791759469228055,0,2,0,5,5,1,3,2.0
7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,3,32.0
28,3.367295829986474,1,1,3,0,8,2,1.0986122886681098,1,2,2,2,2,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,2,5,2.0
20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,3,309.0
10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,3,2.0
30,3.4339872044851463,1,0,0,2,0,5,1.791759469228055,0,2,0,5,5,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,2,543.0
10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,1,18.0
27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,1,3,2.0
10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,2,13.0
18,2.9444389791664403,1,0,3,4,8,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,3,3,2.0
13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,2,2.0
24,3.2188758248682006,1,0,4,3,4,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,1,3,2.0
10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,1,2.0
16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,3,2.0
28,3.367295829986474,1,1,3,0,8,3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,2,5.0
22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,3,2.0
21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,1,1,61.0
22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,1,515.0
15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,1,2.0
26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,3,2.0
11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,1,2,2.0
29,3.4011973816621555,0,2,4,1,9,2,1.0986122886681098,1,2,2,2,2,21,3.091042453358316,0,0,1,0,1,2,1.0986122886681098,1,2,2,2,2,1,1,2.0
13,2.6390573296152584,0,1,3,6,3,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,0,10.0
11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,1,26.0
26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,1,1,2.0
29,3.4011973816621555,0,2,4,1,9,4,1.6094379124341003,1,1,4,4,4,26,3.295836866004329,1,2,1,5,6,2,1.0986122886681098,1,2,2,2,2,1,2,119.0
30,3.4339872044851463,1,0,0,2,0,2,1.0986122886681098,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,1,3,2.0
17,2.8903717578961645,0,2,2,3,7,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,1,1,2.0
13,2.6390573296152584,0,1,3,6,3,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,0,43.0
8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,4,1.6094379124341003,1,1,4,4,4,1,1,5.0
13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,1,2.0
27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,1,1,2725.0
24,3.2188758248682006,1,0,4,3,4,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,3,18.0
27,3.332204510175204,0,0,2,6,7,6,1.9459101490553132,1,0,1,6,6,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,1,21247.0
27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,3,2.0
23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,1,1,2.0
23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,1,2.0
10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,1,2.0
26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,2,3,2.0
15,2.772588722239781,0,0,0,1,5,5,1.791759469228055,0,2,0,5,5,11,2.4849066497880004,0,2,1,4,1,5,1.791759469228055,0,2,0,5,5,1,3,2.0
15,2.772588722239781,0,0,0,1,5,6,1.9459101490553132,1,0,1,6,6,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,2,2.0
16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,2,1,2.0
17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,1,0,4.0
8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,4,17.0
27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,1,2,194.0
16,2.833213344056216,1,1,1,2,6,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,2,200.0
27,3.332204510175204,0,0,2,6,7,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,2,94.0
28,3.367295829986474,1,1,3,0,8,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,2,3,5860.0
30,3.4339872044851463,1,0,0,2,0,3,1.3862943611198906,0,0,3,3,3,25,3.258096538021482,0,1,0,4,5,3,1.3862943611198906,0,0,3,3,3,1,3,2.0
28,3.367295829986474,1,1,3,0,8,5,1.791759469228055,0,2,0,5,5,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,2,1717.0
25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,2,1.0986122886681098,1,2,2,2,2,1,2,2511.0
26,3.295836866004329,1,2,1,5,6,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,1,1,2.0
6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,2,5,2.0
26,3.295836866004329,1,2,1,5,6,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,0,19.0
26,3.295836866004329,1,2,1,5,6,5,1.791759469228055,0,2,0,5,5,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,1,1,393.0
26,3.295836866004329,1,2,1,5,6,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,2,3863.0
8,2.1972245773362196,1,2,3,1,8,6,1.9459101490553132,1,0,1,6,6,6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,2,2,29.0
9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,3,1.3862943611198906,0,0,3,3,3,1,1,13.0
24,3.2188758248682006,1,0,4,3,4,6,1.9459101490553132,1,0,1,6,6,12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,6,6,2.0
23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,1,3,2.0
23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,1,1,2.0
21,3.091042453358316,0,0,1,0,1,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,2,37.0
19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,1,1,268.0
11,2.4849066497880004,0,2,1,4,1,6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,2,2.0
17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,1,1,37.0
27,3.332204510175204,0,0,2,6,7,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,1,1879.0
22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,1,1,49.0
24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,23,3.1780538303479458,0,2,3,2,3,2,1.0986122886681098,1,2,2,2,2,1,3,2.0
24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,3,2.0
10,2.3978952727983707,1,1,0,3,0,3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,2,1.0986122886681098,1,2,2,2,2,1,3,2.0
24,3.2188758248682006,1,0,4,3,4,3,1.3862943611198906,0,0,3,3,3,4,1.6094379124341003,1,1,4,4,4,3,1.3862943611198906,0,0,3,3,3,1,4,2.0
14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,0,14.0
23,3.1780538303479458,0,2,3,2,3,3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,1,3,2.0
18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,2,13.0
25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,4,1.6094379124341003,1,1,4,4,4,1,1,26.0
16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,3,2.0
17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,1,2,169.0
6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,1,4.0
7,2.0794415416798357,0,1,2,0,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,1,3,2.0
6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,2,6,2.0
27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,1,2,19.0
30,3.4339872044851463,1,0,0,2,0,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,1,3,2.0
11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,1,2.0
19,2.995732273553991,0,1,4,5,9,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,1,1,149.0
19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,15,2.772588722239781,0,0,0,1,5,3,1.3862943611198906,0,0,3,3,3,1,1,10.0
22,3.1354942159291497,1,1,2,1,2,6,1.9459101490553132,1,0,1,6,6,22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,2,4,2.0
14,2.70805020110221,1,2,4,0,4,4,1.6094379124341003,1,1,4,4,4,5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,1,0,20.0
18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,4,2.0
20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,2,3,1126.0
19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,1,1,2.0
22,3.1354942159291497,1,1,2,1,2,2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,3,2.0
25,3.258096538021482,0,1,0,4,5,4,1.6094379124341003,1,1,4,4,4,23,3.1780538303479458,0,2,3,2,3,4,1.6094379124341003,1,1,4,4,4,1,1,2.0
11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,8,2.1972245773362196,1,2,3,1,8,4,1.6094379124341003,1,1,4,4,4,1,3,2.0
28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,1,3,2.0
16,2.833213344056216,1,1,1,2,6,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,2,2.0
14,2.70805020110221,1,2,4,0,4,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,1,1,2.0
19,2.995732273553991,0,1,4,5,9,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,1,0,244.0
10,2.3978952727983707,1,1,0,3,0,6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,1,6.0
21,3.091042453358316,0,0,1,0,1,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,1,1,2.0
11,2.4849066497880004,0,2,1,4,1,4,1.6094379124341003,1,1,4,4,4,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,3,156.0
27,3.332204510175204,0,0,2,6,7,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,3,6,2.0
27,3.332204510175204,0,0,2,6,7,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,4,1.6094379124341003,1,1,4,4,4,1,2,67.0
7,2.0794415416798357,0,1,2,0,7,2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,1,3,2.0
28,3.367295829986474,1,1,3,0,8,4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,1,3,199.0
9,2.302585092994046,0,0,4,2,9,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,1,2.0
21,3.091042453358316,0,0,1,0,1,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,3,1.3862943611198906,0,0,3,3,3,1,2,14.0
24,3.2188758248682006,1,0,4,3,4,2,1.0986122886681098,1,2,2,2,2,19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,1,3,2.0
25,3.258096538021482,0,1,0,4,5,6,1.9459101490553132,1,0,1,6,6,25,3.258096538021482,0,1,0,4,5,5,1.791759469228055,0,2,0,5,5,1,3,2.0
12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,3,12.0
22,3.1354942159291497,1,1,2,1,2,3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,1,2,53.0
21,3.091042453358316,0,0,1,0,1,3,1.3862943611198906,0,0,3,3,3,3,1.3862943611198906,0,0,3,3,3,2,1.0986122886681098,1,2,2,2,2,1,3,56.0
22,3.1354942159291497,1,1,2,1,2,5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,1,1,2.0
13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,1,1,2.0
